KETTERING HEALTH NETWORK STANDARD PRICES,
NOTE: AN ASTERISK (*) DESIGNATES THAT THE PRICE IS VARIABLE BASED ON TYPE OF DRUG/SUPPLY AND/OR VARIABLE COST,
PROC_CODE,STANDARD_PRICE
36100297,"1,527.00"
36100382,"1,568.00"
36100646,"1,572.00"
36100647,"1,572.00"
36100258,"1,761.00"
36100259,"1,761.00"
36100261,"1,761.00"
36100263,"1,761.00"
36100396,"1,779.00"
36100399,"1,779.00"
36100262,"1,761.00"
36100257,"1,802.00"
36100115,"1,619.00"
36100309,"1,628.00"
36100356,"1,821.00"
36100381,"1,659.00"
36100317,"1,893.00"
36100315,"1,898.00"
36100102,"1,709.00"
36100103,"1,709.00"
36100362,"1,919.00"
36100223,"1,921.00"
36101008,"1,924.00"
36100014,"1,939.00"
36110047,"1,753.00"
36100034,"2,050.00"
36100035,"2,050.00"
36100170,"1,889.00"
36100532,"1,903.00"
36100350,"1,944.00"
36100351,"1,944.00"
36100374,"2,182.00"
36100080,"1,966.00"
36100280,"2,191.00"
36100425,"2,120.00"
36100491,"2,120.00"
36100224,"2,208.00"
36100442,"2,125.00"
36101009,"2,218.00"
36100316,"2,242.00"
36110100,"2,258.00"
36110101,"2,258.00"
36110102,"2,258.00"
36110103,"2,258.00"
36100322,"2,284.00"
36100375,"2,067.00"
36100037,"2,341.00"
36101031,"2,100.00"
36100036,"2,341.00"
36100446,"2,250.00"
36101010,"2,371.00"
36100890,"2,381.00"
36100560,"2,151.00"
36110038,"2,180.00"
36110040,"2,180.00"
36110042,"2,180.00"
36100156,"2,194.00"
36100550,"2,194.00"
36100551,"2,194.00"
36100552,"2,194.00"
36110043,"2,238.00"
36110080,"2,500.00"
36110008,"2,263.00"
36110009,"2,263.00"
36110010,"2,263.00"
36110011,"2,263.00"
36110075,"2,526.00"
36100353,"2,274.00"
36100174,"2,284.00"
36100360,"2,568.00"
36100361,"2,568.00"
36100157,"2,329.00"
36100158,"2,329.00"
36100159,"2,329.00"
36100160,"2,329.00"
36100166,"2,329.00"
36100167,"2,329.00"
36100445,"2,492.00"
36100175,"2,339.00"
36100176,"2,339.00"
36100177,"2,339.00"
36100178,"2,339.00"
36100180,"2,358.00"
36100181,"2,358.00"
36100182,"2,358.00"
36100179,"2,394.00"
36100447,"2,583.00"
36100520,"2,583.00"
36100162,"2,444.00"
36100163,"2,444.00"
36100164,"2,444.00"
36100165,"2,444.00"
36100193,"2,457.00"
36100194,"2,457.00"
36100195,"2,457.00"
36100196,"2,457.00"
36100402,"2,782.00"
36100154,"2,527.00"
36100405,"2,821.00"
36100494,"2,731.00"
36110104,"2,846.00"
36110105,"2,846.00"
36110106,"2,846.00"
36110107,"2,846.00"
36100155,"2,565.00"
36100505,"2,565.00"
36100215,"2,862.00"
36110129,"2,885.00"
36100216,"2,915.00"
36100221,"2,915.00"
36100452,"2,811.00"
36100453,"2,813.00"
36100208,"2,960.00"
36100217,"2,960.00"
36100220,"2,960.00"
36100119,"2,968.00"
36100207,"2,978.00"
36100433,"2,861.00"
36100492,"2,861.00"
36100254,"2,679.00"
36100341,"2,697.00"
36100342,"2,697.00"
36100343,"2,697.00"
36100087,"3,040.00"
36100188,"2,730.00"
36100507,"2,730.00"
36100086,"3,085.00"
36100183,"2,770.00"
36100506,"2,770.00"
36100508,"2,770.00"
36110012,"3,093.00"
36110014,"3,093.00"
36100450,"3,023.00"
36100455,"3,029.00"
36100348,"2,848.00"
36110109,"2,865.00"
36100409,"3,237.00"
36100294,"2,911.00"
36101041,"2,911.00"
36101042,"2,911.00"
36100190,"2,913.00"
36100197,"2,915.00"
36100198,"2,915.00"
36100189,"2,953.00"
36100191,"2,953.00"
36100192,"2,953.00"
36100199,"2,958.00"
36100200,"2,958.00"
36110125,"3,305.00"
36101056,"2,971.00"
36101057,"2,971.00"
36101071,"2,971.00"
36101072,"2,971.00"
36110068,"3,332.00"
36100398,"3,497.00"
36110039,"3,218.00"
36110041,"3,218.00"
36100108,"3,232.00"
36100109,"3,232.00"
36100184,"3,251.00"
36100185,"3,251.00"
36100187,"3,251.00"
36100186,"3,301.00"
36101025,"3,691.00"
36101026,"3,691.00"
36101027,"3,691.00"
36101028,"3,691.00"
36100459,"3,544.00"
36110045,"3,335.00"
36100457,"3,576.00"
36100438,"3,605.00"
36110083,"3,605.00"
36100211,"3,755.00"
36100313,"3,907.00"
36100458,"3,510.00"
36100525,"3,589.00"
36101054,"3,728.00"
36100052,"4,238.00"
36100210,"4,284.00"
36100111,"3,880.00"
36100209,"4,347.00"
36110013,"4,394.00"
36110016,"4,394.00"
36100903,"3,990.00"
36100904,"3,990.00"
36100323,"4,479.00"
36100324,"4,479.00"
36100097,"4,032.00"
36100106,"4,032.00"
36100112,"4,032.00"
36100451,"4,330.00"
36110084,"4,330.00"
36101021,"4,062.00"
36101022,"4,062.00"
36101023,"4,062.00"
36101024,"4,062.00"
36101055,"4,584.00"
36100462,"4,675.00"
36100233,"4,205.00"
36100234,"4,205.00"
36100212,"4,746.00"
36100314,"4,788.00"
36100237,"4,335.00"
36100312,"4,978.00"
36100572,"5,119.00"
36101014,"4,792.00"
36101045,"4,846.00"
36101046,"4,846.00"
36101047,"4,846.00"
36101013,"4,870.00"
36110063,"4,897.00"
36100905,"4,944.00"
36100907,"4,944.00"
36101012,"5,086.00"
36101043,"5,153.00"
36100085,"5,960.00"
36101058,"5,427.00"
36101059,"5,427.00"
36101060,"5,427.00"
36101062,"5,427.00"
36101073,"5,427.00"
36101074,"5,427.00"
36101075,"5,427.00"
36101061,"6,049.00"
36101076,"6,049.00"
36100295,"5,487.00"
36100229,"5,555.00"
36110037,"5,559.00"
36101053,"5,715.00"
36100426,"6,126.00"
36100218,"6,488.00"
36100219,"6,488.00"
36100232,"5,853.00"
36100235,"5,853.00"
36100236,"5,853.00"
36110121,"5,853.00"
36110122,"5,853.00"
36110086,"6,424.00"
36110085,"6,166.00"
36110130,"6,911.00"
36100293,"6,260.00"
36101063,"6,376.00"
36101064,"6,376.00"
36101065,"6,376.00"
36101067,"6,376.00"
36101083,"6,376.00"
36101084,"6,376.00"
36101085,"6,376.00"
36100625,"6,449.00"
36100380,"7,669.00"
36110019,"7,069.00"
36100602,"7,070.00"
36110066,"7,105.00"
36100553,"7,987.00"
36110061,"7,173.00"
36110062,"7,173.00"
36100908,"8,136.00"
36101044,"7,611.00"
36100092,"7,647.00"
36100093,"7,647.00"
36100098,"7,647.00"
36100099,"7,647.00"
36100107,"7,647.00"
36110017,"7,753.00"
36100434,"8,307.00"
36101048,"7,833.00"
36101049,"7,833.00"
36101050,"7,833.00"
36100204,"7,859.00"
36100205,"7,859.00"
36100371,"7,952.00"
36100902,"7,981.00"
36100114,"7,991.00"
36100325,"9,000.00"
36100598,"8,077.00"
36100640,"8,077.00"
36110007,"8,195.00"
36100599,"8,269.00"
36100641,"8,269.00"
36100643,"8,475.00"
36100644,"8,475.00"
36110051,"8,673.00"
36100388,"9,195.00"
36110144,"9,502.00"
36101037,"9,224.00"
36100475,"9,905.00"
36100116,"9,354.00"
36110112,"9,433.00"
36110113,"9,433.00"
36101019,"9,454.00"
36100477,"10,609.00"
36100060,"9,519.00"
36100482,"10,610.00"
36101017,"9,613.00"
36110097,"9,636.00"
36110099,"9,636.00"
36100094,"9,663.00"
36101015,"9,762.00"
36101016,"9,762.00"
36101033,"10,507.00"
36110123,"10,295.00"
36110124,"10,296.00"
36100352,"11,495.00"
36110072,"10,358.00"
36100603,"10,490.00"
36110069,"10,536.00"
36100095,"10,590.00"
36100927,"11,972.00"
36110002,"11,972.00"
36101036,"10,819.00"
36100372,"11,007.00"
36100048,"12,545.00"
36101034,"12,217.00"
36100606,"11,738.00"
36110003,"11,741.00"
36110004,"11,741.00"
36110005,"11,741.00"
36110006,"11,741.00"
36110020,"12,265.00"
36110021,"12,265.00"
36110022,"12,265.00"
36110023,"12,265.00"
36100612,"12,621.00"
36100701,"12,645.00"
36100702,"12,645.00"
36100642,"12,648.00"
36100100,"12,676.00"
36100101,"12,676.00"
36100225,"14,294.00"
36100483,"14,554.00"
36110026,"13,094.00"
36110027,"13,094.00"
36110028,"13,094.00"
36110029,"13,094.00"
36100286,"13,489.00"
36110117,"15,711.00"
36100104,"13,811.00"
36100105,"13,811.00"
36100614,"14,273.00"
36100285,"14,715.00"
36100605,"14,924.00"
36100613,"15,050.00"
36100608,"15,125.00"
36110070,"15,247.00"
36110030,"15,359.00"
36110031,"15,359.00"
36110032,"15,359.00"
36110033,"15,359.00"
36100090,"15,490.00"
36110018,"15,502.00"
36110120,"16,090.00"
36101091,"16,420.00"
36110142,"16,420.00"
36110143,"16,420.00"
36100604,"16,517.00"
36100600,"16,600.00"
36100346,"18,536.00"
36110126,"17,282.00"
36110127,"17,283.00"
36101090,"17,336.00"
36100601,"17,344.00"
36110035,"17,687.00"
36100089,"18,502.00"
36100096,"18,502.00"
36110024,"18,908.00"
36110025,"18,908.00"
36110096,"19,273.00"
36110098,"19,273.00"
36100586,"19,314.00"
36100369,"19,514.00"
36110090,"20,210.00"
36110093,"20,210.00"
36110108,"20,210.00"
36100347,"22,646.00"
36100587,"20,372.00"
36110053,"20,556.00"
36110055,"20,556.00"
36100610,"21,153.00"
36100591,"21,293.00"
36100592,"21,293.00"
36100231,"24,021.00"
36110071,"21,562.00"
36100620,"21,591.00"
36100609,"21,931.00"
36100607,"23,085.00"
36101092,"23,316.00"
36110116,"24,956.00"
36110065,"28,746.00"
36100391,"30,519.00"
36100611,"36,352.00"
36100616,"41,720.00"
36100617,"41,720.00"
36100618,"41,720.00"
36100623,"41,720.00"
36110089,"40,846.00"
36110091,"40,846.00"
36110094,"40,846.00"
36110095,"40,846.00"
36110056,"41,209.00"
36110057,"41,209.00"
36110058,"41,209.00"
36110059,"41,209.00"
36110052,"42,499.00"
36110054,"42,499.00"
36101018,"48,965.00"
36110131,"53,502.00"
36110137,"60,354.00"
36110092,"61,912.00"
36110132,"62,124.00"
36110140,"62,124.00"
36100110,"64,083.00"
36100593,"65,520.00"
36100594,"66,956.00"
36100595,"68,854.00"
36100596,"70,290.00"
36110133,"70,746.00"
36100597,"71,726.00"
36110138,"77,598.00"
36110139,"77,598.00"
36100113,"77,721.00"
36110136,"79,368.00"
36101093,"87,990.00"
36110134,"87,990.00"
36110135,"87,990.00"
37000000,34
37000001,82
37000003,92
37000002,94
37000005,271
37000004,276
37000006,396
37000007,512
37000009,655
37000010,749
37000011,821
37100003,145
37100002,366
39000008,164
39000016,354
39000010,384
39000030,468
39000013,486
39000015,498
39000017,521
39000026,566
39000012,639
39000009,765
39000003,848
39000022,896
39000024,"1,045.00"
39000023,"1,390.00"
39000027,"2,098.00"
39000018,"2,179.00"
39000019,"2,286.00"
39000020,"2,781.00"
39000021,"2,781.00"
39000000,"13,738.00"
39100000,"2,701.00"
40100010,113
40100011,225
40100012,328
40100013,544
40200003,119
40200010,191
40200041,207
40200070,447
40200072,447
40200048,415
40200085,452
40200080,451
40200073,457
40200065,480
40200002,505
40200068,512
40200081,512
40200082,512
40200064,521
40200001,722
40200083,730
40200022,738
40200069,892
40200071,892
40200061,758
40200063,758
40200043,852
40200018,890
40200054,892
40200028,904
40200049,904
40200034,921
40200005,926
40200035,951
40200026,"1,019.00"
40200027,"1,019.00"
40200055,"1,065.00"
40200044,"1,080.00"
40200052,"1,084.00"
40200060,"1,093.00"
40200062,"1,093.00"
40200013,"1,143.00"
40200014,"1,143.00"
40200017,"1,143.00"
40200021,"1,196.00"
40200031,"1,198.00"
40200029,"1,225.00"
40200023,"1,232.00"
40200030,"1,268.00"
40200032,"1,270.00"
40200046,"1,330.00"
40200009,"1,465.00"
40200051,"1,574.00"
40200015,"1,627.00"
40200006,"1,679.00"
40200007,"1,679.00"
40200036,"1,772.00"
40200037,"1,836.00"
40200084,"1,922.00"
40200057,"2,242.00"
40200024,"2,718.00"
40200000,"3,978.00"
40200042,"4,236.00"
40300003,225
40300004,401
40400049,690
40400002,"5,390.00"
40400018,"6,532.00"
40400025,"6,532.00"
40400027,"6,532.00"
40400028,"6,532.00"
40400031,"6,532.00"
40400032,"6,532.00"
40400033,"6,532.00"
40400034,"6,532.00"
40400035,"6,532.00"
40400001,"7,414.00"
40400003,"7,414.00"
40400020,"6,853.00"
40400019,"8,248.00"
40400005,"11,227.00"
40400006,"11,227.00"
40400009,"11,227.00"
40400010,"11,227.00"
40400011,"11,227.00"
40400012,"11,227.00"
40400013,"11,227.00"
40400014,"14,037.00"
41000014,195
41000004,208
41000030,208
41000007,212
41000008,212
41000023,281
41000013,229
41000017,242
41000005,250
41000006,250
41000012,250
41000021,284
41000022,281
41000015,313
41000020,284
41000016,318
41000010,"1,190.00"
41000025,"1,190.00"
41000002,"1,535.00"
41000011,"1,780.00"
41000024,"1,780.00"
41000001,"1,899.00"
41300001,721
42000008,36
42000050,42
42000026,118
42000078,123
42000034,145
42000025,154
42000009,159
42000023,161
42000033,175
42000018,195
42000037,225
42000038,229
42000013,209
42000002,214
42000032,220
42000006,235
42000017,235
42000019,235
42000024,249
42000005,266
42000016,266
42000001,307
42000014,279
42000021,281
42000015,283
42000022,283
42000007,284
42000004,286
42000020,291
42000045,300
42000010,303
42000031,339
42000028,316
42000029,377
42000011,350
42000000,390
42000030,431
42000027,629
42000036,292
42400005,415
42400002,651
42400003,651
42400004,651
43000050,42
43000025,118
43000087,123
43000034,145
43000024,154
43000010,159
43000022,161
43000033,175
43000038,225
43000039,229
43000013,209
43000089,211
43000001,214
43000032,220
43000008,235
43000017,235
43000023,249
43000007,266
43000016,266
43000000,307
43000014,279
43000015,279
43000020,283
43000009,284
43000019,285
43000018,286
43000011,303
43000030,339
43000031,375
43000028,377
43000012,350
43000029,431
43000088,422
43000040,534
43000026,629
43000006,924
43000037,325
43400005,415
43400002,651
43400003,651
43400004,651
43000002,888
43000003,"1,031.00"
44000086,211
44000084,367
44000005,413
44000085,422
44000001,479
44000003,534
44000011,924
44000010,103
44400005,350
44400004,434
44000008,471
44400006,724
44400001,774
44000006,888
44000007,"1,031.00"
45000009,268
45000000,282
45000004,283
45000006,283
45000007,283
45000008,283
45000010,305
45000011,305
45000012,305
45000022,452
45000023,558
45000003,614
45000005,631
45000029,636
45000016,823
45000024,890
45000017,"1,182.00"
45000025,"1,335.00"
45000018,"1,452.00"
45000002,"1,682.00"
45000001,"1,676.00"
45000026,"1,758.00"
45000019,"2,079.00"
45000028,"2,615.00"
45000020,"2,706.00"
45000051,"3,083.00"
45000027,"3,095.00"
45000021,"4,169.00"
45000052,"4,632.00"
45000053,"6,105.00"
45000054,"10,742.00"
45600011,622
45600012,701
45600013,"1,194.00"
46000019,132
46000017,249
46000027,284
46000001,360
46000013,391
46000006,409
46000011,438
46000018,462
46000008,581
46000014,846
46000010,"1,237.00"
46000055,"1,237.00"
46000056,"1,238.00"
46000002,"1,426.00"
47000004,311
47100001,"1,614.00"
48000073,713
48000002,"1,728.00"
48000001,"1,676.00"
48000037,"1,928.00"
48010004,"16,379.00"
36100091,"20,819.00"
48010003,"29,522.00"
48010001,"59,044.00"
48010002,"59,044.00"
48100161,145
48100163,145
48000070,170
48000071,170
48100021,282
48100022,282
48100117,303
48100162,303
48000039,356
48100112,505
48100111,492
48100050,973
48100051,"1,000.00"
48100148,"1,008.00"
48100115,"1,155.00"
48100005,"1,728.00"
48100004,"1,676.00"
48100031,"1,900.00"
48000033,"2,021.00"
48000072,"2,021.00"
48100010,"2,196.00"
48100057,"2,307.00"
48100114,"2,456.00"
48100048,"2,631.00"
48100008,"3,144.00"
48000024,"3,517.00"
48100143,"3,518.00"
48100116,"3,730.00"
48100029,"4,462.00"
48000031,"4,722.00"
48100009,"5,103.00"
48100113,"5,112.00"
48000019,"5,365.00"
48000021,"5,365.00"
48000022,"5,365.00"
48000030,"5,365.00"
48100054,"5,365.00"
48100120,"5,491.00"
48000038,"5,588.00"
48000032,"5,928.00"
48100118,"5,928.00"
48000020,"7,405.00"
48000067,"7,405.00"
48000069,"7,405.00"
48000034,"7,553.00"
48100124,"7,923.00"
48100006,"8,219.00"
48100102,"8,465.00"
48000023,"8,559.00"
48000029,"9,326.00"
48100160,"9,597.00"
48100128,"9,602.00"
48100132,"9,696.00"
48100134,"9,696.00"
48100137,"9,696.00"
48100140,"9,696.00"
48100103,"9,886.00"
48100147,"10,744.00"
48100122,"11,007.00"
48100146,"11,243.00"
48100121,"13,502.00"
48100104,"13,574.00"
48100110,"14,193.00"
48100149,"14,387.00"
48100150,"14,387.00"
48100105,"14,994.00"
48100119,"16,090.00"
48100123,"16,090.00"
48100126,"16,090.00"
48100127,"16,090.00"
48100130,"16,090.00"
48100052,"16,686.00"
48100053,"16,686.00"
48100125,"16,686.00"
48100129,"16,686.00"
48000025,"17,468.00"
48100152,"19,577.00"
48000026,"20,516.00"
48000027,"22,729.00"
48000028,"24,023.00"
48000065,"29,839.00"
48100145,"31,348.00"
48100100,"32,781.00"
48100106,"37,262.00"
48100107,"37,262.00"
48100151,"38,970.00"
48100153,"38,970.00"
48100131,"45,675.00"
48100133,"45,675.00"
48100135,"45,675.00"
48100136,"45,675.00"
48100138,"45,675.00"
48100139,"45,675.00"
48100101,"52,298.00"
48100154,"53,502.00"
48000068,"54,583.00"
48100108,"58,207.00"
48100109,"58,207.00"
48100001,"60,627.00"
48100159,"61,679.00"
48000066,"62,414.00"
48100141,"80,565.00"
48100002,"73,531.00"
48100142,"116,585.00"
48200000,"2,244.00"
48200001,"2,244.00"
48200002,"2,244.00"
48200003,"2,244.00"
48200004,"2,244.00"
48200005,"2,244.00"
48200006,"2,244.00"
48300006,786
48300003,823
48000047,865
48300007,865
48300020,"1,474.00"
48300012,"1,643.00"
48300005,"1,658.00"
48300013,"2,307.00"
48300004,"2,642.00"
48300000,"3,462.00"
48300008,"3,587.00"
48300009,"3,587.00"
48000045,"3,799.00"
48300002,"3,937.00"
48300011,"3,937.00"
48300001,"4,079.00"
48300015,"4,079.00"
48300025,"4,462.00"
48300010,"6,071.00"
48300016,"6,071.00"
48300017,"6,071.00"
48300018,"6,071.00"
51000327,68
51000326,74
51000328,74
51000325,105
51000197,109
51000194,115
51000219,119
51000198,120
51000021,147
51000146,152
51000193,145
51000214,162
51000220,162
51000331,168
51000210,188
51000136,195
51000200,189
51000077,212
51000215,202
51000221,202
51000052,221
51000153,255
51000216,244
51000222,244
51000137,265
51000085,286
51000173,286
51000071,289
51000086,292
51000217,285
51000223,285
51000007,347
51000218,328
51000208,377
51000005,385
51000012,385
51000209,431
51000090,445
51000091,476
51000178,529
51000161,462
51000081,518
51000087,580
51000172,606
51000035,613
51000206,623
51000170,639
51000045,752
51000164,813
51000179,932
51000324,905
51000135,"1,008.00"
51000006,"1,503.00"
51000115,"1,503.00"
51000082,"2,180.00"
51000332,"3,451.00"
51000333,"3,560.00"
36100621,"3,733.00"
51300000,138
51400001,261
53000000,94
53000001,140
53000002,149
53000003,461
61000061,"1,647.00"
61000002,"1,939.00"
61000008,"1,939.00"
61000009,"1,939.00"
61000000,"1,986.00"
61000005,"1,986.00"
61000006,"1,986.00"
61000010,"1,986.00"
61000013,"1,986.00"
61000016,"1,986.00"
61000017,"1,986.00"
61000024,"1,986.00"
61000025,"1,986.00"
61000028,"1,986.00"
61000029,"1,986.00"
61000034,"1,986.00"
61000035,"1,986.00"
61000042,"1,986.00"
61000043,"1,986.00"
61000045,"1,986.00"
61000046,"1,986.00"
61000051,"1,986.00"
61000052,"1,986.00"
61000053,"1,986.00"
61000054,"1,986.00"
61000075,"1,986.00"
61000076,"1,986.00"
61000080,"1,986.00"
61000068,"2,104.00"
61000056,"2,179.00"
61000004,"2,231.00"
61000019,"2,333.00"
61000020,"2,333.00"
61000007,"2,378.00"
61000039,"2,642.00"
61000040,"2,642.00"
61000012,"2,713.00"
61000014,"2,713.00"
61000021,"2,890.00"
61000022,"2,890.00"
61000048,"3,027.00"
61000050,"3,027.00"
61000031,"3,042.00"
61000032,"3,042.00"
61000011,"3,213.00"
61000037,"5,208.00"
61000038,"5,208.00"
61100000,"1,986.00"
61100003,"1,986.00"
61100005,"1,986.00"
61100006,"1,986.00"
61100010,"1,986.00"
61100011,"1,986.00"
61100012,"1,986.00"
61100002,"2,820.00"
61100009,"2,838.00"
61100013,"2,838.00"
61100001,"2,889.00"
61200001,"1,986.00"
61200002,"1,986.00"
61200004,"1,986.00"
61200005,"1,986.00"
61200007,"1,986.00"
61200013,"1,986.00"
61200008,"2,005.00"
61200011,"2,876.00"
61200010,"2,911.00"
61200009,"2,949.00"
61000073,"2,184.00"
61000074,"2,594.00"
61000071,"3,760.00"
61000072,"3,974.00"
61000069,"5,573.00"
