KETTERING HEALTH NETWORK STANDARD PRICES,
NOTE: AN ASTERISK (*) DESIGNATES THAT THE PRICE IS VARIABLE BASED ON TYPE OF DRUG/SUPPLY AND/OR VARIABLE COST,
PROC_CODE,STANDARD_PRICE
27500528,"22,000.00"
27500539,"23,500.00"
27500580,"23,500.00"
27500581,"23,500.00"
27500516,"23,783.40"
27500517,"23,783.40"
27500518,"24,000.00"
27500519,"24,000.00"
27500234,"25,000.00"
27500525,"25,000.00"
27500526,"25,000.00"
27500639,"25,317.00"
27500142,"25,600.00"
27500144,"25,600.00"
27500219,"25,600.00"
27500220,"25,600.00"
27210735,"26,500.00"
27500644,"26,500.00"
27500645,"26,500.00"
27500646,"26,500.00"
27500647,"26,500.00"
27500538,"26,800.00"
27500578,"27,300.00"
27500617,"28,371.60"
27500531,"28,400.00"
27500532,"28,400.00"
27210734,"29,800.00"
27210744,"29,800.00"
27500134,"29,800.00"
27500224,"29,800.00"
27500225,"29,800.00"
27500502,"29,800.00"
27500641,"29,800.00"
27500643,"29,800.00"
27500640,"30,300.00"
27500642,"30,300.00"
27500514,"31,320.00"
27500515,"31,320.00"
27500584,"32,000.00"
27500552,"32,040.00"
27500553,"32,040.00"
27500530,"32,200.00"
27210740,"33,000.00"
27500099,"33,000.00"
27500533,"33,000.00"
27500534,"33,000.00"
27500586,"33,500.00"
27500587,"33,500.00"
27500625,"34,000.00"
27500547,"34,500.00"
27500548,"34,500.00"
27500635,"34,740.00"
27500636,"34,740.00"
27500654,"34,740.00"
27500633,"35,460.00"
27500634,"35,460.00"
27500637,"35,460.00"
27500582,"36,600.00"
27210742,"36,800.00"
27500152,"36,800.00"
27500158,"36,800.00"
27500210,"36,800.00"
27500524,"36,800.00"
27210737,"37,400.00"
27500650,"37,500.00"
27500651,"37,500.00"
27500648,"38,500.00"
27500649,"38,500.00"
27500652,"38,500.00"
27500566,"40,000.00"
27210797,"42,000.00"
27210798,"42,000.00"
27500000,*
27500001,*
27500002,*
27500003,*
27500004,*
27500005,*
27500006,*
27500007,*
27500010,*
27500011,*
27500012,*
27500013,*
27500014,*
27500615,*
27500616,*
27500624,*
27600000,*
27600001,*
27600002,*
27600003,*
27800045,*
27800061,*
81000000,*
27860000,1
27820187,3.19
27209007,7
27802045,11
27200952,18
27800113,18
27860540,24
27254955,25
27860553,39.28
27860706,40
27860435,53.92
278206306,86
278206307,86
27204673,90
27204674,90
27204679,90
27204680,90
27204689,90
27204690,90
27204691,90
27800835,90
27820677,90
27820678,90
27820679,90
27820681,90
27820682,90
27820684,90
27860865,117
27860866,117
27860867,117
27860868,117
27860872,117
27860873,117
27860874,117
27860875,117
27860876,117
27860877,117
27860878,117
27860879,117
27860971,117
27860972,117
27860443,120.12
27860606,122
27801159,124
27210820,143
27204728,152.88
27204733,152.88
27820436,152.88
27820437,152.88
27204726,172
27800498,172
27800499,172
27800500,172
27800501,172
27800502,172
27800503,172
27801270,172
27820434,172
27860035,172
27820198,175
27210440,195
27210441,195
27210443,195
27226148,195
27226149,195
27254954,195
27801289,197.74
27801290,197.74
27801291,197.74
27204475,200
27204681,200
27204682,200
27204716,200
27204730,200
27204745,200
27800831,200
27800834,200
27800836,200
27860467,200
27860468,200
27800832,210
27202537,211
27801293,215.72
27801294,215.72
27801295,215.72
27860683,220
27860444,228
27860445,228
27860681,228
27860682,228
27203789,233.68
27203790,233.68
27210813,233.68
27800897,233.68
27860701,233.68
27210419,246
27210438,246
27800772,255
27820295,260
27800058,266
27800810,266.7
27800811,266.7
27800812,266.7
27860705,271.7
27254956,272
27860863,278.4
27860864,278.4
27801212,280.5
27801213,280.5
27204369,293.4
27210724,303.4
27801900,312
27801901,312
27801902,312
27801903,312
27801904,312
27801905,312
27801906,312
27801907,312
27801908,312
27801909,312
27801910,312
27801911,312
27801912,312
27801913,312
27801914,312
27801915,312
27801916,312
27801917,312
27801918,312
27801919,312
27801920,312
27801921,312
27801922,312
27801923,312
27801924,312
27801925,312
27801926,312
27801927,312
27801928,312
27801929,312
27801930,312
27801931,312
27801932,312
27801934,312
27801935,312
27801936,312
27801937,312
27801938,312
27801939,312
27801940,312
27801941,312
27801942,312
27801944,312
27801945,312
27801946,312
27801947,312
27801948,312
27801949,312
27801950,312
27801951,312
27204179,315
27204671,321.84
27860691,340
27204684,344.18
27204685,344.18
27204686,344.18
27204687,344.18
27204688,344.18
27204801,360
27800803,370
27204080,373.12
27801214,374
27860862,398
27800541,403.5
27204005,426
27801812,442
27801813,442
27801814,442
27801815,442
27801816,442
27801817,442
27801818,442
27801819,442
27801820,442
27801821,442
27801822,442
27801823,442
27801824,442
27801825,442
27802114,442
27801217,467.5
27801801,494
27801802,494
27801803,494
27801804,494
27801805,494
27801806,494
27801807,494
27801808,494
27860590,496.12
27820190,500
27820191,500
27820192,500
27206763,518
27800872,518
27800070,536
27820568,543
27801163,544
27801166,544
27801168,544
27801170,544
27800804,550
27860619,550
27801204,551.66
27801271,570
27860687,570
27204810,582.33
27860549,589
27800094,598
27820567,598
27820569,608
27210707,609
27802115,624
27801953,637
27801954,637
27801955,637
27801956,637
27801957,637
27801958,637
27801959,637
27801960,637
27801961,637
27801962,637
27801963,637
27801964,637
27801965,637
27801966,637
27801967,637
27801968,637
27801969,637
27801970,637
27801971,637
27801972,637
27801973,637
27801974,637
27801975,637
27801976,637
27801977,637
27801978,637
27801979,637
27801980,637
27801981,637
27801982,637
27801984,637
27801985,637
27801986,637
27801987,637
27801988,637
27801989,637
27801990,637
27801991,637
27801992,637
27801994,637
27801995,637
27802112,637
27802113,637
27801206,645.16
27860704,650
27802110,663
27802111,663
27206186,689
27801830,715
27801832,715
27801834,715
27801838,715
27801841,715
27801843,715
27801845,715
27801848,715
27801852,715
27801855,715
27801857,715
27801859,715
27801862,715
27801865,715
27801809,767
27801810,767
27801811,767
27860608,780
27860613,780
27204807,784
27204215,800
27860693,800
27860694,800
27860695,800
27860692,810.5
27802000,832
27802001,832
27802002,832
27802003,832
27802004,832
27802005,832
27860618,850
27860700,850
27860551,860
27204364,864
27860552,870
27860587,950.6
27860689,950.6
27860605,982
27860030,990
27860886,"1,000.00"
27860547,"1,014.00"
27860563,"1,014.00"
27860564,"1,014.00"
27860612,"1,040.00"
27800327,"1,050.00"
27800328,"1,050.00"
27800427,"1,050.00"
27800447,"1,050.00"
27800448,"1,050.00"
27800449,"1,050.00"
27800450,"1,050.00"
27800451,"1,050.00"
27800452,"1,050.00"
27800453,"1,050.00"
27800454,"1,050.00"
27800455,"1,050.00"
27800456,"1,050.00"
27800458,"1,050.00"
27800868,"1,050.00"
27801180,"1,050.00"
27801181,"1,050.00"
27820446,"1,050.00"
27820450,"1,050.00"
27820451,"1,050.00"
27820546,"1,050.00"
27860384,"1,050.00"
27860385,"1,050.00"
27860386,"1,050.00"
27860387,"1,050.00"
27860388,"1,050.00"
27860389,"1,050.00"
27860390,"1,050.00"
27860391,"1,050.00"
27860392,"1,050.00"
27860393,"1,050.00"
27860394,"1,050.00"
27860395,"1,050.00"
27860396,"1,050.00"
27860397,"1,050.00"
27860398,"1,050.00"
27860399,"1,050.00"
27860400,"1,050.00"
27860401,"1,050.00"
27860402,"1,050.00"
27860403,"1,050.00"
27860404,"1,050.00"
27860405,"1,050.00"
27860406,"1,050.00"
27860407,"1,050.00"
27860408,"1,050.00"
27860409,"1,050.00"
27860410,"1,050.00"
27860411,"1,050.00"
27860412,"1,050.00"
27860413,"1,050.00"
27860414,"1,050.00"
27860415,"1,050.00"
27860416,"1,050.00"
27860417,"1,050.00"
27860418,"1,050.00"
27860419,"1,050.00"
27860420,"1,050.00"
27860421,"1,050.00"
27860422,"1,050.00"
27860423,"1,050.00"
27860424,"1,050.00"
27860425,"1,050.00"
27860426,"1,050.00"
27860427,"1,050.00"
27860428,"1,050.00"
27860429,"1,050.00"
27860430,"1,050.00"
27860431,"1,050.00"
27208474,"1,100.00"
27208475,"1,100.00"
27208476,"1,100.00"
27208477,"1,100.00"
27208478,"1,100.00"
27208479,"1,100.00"
27208480,"1,100.00"
27208481,"1,100.00"
27208482,"1,100.00"
27208483,"1,100.00"
27208484,"1,100.00"
27800274,"1,100.00"
27800275,"1,100.00"
27800276,"1,100.00"
27800277,"1,100.00"
27800297,"1,100.00"
27800302,"1,100.00"
27800303,"1,100.00"
27800304,"1,100.00"
27800305,"1,100.00"
27800306,"1,100.00"
27800314,"1,100.00"
27800315,"1,100.00"
27800316,"1,100.00"
27800317,"1,100.00"
27800318,"1,100.00"
27800321,"1,100.00"
27800322,"1,100.00"
27800367,"1,100.00"
27800368,"1,100.00"
27800369,"1,100.00"
27800370,"1,100.00"
27800371,"1,100.00"
27800372,"1,100.00"
27800373,"1,100.00"
27800374,"1,100.00"
27800375,"1,100.00"
27800376,"1,100.00"
27800377,"1,100.00"
27800378,"1,100.00"
27800379,"1,100.00"
27800380,"1,100.00"
27800414,"1,100.00"
27800415,"1,100.00"
27800416,"1,100.00"
27800417,"1,100.00"
27800418,"1,100.00"
27800419,"1,100.00"
27800420,"1,100.00"
27800430,"1,100.00"
27800431,"1,100.00"
27800432,"1,100.00"
27800433,"1,100.00"
27800434,"1,100.00"
27800435,"1,100.00"
27800436,"1,100.00"
27800437,"1,100.00"
27800438,"1,100.00"
27800439,"1,100.00"
27800440,"1,100.00"
27800441,"1,100.00"
27800442,"1,100.00"
27800443,"1,100.00"
27800444,"1,100.00"
27800486,"1,100.00"
27800770,"1,118.00"
27208485,"1,160.00"
27208486,"1,160.00"
27208488,"1,160.00"
27208489,"1,160.00"
27208490,"1,160.00"
27208491,"1,160.00"
27800323,"1,160.00"
27800324,"1,160.00"
27800325,"1,160.00"
27800413,"1,160.00"
27800469,"1,160.00"
27800470,"1,160.00"
27800471,"1,160.00"
27800472,"1,160.00"
27800473,"1,160.00"
27800474,"1,160.00"
27800475,"1,160.00"
27800476,"1,160.00"
27800477,"1,160.00"
27800478,"1,160.00"
27800479,"1,160.00"
27800480,"1,160.00"
27800481,"1,160.00"
27800482,"1,160.00"
27800483,"1,160.00"
27800873,"1,160.00"
27800874,"1,160.00"
27800875,"1,160.00"
27800876,"1,160.00"
27800877,"1,160.00"
27800878,"1,160.00"
27800879,"1,160.00"
27800881,"1,160.00"
27800882,"1,160.00"
27800883,"1,160.00"
27800884,"1,160.00"
27800885,"1,160.00"
27800887,"1,160.00"
27800888,"1,160.00"
27800889,"1,160.00"
27800890,"1,160.00"
27800891,"1,160.00"
27800892,"1,160.00"
27800893,"1,160.00"
27800894,"1,160.00"
27800895,"1,160.00"
27800820,"1,202.00"
27800880,"1,250.00"
27800356,"1,350.00"
27800357,"1,350.00"
27800359,"1,350.00"
27800360,"1,350.00"
27800395,"1,350.00"
27800396,"1,350.00"
27800523,"1,350.00"
27800524,"1,350.00"
27800525,"1,350.00"
27800526,"1,350.00"
27801184,"1,350.00"
27801185,"1,350.00"
27801186,"1,350.00"
27801187,"1,350.00"
27801188,"1,350.00"
27801189,"1,350.00"
27801190,"1,350.00"
27801191,"1,350.00"
27801192,"1,350.00"
27801193,"1,350.00"
27801194,"1,350.00"
27801195,"1,350.00"
27801196,"1,350.00"
27801197,"1,350.00"
27801198,"1,350.00"
27801199,"1,350.00"
27801200,"1,350.00"
27801201,"1,350.00"
27801202,"1,350.00"
27860355,"1,350.00"
27860356,"1,350.00"
27860357,"1,350.00"
27860358,"1,350.00"
27860359,"1,350.00"
27860360,"1,350.00"
27860361,"1,350.00"
27860362,"1,350.00"
27860363,"1,350.00"
27860364,"1,350.00"
27860365,"1,350.00"
27860366,"1,350.00"
27860367,"1,350.00"
27860368,"1,350.00"
27860369,"1,350.00"
27860370,"1,350.00"
27860371,"1,350.00"
27860372,"1,350.00"
27860373,"1,350.00"
27860374,"1,350.00"
27860375,"1,350.00"
27860376,"1,350.00"
27860377,"1,350.00"
27860378,"1,350.00"
27860379,"1,350.00"
27860380,"1,350.00"
27860381,"1,350.00"
27860896,"1,365.00"
27860897,"1,365.00"
27860898,"1,365.00"
27860899,"1,365.00"
27860900,"1,365.00"
27860901,"1,365.00"
27860902,"1,365.00"
27860903,"1,365.00"
27860904,"1,365.00"
27860905,"1,365.00"
27860906,"1,365.00"
27860907,"1,365.00"
27860908,"1,365.00"
27860909,"1,365.00"
27860910,"1,365.00"
27860911,"1,365.00"
27860912,"1,365.00"
27860913,"1,365.00"
27860914,"1,365.00"
27860915,"1,365.00"
27860916,"1,365.00"
27860917,"1,365.00"
27860918,"1,365.00"
27860919,"1,365.00"
27860920,"1,365.00"
27860921,"1,365.00"
27860922,"1,365.00"
27860923,"1,365.00"
27860924,"1,365.00"
27860925,"1,365.00"
27860926,"1,365.00"
27860927,"1,365.00"
27860928,"1,365.00"
27860929,"1,365.00"
27860930,"1,365.00"
27860931,"1,365.00"
27860932,"1,365.00"
27860933,"1,365.00"
27860934,"1,365.00"
27860935,"1,365.00"
27860936,"1,365.00"
27860937,"1,365.00"
27860938,"1,365.00"
27860939,"1,365.00"
27860940,"1,365.00"
27860941,"1,365.00"
27860942,"1,365.00"
27860943,"1,365.00"
27860944,"1,365.00"
27860945,"1,365.00"
27860946,"1,365.00"
27860947,"1,365.00"
27860948,"1,365.00"
27860949,"1,365.00"
27860950,"1,365.00"
27860951,"1,365.00"
27860952,"1,365.00"
27860953,"1,365.00"
27860954,"1,365.00"
27801866,"1,380.00"
27801867,"1,380.00"
27801868,"1,380.00"
27801869,"1,380.00"
27801870,"1,380.00"
27801871,"1,380.00"
27801872,"1,380.00"
27801873,"1,380.00"
27801874,"1,380.00"
27801875,"1,380.00"
27801876,"1,380.00"
27801877,"1,380.00"
27801878,"1,380.00"
27801879,"1,380.00"
27801880,"1,380.00"
27801881,"1,380.00"
27802147,"1,380.00"
27802153,"1,380.00"
27802159,"1,380.00"
27800307,"1,400.00"
27800308,"1,400.00"
27800319,"1,400.00"
27800320,"1,400.00"
27800514,"1,400.00"
27800515,"1,400.00"
27800516,"1,400.00"
27800518,"1,400.00"
27801882,"1,400.00"
27801883,"1,400.00"
27801884,"1,400.00"
27801885,"1,400.00"
27801886,"1,400.00"
27801888,"1,400.00"
27801889,"1,400.00"
27801890,"1,400.00"
27801891,"1,400.00"
27801892,"1,400.00"
27801893,"1,400.00"
27801894,"1,400.00"
27801895,"1,400.00"
27801896,"1,400.00"
27801897,"1,400.00"
27801899,"1,400.00"
27860029,"1,400.00"
27860209,"1,400.00"
27860479,"1,400.00"
27860486,"1,400.00"
27860487,"1,400.00"
27860488,"1,400.00"
27860489,"1,400.00"
27860490,"1,400.00"
27860491,"1,400.00"
27860492,"1,400.00"
27860493,"1,400.00"
27860494,"1,400.00"
27860495,"1,400.00"
27860496,"1,400.00"
27860497,"1,400.00"
27860498,"1,400.00"
27860499,"1,400.00"
27860500,"1,400.00"
27860501,"1,400.00"
27860502,"1,400.00"
27860503,"1,400.00"
27860504,"1,400.00"
27860505,"1,400.00"
27860506,"1,400.00"
27860507,"1,400.00"
27860508,"1,400.00"
27860509,"1,400.00"
27860510,"1,400.00"
27860511,"1,400.00"
27860512,"1,400.00"
27860513,"1,400.00"
27860514,"1,400.00"
27860515,"1,400.00"
27860516,"1,400.00"
27860517,"1,400.00"
27860518,"1,400.00"
27206505,"1,450.00"
27206930,"1,450.00"
27208857,"1,450.00"
27208858,"1,450.00"
27210814,"1,450.00"
27210836,"1,450.00"
27800288,"1,450.00"
27800361,"1,450.00"
27800362,"1,450.00"
27800363,"1,450.00"
27800364,"1,450.00"
27800365,"1,450.00"
27800366,"1,450.00"
27800405,"1,450.00"
27800406,"1,450.00"
27800407,"1,450.00"
27800408,"1,450.00"
27800426,"1,450.00"
27800428,"1,450.00"
27800429,"1,450.00"
27800445,"1,450.00"
27800446,"1,450.00"
27800521,"1,450.00"
27800522,"1,450.00"
27800527,"1,450.00"
27800528,"1,450.00"
27800529,"1,450.00"
27800530,"1,450.00"
27800531,"1,450.00"
27800532,"1,450.00"
27800533,"1,450.00"
27800534,"1,450.00"
27800535,"1,450.00"
27800536,"1,450.00"
27800857,"1,450.00"
27800858,"1,450.00"
27800860,"1,450.00"
27800861,"1,450.00"
27800862,"1,450.00"
27800863,"1,450.00"
27800864,"1,450.00"
27801172,"1,450.00"
27801173,"1,450.00"
27801174,"1,450.00"
27801175,"1,450.00"
27801391,"1,450.00"
27801392,"1,450.00"
27801681,"1,450.00"
27801682,"1,450.00"
27801683,"1,450.00"
27820637,"1,450.00"
27860001,"1,450.00"
27860474,"1,450.00"
27860567,"1,450.00"
27800806,"1,456.00"
27801241,"1,496.00"
27860686,"1,496.00"
27208861,"1,500.00"
27208862,"1,500.00"
27208863,"1,500.00"
27208866,"1,500.00"
27208867,"1,500.00"
27208869,"1,500.00"
27208870,"1,500.00"
27800344,"1,500.00"
27800345,"1,500.00"
27800346,"1,500.00"
27800347,"1,500.00"
27800349,"1,500.00"
27800381,"1,500.00"
27800382,"1,500.00"
27800383,"1,500.00"
27800384,"1,500.00"
27800385,"1,500.00"
27800386,"1,500.00"
27800387,"1,500.00"
27800388,"1,500.00"
27800389,"1,500.00"
27800390,"1,500.00"
27800487,"1,500.00"
27800505,"1,500.00"
27800506,"1,500.00"
27800507,"1,500.00"
27800508,"1,500.00"
27800509,"1,500.00"
27800510,"1,500.00"
27800511,"1,500.00"
27800512,"1,500.00"
27800513,"1,500.00"
27820354,"1,500.00"
27820379,"1,500.00"
27820381,"1,500.00"
27820382,"1,500.00"
27820383,"1,500.00"
27820384,"1,500.00"
27820389,"1,500.00"
27820390,"1,500.00"
27820391,"1,500.00"
27860477,"1,500.00"
27860478,"1,500.00"
27860480,"1,500.00"
27860481,"1,500.00"
27860482,"1,500.00"
27860483,"1,500.00"
27860484,"1,500.00"
27860485,"1,500.00"
27860702,"1,524.28"
27860703,"1,524.28"
27801267,"1,530.00"
27860043,"1,560.00"
27860611,"1,560.00"
27801242,"1,589.50"
27801243,"1,589.50"
27208864,"1,600.00"
27208865,"1,600.00"
27208868,"1,600.00"
27800351,"1,600.00"
27800352,"1,600.00"
27800353,"1,600.00"
27800491,"1,600.00"
27800519,"1,600.00"
27800520,"1,600.00"
27801898,"1,600.00"
27860044,"1,600.00"
27860045,"1,600.00"
27860046,"1,600.00"
27860047,"1,600.00"
27860052,"1,600.00"
27860053,"1,600.00"
27860054,"1,600.00"
27860055,"1,600.00"
27860056,"1,600.00"
27860057,"1,600.00"
27860058,"1,600.00"
27860059,"1,600.00"
27860060,"1,600.00"
27860063,"1,600.00"
27860064,"1,600.00"
27860067,"1,600.00"
27860068,"1,600.00"
27860069,"1,600.00"
27860070,"1,600.00"
27860071,"1,600.00"
27860072,"1,600.00"
27860073,"1,600.00"
27860074,"1,600.00"
27860075,"1,600.00"
27860076,"1,600.00"
27860079,"1,600.00"
27860080,"1,600.00"
27860083,"1,600.00"
27860084,"1,600.00"
27860085,"1,600.00"
27860086,"1,600.00"
27860087,"1,600.00"
27860088,"1,600.00"
27860089,"1,600.00"
27860090,"1,600.00"
27860091,"1,600.00"
27860092,"1,600.00"
27860095,"1,600.00"
27860096,"1,600.00"
27860099,"1,600.00"
27860100,"1,600.00"
27860101,"1,600.00"
27860102,"1,600.00"
27860103,"1,600.00"
27860104,"1,600.00"
27860446,"1,600.00"
27860696,"1,600.00"
27860697,"1,600.00"
27860698,"1,600.00"
27800296,"1,630.00"
27860032,"1,640.00"
27800489,"1,700.00"
27800496,"1,700.00"
27860475,"1,725.00"
27860476,"1,725.00"
27800329,"1,750.00"
27800330,"1,750.00"
27801154,"1,750.00"
27801155,"1,750.00"
27801156,"1,750.00"
27860647,"1,750.00"
27860648,"1,750.00"
27860649,"1,750.00"
27860650,"1,750.00"
27860651,"1,750.00"
27860652,"1,750.00"
27860653,"1,750.00"
27860654,"1,750.00"
27860655,"1,750.00"
27860656,"1,750.00"
27860657,"1,750.00"
27860658,"1,750.00"
27860659,"1,750.00"
27860673,"1,750.00"
27860674,"1,750.00"
27801245,"1,795.20"
27801258,"1,795.20"
27800071,"1,800.00"
27800293,"1,800.00"
27800294,"1,800.00"
27800343,"1,800.00"
27800348,"1,800.00"
27800350,"1,800.00"
27820385,"1,800.00"
27860519,"1,800.00"
27860520,"1,800.00"
27860521,"1,800.00"
27860522,"1,800.00"
27860523,"1,800.00"
27860524,"1,800.00"
27860525,"1,800.00"
27860526,"1,800.00"
27860527,"1,800.00"
27860528,"1,800.00"
27860529,"1,800.00"
27860530,"1,800.00"
27860531,"1,800.00"
27860532,"1,800.00"
27860533,"1,800.00"
27860534,"1,800.00"
27860535,"1,800.00"
27860536,"1,800.00"
27860537,"1,800.00"
27860538,"1,800.00"
27860539,"1,800.00"
27860607,"1,800.00"
27860670,"1,808.00"
27802165,"1,820.00"
27860671,"1,850.00"
27800055,"1,864.40"
27800287,"1,900.00"
27802166,"1,900.00"
27802168,"1,900.00"
27802170,"1,900.00"
27860578,"1,900.00"
27208638,"1,950.00"
27802167,"1,950.00"
27802169,"1,950.00"
27860203,"1,975.00"
27802046,"1,984.50"
27802048,"1,984.50"
27860579,"1,984.50"
27860580,"1,984.50"
27860581,"1,984.50"
27860582,"1,984.50"
27801105,"1,990.00"
27801106,"1,990.00"
27860588,"1,990.00"
27860871,"1,990.00"
27860623,"1,990.50"
27860624,"1,990.50"
27860625,"1,990.50"
27860626,"1,990.50"
27860627,"1,990.50"
27860628,"1,990.50"
27860629,"1,990.50"
27860630,"1,990.50"
27860622,"1,998.50"
27800412,"1,999.30"
27802029,"2,000.00"
27802164,"2,000.00"
27802171,"2,000.00"
27820506,"2,000.00"
27860204,"2,000.00"
27860684,"2,000.00"
27860685,"2,000.00"
27860709,"2,000.00"
27860710,"2,000.00"
27860711,"2,000.00"
27860712,"2,000.00"
27860713,"2,000.00"
27860714,"2,000.00"
27860715,"2,000.00"
27860716,"2,000.00"
27860717,"2,000.00"
27860718,"2,000.00"
27860719,"2,000.00"
27860720,"2,000.00"
27860721,"2,000.00"
27860722,"2,000.00"
27860723,"2,000.00"
27860724,"2,000.00"
27860725,"2,000.00"
27860726,"2,000.00"
27860727,"2,000.00"
27860728,"2,000.00"
27860729,"2,000.00"
27860730,"2,000.00"
27860731,"2,000.00"
27860732,"2,000.00"
27860733,"2,000.00"
27860734,"2,000.00"
27860735,"2,000.00"
27860736,"2,000.00"
27860737,"2,000.00"
27860738,"2,000.00"
27860739,"2,000.00"
27860740,"2,000.00"
27860741,"2,000.00"
27860742,"2,000.00"
27860743,"2,000.00"
27860744,"2,000.00"
27860745,"2,000.00"
27860746,"2,000.00"
27860747,"2,000.00"
27860748,"2,000.00"
27860749,"2,000.00"
27860750,"2,000.00"
27860751,"2,000.00"
27860752,"2,000.00"
27860753,"2,000.00"
27860754,"2,000.00"
27860755,"2,000.00"
27860756,"2,000.00"
27860757,"2,000.00"
27860758,"2,000.00"
27860759,"2,000.00"
27860760,"2,000.00"
27860761,"2,000.00"
27860762,"2,000.00"
27860763,"2,000.00"
27860764,"2,000.00"
27860976,"2,000.00"
27860979,"2,000.00"
27801224,"2,040.00"
27801262,"2,040.00"
27860660,"2,092.00"
27860662,"2,092.00"
27860663,"2,092.00"
27860664,"2,092.00"
27860665,"2,092.00"
27860666,"2,092.00"
27860667,"2,092.00"
27860668,"2,092.00"
27860672,"2,092.00"
27820363,"2,100.00"
27820364,"2,100.00"
27860048,"2,100.00"
27860049,"2,100.00"
27860061,"2,100.00"
27860062,"2,100.00"
27860077,"2,100.00"
27860078,"2,100.00"
27860093,"2,100.00"
27860094,"2,100.00"
27860882,"2,100.00"
27860669,"2,190.00"
27860026,"2,200.00"
27801225,"2,210.00"
27860631,"2,212.76"
27860632,"2,212.76"
27860633,"2,212.76"
27860634,"2,212.76"
27860635,"2,212.76"
27860636,"2,212.76"
27860637,"2,212.76"
27860638,"2,212.76"
27208487,"2,285.36"
27820643,"2,300.00"
27820647,"2,300.00"
27820648,"2,300.00"
27820649,"2,300.00"
27820650,"2,300.00"
27820651,"2,300.00"
27820652,"2,300.00"
27820660,"2,300.00"
27820663,"2,300.00"
27820664,"2,300.00"
27820665,"2,300.00"
27820666,"2,300.00"
27820667,"2,300.00"
27820670,"2,300.00"
27820671,"2,300.00"
27820672,"2,300.00"
27820673,"2,300.00"
27820674,"2,300.00"
27820675,"2,300.00"
27800490,"2,350.00"
27820303,"2,350.00"
27820304,"2,350.00"
27801228,"2,380.00"
27801107,"2,390.00"
27800492,"2,398.00"
27801296,"2,400.00"
27801297,"2,400.00"
27801298,"2,400.00"
27820200,"2,400.00"
27820201,"2,400.00"
27820202,"2,400.00"
27820203,"2,400.00"
27820204,"2,400.00"
27820205,"2,400.00"
27820206,"2,400.00"
27820207,"2,400.00"
27820208,"2,400.00"
27820209,"2,400.00"
27820210,"2,400.00"
27820211,"2,400.00"
27820212,"2,400.00"
27820213,"2,400.00"
27820214,"2,400.00"
27820215,"2,400.00"
27820216,"2,400.00"
27820217,"2,400.00"
27820218,"2,400.00"
27820219,"2,400.00"
27820220,"2,400.00"
27820221,"2,400.00"
27820222,"2,400.00"
27820223,"2,400.00"
27820224,"2,400.00"
27820225,"2,400.00"
27820226,"2,400.00"
27820227,"2,400.00"
27820228,"2,400.00"
27820229,"2,400.00"
27820230,"2,400.00"
27820231,"2,400.00"
27820232,"2,400.00"
27820233,"2,400.00"
27820234,"2,400.00"
27820235,"2,400.00"
27820236,"2,400.00"
27820237,"2,400.00"
27820238,"2,400.00"
27820239,"2,400.00"
27820240,"2,400.00"
27820241,"2,400.00"
27820242,"2,400.00"
27820243,"2,400.00"
27820244,"2,400.00"
27820245,"2,400.00"
27820256,"2,400.00"
27860033,"2,480.50"
27800504,"2,500.00"
27860598,"2,500.00"
27860614,"2,500.00"
27860858,"2,527.80"
27801231,"2,550.00"
27801237,"2,550.00"
27801265,"2,550.00"
27209582,"2,556.00"
27209583,"2,556.00"
27209584,"2,556.00"
27210748,"2,556.00"
27210749,"2,556.00"
27210750,"2,556.00"
27210751,"2,556.00"
27210752,"2,556.00"
27210753,"2,556.00"
27210754,"2,556.00"
27210755,"2,556.00"
27210756,"2,556.00"
27210757,"2,556.00"
27210758,"2,556.00"
27210759,"2,556.00"
27210760,"2,556.00"
27210761,"2,556.00"
27210762,"2,556.00"
27210763,"2,556.00"
27801062,"2,556.00"
27801063,"2,556.00"
27801100,"2,556.00"
27802008,"2,556.00"
27802009,"2,556.00"
27802010,"2,556.00"
27802011,"2,556.00"
27802012,"2,556.00"
27802013,"2,556.00"
27802014,"2,556.00"
27802015,"2,556.00"
27802016,"2,556.00"
27802017,"2,556.00"
27802018,"2,556.00"
27802019,"2,556.00"
27802020,"2,556.00"
27802021,"2,556.00"
27802022,"2,556.00"
27802023,"2,556.00"
27802024,"2,556.00"
27802025,"2,556.00"
27802026,"2,556.00"
27802027,"2,556.00"
27802028,"2,556.00"
27802030,"2,556.00"
27802031,"2,556.00"
27802032,"2,556.00"
27802033,"2,556.00"
27802034,"2,556.00"
27802035,"2,556.00"
27802036,"2,556.00"
27802037,"2,556.00"
27802038,"2,556.00"
27802039,"2,556.00"
27802040,"2,556.00"
27802041,"2,556.00"
27802042,"2,556.00"
27802043,"2,556.00"
27802044,"2,556.00"
27802053,"2,556.00"
27802054,"2,556.00"
27802055,"2,556.00"
27802056,"2,556.00"
27802057,"2,556.00"
27802058,"2,556.00"
27802059,"2,556.00"
27802060,"2,556.00"
27802061,"2,556.00"
27802062,"2,556.00"
27802063,"2,556.00"
27802064,"2,556.00"
27802065,"2,556.00"
27802066,"2,556.00"
27802067,"2,556.00"
27802068,"2,556.00"
27802069,"2,556.00"
27802070,"2,556.00"
27802071,"2,556.00"
27802072,"2,556.00"
27802073,"2,556.00"
27802074,"2,556.00"
27802075,"2,556.00"
27802076,"2,556.00"
27802077,"2,556.00"
