Charge Code,Charge Code Description,HCPCS Code, June 2019 Prices 
5011200,EPOGEN 2000U/ML 1ML INJ SDV,55513012610, 198.53 
5011218,EPOGEN 3000U/ML 1ML INJ SDV,55513026710, 297.81 
5011234,PROCRIT 4000U/ML 1ML INJ 50,59676030400, 430.17 
5011242,EPROSARTAN 600MG TAB 50,Z7610, 12.11 
5011259,MAG SULF CRY 473G 50,8770139602, 5.91 
5011267,EPTIFIB 0.75/ML 100ML INJ SDV,85113601," 2,737.72 "
5011275,EPTIFIB 2/ML 10ML INJ SDV,85117701, 995.92 
5011291,ERGOCALCIF 50000U CAP 50,57664013688, 10.63 
5011309,ERGOCALCIF 8000U/ML 60ML DRPS 50,39328035760, 514.07 
5011325,ERTAPENEM 1000MG INJ 50,6384371, 430.17 
5011333,ERYT/SUL 200-600/5 100 PO 50,51285044522, 118.17 
5011341,ERYT/SUL 200-600/5 150 PO 50,51285044521, 173.72 
5011374,ERYTHRO ETHYL 200/5ML 100ML PO 50,24338013402," 2,219.96 "
5011382,ERYTHRO ETHYL 200/5ML 5ML ORAL LIQ 50,24338013610, 7.09 
5011390,ERYTHRO ETHYL 400/5ML 5ML ORAL LIQ 50,24338013013, 195.21 
5011408,ERYTHRO 0.5% 3.5G OP OIN 50,17478007035, 40.18 
5011416,IODOFLEX 10G GL PAD 50,Z7610, 67.37 
5011440,ERYTHRO 250MG EC DR TAB 50,24338012213, 12.11 
5011457,ERYTHRO 250MG TAB 50,24338010213, 12.11 
5011465,ERYTHRO 333MG EC TAB 50,24338012413, 12.11 
5011473,ERYTHRO 500MG EC TAB 50,74632113, 12.11 
5011481,ERYTHRO 500MG TAB 50,Z7610, 12.11 
5011515,ERYTHRO LACTO 500MG INJ 50,409648201, 64.99 
5011531,ESMOLOL 10/ML 10ML INJ 50,55150019410, 140.64 
5011549,ESMOLOL 250/ML 10ML INJ 50,J3490, 681.89 
5011598,ESTRAD CYP 5/ML 5ML INJ 50,9027101, 28.37 
5011606,HYDROMORPH 1/ML 1ML PO 50,59011045101, 30.72 
5011663,VIVELLE 0.0375MG/24HR PA 50,Z7610, 60.27 
5011671,CLIMARA 0.05MG/24HR PA 50,47781020604, 53.18 
5011689,CLIMARA 0.075MG/24HR PA 50,47781020811, 44.91 
5011705,CLIMARA 0.1MG/24HR PA 50,47781020904, 52.00 
5011713,ESTRADIOL 0.5MG TAB 50,555089902, 12.11 
5011721,ESTRADIOL 1MG TAB 50,51862033301, 12.11 
5011747,ESTRADIOL 2MG TAB 50,555088704, 72.09 
5011762,KETOCONAZOLE 1% 120ML SH 50,Z7610, 49.63 
5011770,K-PHOS TAB 50,486111101, 7.09 
5011788,ESTRO CONJ 0.3MG TAB 50,46110081, 12.11 
5011796,ESTRO CONJ 0.625MG TAB 50,46110281, 12.11 
5011804,ESTRO CONJ 0.9MG TAB 50,46110381, 12.11 
5011812,ESTRO CONJ 1.25MG TAB 50,46086699, 12.11 
5011820,ESTRO CONJ 2.5MG TAB 50,Z7610, 12.11 
5011853,ESTRO ESTER 0.625MG TAB 50,46110281, 12.11 
5011861,ESTRO ESTER 1.25MG TAB 50,Z7610, 12.11 
5011887,ESTRO 0.625/G 42G VG CR 50,46087293, 386.45 
5011895,ESTROGEN CONJ 25MG INJ 50,46074905, 236.35 
5011903,PROCAINAM 500MG ER TAB 50,Z7610, 31.91 
5011911,ESTROPIPATE 1.5MG TAB 50,591041501, 12.11 
5011929,MAGALDR/SIMETH 30ML PO 50,Z7610, 5.91 
5011945,M-DOPA 125MG TAB 50,Z7610, 12.11 
5011960,ETHACRYNIC ACID 50MG INJ 50,25010021027," 10,612.71 "
5011978,ETHACRYNIC ACID 50MG TAB 50,Z7610, 12.11 
5011986,ETHAMBUTOL 100MG TAB 50,54879000100, 12.11 
5011994,ETHAMBUTOL 400MG TAB 50,68084028001, 15.36 
5012000,ETHANOLAMIN 50/ML 2ML INJ 50,67871479006," 2,295.39 "
5012018,ETHANOL 5PCT/D5 1L INJ 50,J3490, 152.45 
5012026,ETHIONAMIDE 250MG TAB 50,Z7610, 18.90 
5012034,ETHOSUXIMIDE 250MG CAP 50,Z7610, 12.11 
5012059,ETODOLAC 200MG CAP 50,51672401601, 12.11 
5012067,ETODOLAC 400MG ER TAB 50,Z7610, 12.11 
5012075,ETODOLAC 400MG TAB 50,93089201, 12.11 
5012117,ETOMIDATE 2/ML 20ML INJ SDV 50,55150022220, 229.26 
5012141,EUCERIN 120G CR 50,10356009004, 34.27 
5012158,EUCERIN 240G LO 50,72140040149, 34.27 
5012166,EXCEDRIN MIGRAINE XS CPLT 50,67203991, 7.15 
5012182,EXCEDRIN XS CPLT 50,67200024, 7.15 
5012190,EXEMESTANE 25MG TAB 50,54008013, 75.64 
5012216,FAMCICLOVIR 250MG TAB 50,60505324603, 35.45 
5012224,FAMCICLOVIR 500MG TAB 50,78036815, 63.81 
5012232,FAMOTI/NACL 20/50ML INJ 50,338519741, 180.81 
5012240,FAMOTIDINE 10/ML 2ML INJ 50,63323073916, 56.72 
5012257,FAMOTIDINE 10MG TAB 50,172266272, 12.11 
5012265,FAMOTIDINE 20MG TAB 50,63739064510, 14.18 
5012273,FAMOTIDINE 40MG TAB 50,64679093702, 27.18 
5012307,FELODIPINE 10MG ER TAB 50,51079046820, 13.01 
5012315,FELODIPINE 2.5MG ER TAB 50,53489036801, 12.11 
5012323,FELODIPINE 5MG ER TAB 50,51079046720, 12.11 
5012331,FENOFIBRATE 160MG TAB 50,68084032821, 16.54 
5012349,FENOFIBRATE 54MG TAB 50,378710077, 12.11 
5012356,MVI THERAPEUTIC W/FE TAB 50,904053160, 7.15 
5012364,FENTANYL 50MCG/ML 20ML PF INJ,641602925, 164.27 
5012372,FENTANYL 50MCG/ML 2ML PF INJ,641602725, 72.09 
5012398,FENTANYL 50MCG/ML 5ML PF INJ,641602825, 43.73 
5012414,FENTANYL 100MCG/HR PA 50,60505700902, 297.81 
5012422,FENTANYL 25MCG/HR PA 50,781724155, 104.58 
5012430,FENTANYL 50MCG/HR PA 50,60505700702, 150.08 
5012448,FENTANYL 75MCG/HR PA 50,60505700602, 239.90 
5012455,FERR SULF 220/5ML 5ML ORAL LIQ 50,536065085, 7.09 
5012471,FERR SULF 15/0.6ML 50ML PO 50,Z7610, 75.64 
5012489,FERRIC SUBSULF 500ML SL 50,10481011208, 531.64 
5012497,FERR FUM 90MG TAB 50,Z7610, 5.91 
5012505,FERR GLUC 300MG TAB 50,Z7610, 12.11 
5012513,FERR GLUC 324MG TAB 50,574050811, 12.11 
5012521,FERR SULF 160MG ER TAB 50,Z7610, 5.91 
5012539,FERR SULF 300MG TAB 50,Z7610, 5.91 
5012547,FERR SULF 325MG TAB 50,51645076099, 7.09 
5012554,FERR SULF 325MG EC TAB 50,182403010, 5.91 
5012562,FEXOFEN/PSEU 60-120 ERTAB 50,88109047, 9.46 
5012570,FEXOFENADINE 180MG TAB 50,45802057178, 20.10 
5012596,FEXOFENADINE 60MG TAB 50,51079054701, 7.09 
5012604,FILGRAS 300MCG/ML 1ML INJ 50 SDV,55513053001," 1,867.26 "
5012612,FILGRAS 480MCG/1.6ML INJ 50 SDV,55513054610," 2,973.21 "
5012620,FINASTERIDE 5MG TAB 50,50268032315, 18.90 
5012646,FLAVOXATE 100MG TAB 50,54001121, 12.11 
5012661,FLECAINIDE 100MG TAB 50,65162064210, 18.90 
5012679,FLECAINIDE 50MG TAB 50,54001021, 12.11 
5012687,FLEET ENEMA 133ML 50,132020140, 7.09 
5012695,FLEET ENEMA CHILD 66ML 50,132020220, 6.98 
5012703,FLEET MIN OIL ENEMA 133ML 50,70000010901, 7.09 
5012711,FLEET PHOS SODA 90ML 50,Z7610, 10.63 
5012729,FLUCON/NACL 200/100ML INJ 50,25021011382, 696.06 
5012737,FLUCON/NACL 400/200ML INJ 50,36000000310, 987.97 
5012745,FLUCONAZOLE 10/ML 35ML PO 50,57237014935, 174.90 
5012752,FLUCONAZOLE 100MG TAB 50,904650061, 57.91 
5012778,FLUCONAZOLE 200MG TAB 50,49343041, 95.73 
5012802,FLUCYTOSINE 250MG CAP 50,187355410, 472.34 
5012810,FLUCYTOSINE 500MG CAP 50,187355510, 54.36 
5012828,FLUDARABINE PHOS 50MG INJ 50,703585401," 2,012.57 "
5012836,FLUDROCORTIS 0.1MG TAB 50,50268033015, 12.11 
5012844,FLUMAZEN 0.1/ML 5ML INJ 50,63323042405, 356.90 
5012851,FLUMAZEN 0.1/ML 10ML INJ 50,63323042410, 438.45 
5012869,FLUNISOL 250MCG 7G MDI 50,456067299, 491.62 
5012877,FLUNISOL 25MCG 25ML SPRY 50,24208034425, 328.54 
5012885,F-LONE 0.01% 15G CR 50,168005815, 218.92 
5012927,F-LONE ACET 0.01% 60 TP 50,168005960, 315.53 
5012935,F-NIDE 0.05% 60ML TP 50,168013460, 158.36 
5012943,F-NIDE 0.05% 15G CR 50,99207051313, 152.45 
5012968,F-NIDE 0.05% 30G CR 50,93026230, 211.54 
5012976,F-NIDE 0.05% 30G OIN 50,51672126402, 695.80 
5012984,F-NIDE 0.05% 60G CR 50,51672125303, 343.90 
5013008,F-NIDE 0.05% 60G OIN 50,51672126403, 359.26 
5013024,FLUORESCEIN 1MG STRIP OP 50,17478040401, 7.09 
5013115,FLUOROMETH 0.1% 10ML OP 50,11980021110, 29.55 
5013123,FLUOROMETH 0.1% 5ML OP 50,60758088005, 114.64 
5013149,FLUOROURACIL 50/ML 10ML INJ 50,63323011710, 40.18 
5013156,FLUOXETINE 10MG CAP 50,904578461, 20.10 
5013180,FLUOXETINE 20/5 5ML PO 50,121472105, 39.00 
5013198,FLUOXETINE 20MG CAP 50,904578561, 21.27 
5013255,FLUPHENAZINE 1MG TAB 50,378600401, 12.11 
5013263,FLUPHENAZINE 2.5MG TAB 50,378600901, 12.11 
5013289,FLUPHENAZINE 5MG TAB 50,378607401, 12.11 
5013297,FLURAZEPAM 15MG CAP 50,51079030221, 13.01 
5013305,FLURAZEPAM 30MG CAP 50,51079030321, 13.01 
5013313,FLURBIPROFEN 0.03% 2.5 OP 50,24208031425, 44.22 
5013321,FLUT/SALMET 100-50MCG 28DSK 50,173069502, 440.81 
5013339,FLUT/SALMET 250-50MCG 28DSK 50,173069604, 874.52 
5013347,FLUT/SALMET 500-50MCG 28DSK 50,173069704, 785.89 
5013354,FLUTAMIDE 125MG CAP 50,49884075313, 12.11 
5013388,FLUT 50MCG 16G SPRY 50,54327099, 414.81 
5013396,FLUT 110MCG 13G MDI 50,173071920, 482.16 
5013420,FLUT 44MCG 8G MDI 50,Z7610, 363.98 
5013438,FLUVASTATIN 20MG CAP 50,378802093, 12.11 
5013446,FLUVASTATIN 40MG CAP 50,378802193, 12.11 
5013453,FLUVASTATIN 80MG ER TAB 50,78035405, 18.90 
5013461,FLUVOXAMINE 100MG TAB 50,62559016001, 22.46 
5013479,FLUVOXAMINE 50MG TAB 50,32420511, 16.54 
5013495,FOLIC ACID 0.4MG TAB 50,536384401, 7.15 
5013503,FOLIC ACID 1MG TAB 50,904658261, 7.09 
5013511,FOLIC ACID 5/ML 10ML INJ 50,63323018410, 7.09 
5013529,FONDAPAR NA 2.5/0.5ML INJ 50,67457058200, 243.44 
5013537,FORMOTEROL 12MCG INH CAP 50,85140101, 16.54 
5013545,FOSINOPRIL 10MG TAB 50,31722020090, 12.11 
5013578,FOSPHEN 50/ML 10ML INJ SDV,64679073001, 454.99 
5013586,FOSPHEN 50/ML 2ML INJ SDV,64679072901, 148.91 
5013594,FUROSEMIDE 10/ML 10ML INJ 50,63323028036, 43.73 
5013602,FUROSEMIDE 10/ML 2ML INJ 50,63323028016, 28.37 
5013610,FUROSEMIDE 10/ML 4ML INJ 50,63323028026, 25.77 
5013628,FUROSEMIDE 10/ML 60ML PO 50,54329446, 83.90 
5013636,FUROSEMIDE 20MG TAB 50,51079007220, 12.11 
5013644,FUROSEMIDE 40MG TAB 50,904579761, 12.11 
5013651,FUROSEMIDE 8/ML 5ML PO 50,54329863, 12.11 
5013669,FUROSEMIDE 80MG TAB 50,51079052720, 12.11 
5013677,GABAPENTIN 100MG CAP 50,60505011200, 12.11 
5013685,GABAPENTIN 250/5 5ML ORAL LIQ,59762502501, 12.11 
5013693,GABAPENTIN 300MG CAP 50,904563261, 12.11 
5013701,GABAPENTIN 400MG CAP 50,60505011400, 12.11 
5013719,GABAPENTIN 600MG TAB 50,63739056010, 15.36 
5013727,GABAPENTIN 800MG TAB 50,93444401, 27.18 
5013750,GALANTAMINE 8MG TAB 50,555102001, 21.27 
5013768,GANCICLOVIR 250MG CAP 50,Z7610, 30.72 
5013776,GANCICLOVIR 500MG INJ 50,4694003, 288.36 
5013826,GAVISCON 150ML PO 50,88117112, 18.90 
5013834,GAVISCON 30ML PO 50,Z7610, 7.15 
5013842,GAVISCON 360ML PO 50,135009441, 43.73 
5013859,GAVISCON CHW TAB 50,135009626, 7.15 
5013867,GAVISCON XS CHW TAB 50,135043003, 7.09 
5013883,GEMCITABINE 1G INJ SDV 50,47335015440," 3,937.71 "
5013891,GEMCITABINE 200MG INJ SDV 50,409018301, 787.07 
5013909,GEMFIBROZIL 600MG TAB 50,60505003404, 12.11 
5013917,GENT 0.1% 15G OIN 50,45802004635, 175.08 
5013925,GENT 0.3% 3.5G OP OIN 50,17478028435, 102.81 
5013933,GENT 0.3% 5ML OP 50,24208058060, 107.54 
5013941,GENT 10/ML 2ML INJ SDV 50,63323017302, 28.37 
5013966,GENT 40/ML 2ML INJ MDV (80MG) 50,63323001094, 43.73 
5013974,GENT/NACL 100/100ML INJ 50,338050548, 152.45 
5013982,GENT/NACL 100/50ML INJ 50,338051141, 152.45 
5013990,GENT/NACL 120/100ML INJ 50,338050748, 152.45 
5014006,GENT/NACL 80/100ML INJ 50,338050348, 152.45 
5014030,BABY/CORN STARCH 120G PWD 50,Z7610, 10.63 
5014048,GLIMEPIRIDE 1MG TAB 50,55111032001, 12.11 
5014055,GLIMEPIRIDE 2MG TAB 50,51079042520, 17.73 
5014063,GLIMEPIRIDE 4MG TAB 50,51079042620, 17.73 
5014089,GLIPIZIDE 10MG TAB 50,51079081101, 12.11 
5014097,GLIPIZIDE 2.5MG ER TAB 50,59762054001, 12.11 
5014105,GLIPIZIDE 5MG ER TAB 50,68084011101, 12.11 
5014113,GLIPIZIDE 5MG TAB 50,904663761, 12.11 
5014121,GLUCAGON DX 1MG INJ SDV,63323059303, 842.38 
5014147,GLUCO-CHON 500-400 TAB 50,904559293, 7.15 
5014154,GLUCOSAMINE SUL 500MG CAP 50,40985022564, 7.09 
5014162,GLUCOSE 40% 15G GL PO 50,574006915, 13.01 
5014212,GLYBUR/METFO 2.5-500 TAB 50,93571101, 7.09 
5014220,GLYBUR/METFO 5-500MG TAB 50,93571201, 12.11 
5014238,GLYBURIDE 2.5MG TAB 50,23155005701, 12.11 
5014246,GLYBURIDE 5MG TAB 50,63739011910, 12.11 
5014253,GLYBURIDE MIC 3MG TAB 50,67253046110, 12.11 
5014279,GLYCERIN SUP-ADULT 50,132007912, 13.01 
5014287,GLYCERIN SUP-PED 50,713010209, 13.01 
5014311,GLYCOPYR 0.2/ML 1ML INJ 50,143968225, 28.37 
5014329,GLYCOPYR 0.2/ML 20ML INJ 50,143967910, 248.18 
5014337,GLYCOPYR 0.2/ML 5ML INJ 50,517460525," 1,352.26 "
5014345,GLYCOPYR 1MG TAB 50,23155060601, 12.11 
5014386,GRAM/NEO/POLYB 10ML OP 50,24208079062, 196.18 
5014402,GRANISETRON 1MG TAB 50,93748520, 365.18 
5014410,N-FURAZONE 0.2% 56G OIN 50,Z7610, 180.81 
5014444,GRISEOFUL ULMIC 250MG TAB 50,Z7610, 7.09 
5014451,GUAIF 100/5ML 120ML PO 50,536109597, 18.90 
5014469,GUAIF 100/5ML 5ML PO 50,121174405, 7.15 
5014477,GUAIF 100/5ML 10ML PO 50,121174410, 7.09 
5014527,GUAIF 600MG ER TAB 50,68084057201, 7.09 
5014535,GUAIF/COD 120ML PO 50,121068304, 69.72 
5014543,GUAIF/COD 5ML PO 50,50383008707, 7.09 
5014550,NICARDIPINE 20MG CAP 50,378102077, 12.11 
5014576,GUAIF/DM 10ML PO 50,121063810, 7.15 
5014584,NTG 0.8MG/HR PA 50,Z7610, 13.01 
5014592,GUAIF/DM 120ML PO 50,70000030101, 22.46 
5014600,GUAIF/DM 5ML PO 50,121063800, 7.15 
5014618,GUAIF/DM 600-30MG ER TAB 50,Z7610, 7.09 
5014626,GUAIF/HYDROC 5ML PO 50,Z7610, 7.09 
5014634,GUAIF/PHENYL ER TAB 50,63824005634, 8.27 
5014683,GUANFACINE 1MG TAB 50,378116001, 12.11 
5014741,CEPACOL 18LOZ 50,11509000001, 7.15 
5014758,HALLS COUGH 36LOZ 50,Z7610, 7.15 
5014790,HALOP 0.5MG TAB 50,781139113, 12.11 
5014816,HALOP 1MG TAB 50,781139213, 12.11 
5014832,HALOP 2/ML 15ML PO 50,54838050115, 164.27 
5014840,HALOP 2/ML 5ML PO 50,121058105, 7.09 
5014865,HALOP 2MG TAB 50,781139313, 7.09 
5014873,HALOP 5/ML 1ML INJ 50,63323047401, 62.63 
5014881,HALOP 5MG TAB 50,781139613, 12.11 
5014899,HALOP DEC 100/ML 1ML INJ 50,63323047101, 355.72 
5014923,HC 0.5% 30G CR 50,168001431, 15.36 
5014931,HC 1% 120ML LO 50,63736033942, 53.08 
5014949,HC 1% 21G CR 50,Z7610, 15.36 
5014956,HC 1% 30G OIN 50,51672201802, 20.10 
5014972,HC 100/60ML RET ENEMA 50,51991072867, 107.54 
5014980,HC 10MG TAB 50,68084046901, 7.09 
5014998,OCUVITE TAB 50,24208038762, 7.15 
5015003,HC 2.5% 30G CR 50,168008031, 239.90 
5015011,HC 2.5% 30G OIN 50,168014630, 60.27 
5015037,HC 2.5% 60ML LO 50,45802093716, 373.44 
5015045,HC 20MG TAB 50,143125401, 7.09 
5015052,HC 25MG SUPP,713050312, 15.36 
5015060,HC 5MG TAB 50,603389919, 7.09 
5015102,HC NA SUCC 100MG PF INJ 50,9001104, 28.37 
5015110,HC NA SUCC 100MG INJ 50,9001104, 28.37 
5015128,HC NA SUCC 1G INJ 50,9000501, 228.08 
5015144,HC NA SUCC 250MG INJ SDV 50,9001306, 62.63 
5015151,HC NA SUCC 500MG INJ 50,9001612, 120.54 
5015193,HC/NEO/POLYB 10ML SL OT,61314064610, 328.54 
5015201,HC/PRAM 1-1% 10G FM 50,37682210, 738.47 
5015219,HC/PRAM 2.5-1% 30G CR 50,45802047264, 346.27 
5015227,HCTZ 12.5MG CAP 50,591034701, 12.11 
5015235,HCTZ 25MG TAB 50,63739012810, 12.11 
5015243,HCTZ 50MG TAB 50,172208980, 12.11 
5015250,HEMORRHOID SUP 50,8770153768, 13.01 
5015284,HEP A VAC 50U/ML 1ML INJ-ADULT 50,6409602, 466.81 
5015300,HEP B IMM GLOB 1ML PF INJ 50,59730420201, 646.44 
5015326,HEPAR PK 10000U/ML 1ML INJ,25021040301, 28.37 
5015342,HEPAR PK 1000U/ML 10ML INJ,25021040010, 28.37 
5015359,HEPAR 1000U/ML 1ML INJ 50,25021040001, 28.54 
5015375,HEPAR FL 100U/ML 10ML INJ 50,J1642, 28.37 
5015391,PENTOSTATIN 10MG INJ SDV,409080101," 13,113.07 "
5015417,HEPAR FL 10U/ML 1ML INJ 50,8290306510, 7.09 
5015433,HEPAR PK/D5 25000U/250ML INJ,409779362, 205.63 
5015441,HEPAR PK/NACL 1000U/500ML INJ,264987210, 205.63 
5015458,HETASTARCH 6PCT/NACL 500ML INJ 50,264196510, 574.35 
5015466,HEXACHLOROPHENE 3% 150ML LQ,24153502, 64.99 
5015508,HYDRALAZINE 10MG TAB 50,51079007420, 12.11 
5015516,HYDRALAZINE 20/ML 1ML INJ SDV 50,63323061416, 101.63 
5015524,HYDRALAZINE 25MG TAB 50,904644161, 12.11 
5015532,HYDRALAZINE 50MG TAB 50,904644261, 12.11 
5015540,HYDROC/CHLOR 10-8/5ML 5ML PO 50,27808008602, 15.36 
5015557,HYDROC/HOMA 5-1.5/5ML 5ML PO 50,472103016, 12.11 
5015565,HYDROC/IBUPROF 7.5-200MG TAB 50,62037052401, 13.01 
5015573,HYDROG PEROX 3% 120ML TP 50,338043103, 7.09 
5015581,HYDROG PEROX 3% 480ML TP 50,869470610, 7.09 
5015599,HYDROMORPH 10/ML 1ML PF INJ 50,703011003, 30.72 
5015607,HYDROMORPH 500/50ML 50ML PF INJ 50,555111707, 122.91 
5015615,HYDROMORPH 10/ML 5ML PF INJ 50,59011044505, 122.91 
5015623,HYDROMORPH 2/ML 1ML LUER 50,409131230, 30.72 
5015631,HYDROMORPH 2/ML 1ML NDL 50,59011044210, 30.72 
5015656,HYDROMORPH 4/ML 1ML INJ 50,409130431, 30.72 
5015664,HYDROMORPH 2MG TAB 50,63739027510, 13.01 
5015672,HYDROMORPH 4MG TAB 50,68084047201, 13.01 
5015698,HYDROQUINONE 4% 28G CR 50,Z7610, 316.73 
5015714,HYDROXYCHLORO 200MG TAB 50,42292001106, 12.11 
5015722,HYDROXYUREA 500MG CAP 50,49884072401, 12.11 
5015755,HYDROXYZINE 25/ML 1ML INJ 50,517420125, 28.37 
5015771,HYDROXYZINE 50/ML 1ML INJ 50,517560125, 28.37 
5015789,HYDROXYZINE 10/5 5ML ORAL LIQ 50,54838050280, 7.09 
5015797,HYDROXYZINE 50/ML 2ML INJ 50,517560225, 28.37 
5015805,HYDROXYZINE HCL 10MG TAB 50,23155010501, 12.11 
5015813,HYDROXYZINE HCL 25MG TAB 50,68084025401, 12.11 
5015821,HYDROXYZINE HCL 50MG TAB 50,50111030901, 12.11 
5015839,HYDROXYZINE PAM 25MG CAP 50,51079007701, 12.11 
5015847,HYDROXYZINE PAM 50MG CAP 50,51079007820, 12.11 
5015862,HYOSCYAM 0.375MG CR CAP 50,58177001704, 12.11 
5015870,HYOSCYAM 0.375MG ER TAB 50,50532011510, 12.11 
5015888,HYOSCYAM 0.125MG SL TAB 50,24486060310, 12.11 
5015896,HYOSCYAM 0.125MG DT TAB 50,76439030710, 12.11 
5015904,HYSKON/D70 32PCT 100ML INJ 50,J3490, 215.07 
5015912,IBUPROF 100/5ML 10ML PO 50,68094050361, 7.09 
5015920,IBUPROF 100/5ML 120ML PO 50,904530920, 42.54 
5015938,IBUPROF 100/5ML 5ML PO 50,66689000950, 7.09 
5015953,IBUPROF 200MG TAB 50,904791461, 7.15 
5015961,IBUPROF 400MG TAB 50,904585361, 12.11 
5015979,IBUPROF 600MG TAB 50,904585461, 12.11 
5015987,IBUPROF 800MG TAB 50,68084077201, 12.11 
5015995,IBUPROF/PSEU 200-30MGTAB 50,Z7610, 7.15 
5016001,IBUTILIDE 0.1/ML 10ML INJ 50,9379401," 2,289.12 "
5016043,IDARUBICIN 1/ML 10ML INJ SDPF,13258691," 3,450.81 "
5016050,IDARUBICIN 1/ML 5ML PF INJ 50,13257691," 1,725.40 "
5016068,IFOSFAMIDE 1G INJ SDV,703342911, 458.54 
5016076,IFOSFAMIDE 3G INJ SDV,63323017460, 727.98 
5016084,IMIPEN/CILAST 250-250MG INJ,6351458, 127.63 
5016100,IMIPRAMINE 10MG TAB 50,49884005401, 12.11 
5016118,IMIPRAMINE 25MG TAB 50,53489033101, 12.11 
5016126,IMIPRAMINE 50MG TAB 50,49884005601, 12.11 
5016217,INDAPAMIDE 2.5MG TAB 50,49884059001, 12.11 
5016225,INDIGO CARM 8/ML 5ML INJ 50,11098050805, 74.45 
5016233,INDINAVIR 400MG CAP 50,6057362, 21.27 
5016258,INDOMETHACIN 1MG INJ 50,63323065903," 3,945.97 "
5016266,INDOMETHACIN 25MG CAP 50,50268043015, 12.11 
5016274,INDOMETHACIN 50MG CAP 50,93403001, 12.11 
5016282,INDOMETHACIN 75MG CR CAP 50,68084041121, 12.11 
5016290,INFLIXIMAB 100MG INJ SDV,57894003001," 4,860.68 "
5016308,FLU VAC TRI 0.5ML INJ-FLUVIRIN,66521011702, 83.90 
5016316,INFUVITE 10ML INJ-ADULT 50,54643786201, 43.73 
5016498,INTERF ALFA-2B 10MU INJ SDV 50,85057102," 1,284.61 "
5016514,INTERF BETA-1B 0.3MG SDV,50419052335, 694.89 
5016530,POVIDONE IOD 90G VG GL 50,Z7610, 64.99 
5016621,IPRATROP 0.02% 2.5ML INH,487980101, 26.00 
5016654,IPRATROP 42MCG 15ML SPRY 50,54004641, 306.09 
5016662,IRBESARTAN 150MG TAB 50,43547027803, 13.01 
5016696,IRINOTECAN 20/ML 2ML INJ SDV 50,9752904," 1,588.32 "
5016704,IRINOTECAN 20/ML 5ML INJ SDV 50,9752903," 3,970.80 "
5016712,IRON DEXT-267 50/ML 2ML SDV,517023410, 313.18 
5016720,IRON SUCR 20/ML 5ML INJ 50,517234010, 319.08 
5016746,ISONIAZID 100MG TAB 50,555006602, 12.11 
5016753,ISONIAZID 300MG TAB 50,60687015801, 12.11 
5016779,ISOPROP ALCOHOL 70% 480ML 50,395124928, 7.09 
5016787,ISOPROTER 0.2/ML 1ML AMP 50,14789001101, 47.28 
5016795,ISOPROTER 0.2/ML 5ML AMP 50,409141005," 10,879.85 "
5016803,ISOSOR DINIT 10MG TAB 50,68084008201, 12.11 
5016811,ISOSOR DINIT 2.5MG SL TAB 50,Z7610, 12.11 
5016829,ISOSOR DINIT 20MG TAB 50,143177201, 12.11 
5016837,ISOSOR DINIT 40MG TAB 50,8419201, 12.11 
5016845,ISOSOR DINIT 5MG TAB 50,143176901, 12.11 
5016852,ISOSOR M-NIT 120MG ER TAB 50,58177020104, 13.01 
5016860,ISOSOR M-NIT 20MG TAB 50,91362011, 12.11 
5016878,ISOSOR M-NIT 30MG ER TAB 50,904644961, 12.11 
5016886,ISOSOR M-NIT 60MG ER TAB 50,904645061, 12.11 
5016928,ISRADIPINE 2.5MG CAP 50,65726022615, 12.11 
5016936,ISRADIPINE 5MG CAP 50,65726022625, 12.11 
5016951,ITRACONAZOLE 100MG CAP 50,185055030, 40.18 
5016969,ITRACONAZOLE 250MG INJ 50,J3490," 1,673.40 "
5016977,BABY 120G PWD 50,Z7610, 15.36 
5016985,K ACID PHOS 500MG TAB 50,486111101, 7.09 
5017009,K PHOS 250-556MG PKT 50,Z7610, 5.91 
5017017,KANAMYCIN 1G/3ML INJ 50,63323035903, 134.72 
5017025,KAO/PEC 180ML PO 50,Z7610, 28.37 
5017041,KAO/PEC 360ML PO 50,Z7610, 28.37 
5017058,KCL 10MEQ CR CAP 50,904606861, 12.11 
5017066,KCL 10MEQ ER TAB 50,68084052401, 12.11 
5017074,KCL 20MEQ ER TAB 50,66758019013, 12.11 
5017082,KCL 20MEQ/15ML 15ML PO 50,121046516, 76.71 
5017090,KCL 20MEQ/15ML 30ML PO 50,66689004880, 7.09 
5017108,KCL 40MEQ/15ML 15ML PO 50,121046615, 18.90 
5017116,KCL 8MEQ CR CAP 50,62037055901, 13.01 
5017124,KCL 8MEQ ER TAB 50,66758011001, 12.11 
5017132,KERI 180ML LO 50,72460056, 28.37 
5017140,KETAMINE 100/ML 5ML INJ 50,409205105, 76.82 
5017157,KETAMINE 50/ML 10ML INJ 50,67457000110, 138.28 
5017173,KETOCONAZOLE 2% 15G CR 50,51672129801, 95.73 
5017181,KETOCONAZOLE 2% 30G CR 50,51672129802, 228.08 
5017199,KETOCONAZOLE 200MG TAB 50,51672402606, 30.72 
5017215,KETOPROFEN 50MG CAP 50,Z7610, 12.11 
5017223,KETOPROFEN 75MG CAP 50,Z7610, 12.11 
5017231,KETOROLAC 0.5% 10ML OP 50,17478020911, 836.70 
5017249,KETOROLAC 0.5% 3ML OP 50,17478020919, 207.99 
