Charge Code,Charge Code Description,HCPCS Code, June 2019 Prices 
5780978,ST MOTOR SPEECH D/C STATUS 1-<20% 57,G9158, 0.01 
5780986,ST MOTOR SPEECH D/C STATUS 20-<40% 57,G9158, 0.01 
5780994,ST MOTOR SPEECH D/C STATUS 40-<60% 57,G9158, 0.01 
5781000,ST MOTOR SPEECH D/C STATUS 60-<80% 57,G9158, 0.01 
5781018,ST MOTOR SPEECH D/C STATUS 80-<100% 57,G9158, 0.01 
5781026,ST MOTOR SPEECH D/C STATUS 100% 57,G9158, 0.01 
5781034,ST LANG COMP CURRENT STATUS 0% 57,G9159, 0.01 
5781042,ST LANG COMP CURRENT STATUS 1-<20% 57,G9159, 0.01 
5781059,ST LANG COMP CURRENT STATUS 20-<40% 57,G9159, 0.01 
5781067,ST LANG COMP CURRENT STATUS 40-<60% 57,G9159, 0.01 
5781075,ST LANG COMP CURRENT STATUS 60-<80% 57,G9159, 0.01 
5781083,ST LANG COMP CURRENT STATUS 80-<100 57,G9159, 0.01 
5781091,ST LANG COMP CURRENT STATUS 100% 57,G9159, 0.01 
5781109,ST LANG COMP GOAL STATUS 0% 57,G9160, 0.01 
5781117,ST LANG COMP GOAL STATUS 1-<20% 57,G9160, 0.01 
5781125,ST LANG COMP GOAL STATUS 20-<40% 57,G9160, 0.01 
5781133,ST LANG COMP GOAL STATUS 40-<60% 57,G9160, 0.01 
5781141,ST LANG COMP GOAL STATUS 60-<80% 57,G9160, 0.01 
5781158,ST LANG COMP GOAL STATUS 80-<100% 57,G9160, 0.01 
5781166,ST LANG COMP GOAL STATUS 100% 57,G9160, 0.01 
5781174,ST LANG COMP D/C STATUS 0% 57,G9161, 0.01 
5781182,ST LANG COMP D/C STATUS 1-<20% 57,G9161, 0.01 
5781190,ST LANG COMP D/C STATUS 20-<40% 57,G9161, 0.01 
5781208,ST LANG COMP D/C STATUS 40-<60% 57,G9161, 0.01 
5781216,ST LANG COMP D/C STATUS 60-<80% 57,G9161, 0.01 
5781224,ST LANG COMP D/C STATUS 80-<100% 57,G9161, 0.01 
5781232,ST LANG COMP D/C STATUS 100% 57,G9161, 0.01 
5781240,ST LANG EXP CURRENT STATUS 0% 57,G9162, 0.01 
5781257,ST LANG EXP CURRENT STATUS 1-<20% 57,G9162, 0.01 
5781265,ST LANG EXP CURRENT STATUS 20-<40% 57,G9162, 0.01 
5781273,ST LANG EXP CURRENT STATUS 40-<60% 57,G9162, 0.01 
5781281,ST LANG EXP CURRENT STATUS 60-<80% 57,G9162, 0.01 
5781299,ST LANG EXP CURRENT STATUS 80-<100% 57,G9162, 0.01 
5781307,ST LANG EXP CURRENT STATUS 100% 57,G9162, 0.01 
5781315,ST LANG EXP GOAL STATUS 0% 57,G9163, 0.01 
5781323,ST LANG EXP GOAL STATUS 1-<20% 57,G9163, 0.01 
5781331,ST LANG EXP GOAL STATUS 20-<40% 57,G9163, 0.01 
5781349,ST LANG EXP GOAL STATUS 40-<60% 57,G9163, 0.01 
5781356,ST LANG EXP GOAL STATUS 60-<80% 57,G9163, 0.01 
5781364,ST LANG EXP GOAL STATUS 80-<100% 57,G9163, 0.01 
5781372,ST LANG EXP GOAL STATUS 100% 57,G9163, 0.01 
5781380,ST LANG EXPRESS D/C STATUS 0% 57,G9164, 0.01 
5781398,ST LANG EXPRESS D/C STATUS 1-<20% 57,G9164, 0.01 
5781406,ST LANG EXPRESS D/C STATUS 20-<40% 57,G9164, 0.01 
5781414,ST LANG EXPRESS D/C STATUS 40-<60% 57,G9164, 0.01 
5781422,ST LANG EXPRESS D/C STATUS 60-<80% 57,G9164, 0.01 
5781430,ST LANG EXPRESS D/C STATUS 80-<100% 57,G9164, 0.01 
5781448,ST LANG EXPRESS D/C STATUS 100% 57,G9164, 0.01 
5781455,ST ATTEN CURRENT STATUS 0% 57,G9165, 0.01 
5781463,ST ATTEN CURRENT STATUS 1-<20% 57,G9165, 0.01 
5781471,ST ATTEN CURRENT STATUS 20-<40% 57,G9165, 0.01 
5781489,ST ATTEN CURRENT STATUS 40-<60% 57,G9165, 0.01 
5781497,ST ATTEN CURRENT STATUS 60-<80% 57,G9165, 0.01 
5781505,ST ATTEN CURRENT STATUS 80-<100% 57,G9165, 0.01 
5781513,ST ATTEN CURRENT STATUS 100% 57,G9165, 0.01 
5781521,ST ATTEN GOAL STATUS 0% 57,G9166, 0.01 
5781539,ST ATTEN GOAL STATUS 1-<20% 57,G9166, 0.01 
5781547,ST ATTEN GOAL STATUS 20-<40% 57,G9166, 0.01 
5781554,ST ATTEN GOAL STATUS 40-<60% 57,G9166, 0.01 
5781562,ST ATTEN GOAL STATUS 60-<80% 57,G9166, 0.01 
5781570,ST ATTEN GOAL STATUS 80-<100% 57,G9166, 0.01 
5781588,ST ATTEN GOAL STATUS 100% 57,G9166, 0.01 
5781596,ST ATTEN D/C STATUS 0% 57,G9167, 0.01 
5781604,ST SWALLOW CURRENT STATUS 0% 57,G8996, 0.01 
5781612,ST SWALLOW CURRENT STATUS 1-<20% 57,G8996, 0.01 
5781620,ST SWALLOW CURRENT STATUS 20-<40% 57,G8996, 0.01 
5781638,ST SWALLOW CURRENT STATUS 40-<60% 57,G8996, 0.01 
5781646,ST SWALLOW CURRENT STATUS 60-<80% 57,G8996, 0.01 
5781653,ST SWALLOW CURRENT STATUS 80-<100% 57,G8996, 0.01 
5781661,ST SWALLOW CURRENT STATUS 100% 57,G8996, 0.01 
5781679,ST SWALLOW GOAL STATUS 0% 57,G8997, 0.01 
5781687,ST SWALLOW GOAL STATUS 1-<20% 57,G8997, 0.01 
5800115,AU PURE TONE AIR ONLY,, 139.45 
6000129,INJECTION IM/SQ 600,, 89.86 
6000269,CLINIC NEW LEVEL 1 600,G0463, 128.89 
6000277,CLINIC NEW LEVEL 2 600,G0463, 149.85 
6000285,CLINIC NEW LEVEL 3 600,G0463, 173.71 
6000293,CLINIC NEW LEVEL 4 600,G0463, 196.53 
6000301,CLINIC NEW LEVEL 5 600,G0463, 219.35 
6000319,CLINIC EST LEVEL 1 600,G0463, 127.27 
6000327,CLINIC EST LEVEL 2 600,G0463, 149.85 
6000335,CLINIC EST LEVEL 3 600,G0463, 173.71 
6000343,CLINIC EST LEVEL 4 600,G0463, 196.53 
6000350,CLINIC EST LEVEL 5 600,G0463, 219.35 
6001606,REP SMP EXT <2.5CM 600,, 356.30 
6001978,DEBRID INFCT SKIN <10% 600,, 417.98 
6001986,DEBRID INFCT SKIN ADD<10% 600,, 228.16 
6002364,I&R FB SQ SMPL 600,, 736.26 
6002372,ASP ABSCESS/BULLA/CYST 600,, 227.31 
6002414,I&D ABSCESS SMPL/SNGL 600,, 383.00 
6002596,INJ TRIGGER PTS 1-2MUSC 600,, 751.70 
6003149,INJ IVP SNGL/INTL 600,, 393.69 
6004063,CONTRACT TELEHEALTH FACILITY FEE 600,Q3014, 65.67 
6005482,TRANS CARE MGMT 14 DAY DISCH,, 368.36 
6005490,TRANS CARE MGMT 7 DAY DISCH,, 368.36 
6010128,INJECTION IM/SQ 601,, 23.55 
6072623,STRESS TEST TRACING ONLY 607,, 252.80 
6080014,VENIPUNCTURE ROUTINE 608,, 17.73 
6080121,INJECTION IM/SQ 608,, 142.99 
6080261,CLINIC NEW LEVEL 1,G0463, 206.81 
6080279,CLINIC NEW LEVEL 2,G0463, 269.45 
6080287,CLINIC NEW LEVEL 3,G0463, 354.54 
6080295,CLINIC NEW LEVEL 4,G0463, 469.18 
6080303,CLINIC NEW LEVEL 5,G0463, 641.71 
6080311,CLINIC EST LEVEL 1,G0463, 206.81 
6080329,CLINIC EST LEVEL 2,G0463, 269.45 
6080337,CLINIC EST LEVEL 3,G0463, 285.92 
6080345,CLINIC EST LEVEL 4,G0463, 354.54 
6080352,CLINIC EST LEVEL 5,G0463, 469.18 
6080733,CHEMO IV SNGL/INTL 1ST HR 608,," 1,728.95 "
6080816,CHEMO IV INFUS W/PUMP>8HR 608,," 1,941.67 "
6080915,BLOOD TRANSFUSION <1HR 608,Z5200," 1,133.33 "
6080923,BLOOD TRANSFUSION 1-2HR 608,Z5200," 1,253.87 "
6080931,BLOOD TRANSFUSION 2-3HR 608,Z5200," 1,414.60 "
6080949,BLOOD TRANSFUSION 3-4HR 608,Z5200," 1,574.14 "
6080956,BLOOD TRANSFUSION 4-5HR 608,Z5200," 1,734.86 "
6080964,BLOOD TRANSFUSION 5-6HR 608,Z5200," 1,895.58 "
6080972,BLOOD TRANSFUSION 6-7HR 608,Z5200," 2,055.12 "
6080980,BLOOD TRANSFUSION 7-8HR 608,Z5200," 2,215.84 "
6080998,BLOOD TRANSFUSION >8HR 608,Z5200," 2,376.57 "
6081004,REFILL/MAINTAIN PORT PUMP 608,, 534.18 
6081012,MAINTAIN IMP PUMP IV/IA 608,, 534.18 
6081020,MAINTAIN IMP PUMP NEURO60,, 534.18 
6081038,DECLOT BY THROMBO AGENT 608,, 631.08 
6081046,THERAPEUTIC PHLEBOTOMY 608,, 179.63 
6081061,CHEMO CNS W/SPINE PUNC 608,, 841.43 
6081129,COLL BLD SPEC IMP CVAD 608,, 179.63 
6081376,INSERT NON-TNLD CVAD <5YR 608,," 2,974.55 "
6081384,INSERT NON-TNLD CVAD 5+YR 608,," 2,870.55 "
6081392,INS PICC WO P/P WO IMG <5YR,," 2,870.55 "
6081400,INS PICC WO P/P WO IMG 5+YR,," 2,870.55 "
6081418,REPLACE NON-TNLD CVAD WO 608,," 2,803.20 "
6081426,REPLACE PICC WO P/P W/IMG,," 2,027.95 "
6082507,DX BONE MARROW ASPIRATION(S),," 4,165.41 "
6082622,STRESS TEST TRACING ONLY 608,, 645.26 
6082655,CHEMO IV INFUS ADDL HR 608,, 746.89 
6083083,IV HYDRAT THRPY INTL 31-90M 608,, 561.54 
6083091,IV HYDRAT THRPY ADD HR 608,, 549.54 
6083109,IV DX/TX THRPY 1ST HR 608,, 549.54 
6083117,IV DX/TX THRPY ADD HR 608,, 549.54 
6083125,IV DX/TX NEW ADD SEQ MAX1 608,, 549.54 
6083133,IV DX/TX CONCUR MAX1 608,, 549.54 
6083141,INJ IVP SNGL/INTL 608,, 561.54 
6083158,INJ IVP ADD SEQ NEW 608,, 217.45 
6083166,CHEMO IM/SQ NON-HORMONAL 608,, 882.79 
6083174,CHEMO IM/SQ HORMONAL 608,, 450.25 
6083182,CHEMO IVP SNGL/INTL 608,," 1,327.14 "
6083190,CHEMO IVP EA ADDL 608,, 720.90 
6083208,CHEMO IV ADD SEQ MAX1 608,, 830.79 
6083216,IRRIGATION IVAD RX DELIV60,, 206.81 
6083257,DX BONE MARROW BIOPSY(IES),," 4,165.41 "
6083471,PUNCTURE SPINE LUMBAR DX 608,," 1,136.87 "
6083547,PUNCTURE SPINE LUMBAR TX 608,," 1,136.87 "
6083562,COLL BLD SPEC OTH CVAD 608,, 179.63 
6083588,SQ/PUMP THRPY 1ST HR 608,, 844.97 
6083596,SQ/PUMP THRPY ADD HR 608,, 489.26 
6083604,SQ/PUMP ADD SETUP MAX1 608,, 844.97 
6083612,INJ IVP ADD SEQ SAME 608,, 310.80 
6083695,INJ EPI BLOOD/CLOT PATCH 608,," 2,065.76 "
6083984,SMOKE/TOBACCO VISIT>3-10M,, 84.45 
6083992,SMOKE/TOBACCO VISIT>10M,, 84.81 
6084529,THORACENTESIS ASP WO IMG 608,," 1,505.58 "
6084537,THORACENTESIS ASP W/IMG 608,," 1,505.58 "
6085757,INSTIL BLADDER CHEMO AGNT 60 608,51720, 677.30 
6085773,CHEMO ADMIN IV PORT PUMP INIT/F-UP 60 608,G0498," 1,941.67 "
6085781,APPL ON-BODY INJECTOR 60 608,, 110.69 
6085849,DX BONE MARROW BX/ASPIR 60 608,," 4,165.41 "
6500011,CLINIC NEW LEVEL 1 650,G0463, 126.45 
6500029,CLINIC NEW LEVEL 2 650,G0463, 147.73 
6500037,CLINIC NEW LEVEL 3 650,G0463, 170.18 
6500045,CLINIC NEW LEVEL 4 650,G0463, 192.63 
6500052,CLINIC NEW LEVEL 5 650,G0463, 215.07 
6500060,CLINIC EST LEVEL 1 650,G0463, 125.27 
6500078,CLINIC EST LEVEL 2 650,G0463, 147.73 
6500086,CLINIC EST LEVEL 3 650,G0463, 170.18 
6500094,CLINIC EST LEVEL 4 650,G0463, 192.63 
6500102,CLINIC EST LEVEL 5 650,G0463, 215.07 
6500250,NONSELECT DEBRIDEMENT 650,Z7500, 154.82 
6500607,DRSG/DEBRIDE BURN SM 650,, 410.08 
6500615,DRSG/DEBRIDE BURN MED 650,, 410.08 
6500623,DRSG/DEBRIDE BURN LG 650,, 410.08 
6500839,DEBRID <20SQCM 650,, 410.08 
6500847,DEBRID ADDL 20SQCM 650,, 410.08 
6500854,NEG PRES WND TX<50SQCM W/ 650,Z7500, 154.82 
6500862,NEG PRES WND TX>50SQCM W/ 650,Z7500, 154.82 
6500904,I&D CMPLX POSTOP WOUND 650,," 4,910.31 "
6500938,DEBRID INFCT SKIN <10% 650,, 410.08 
6500946,DEBRID INFCT SKIN ADD<10% 650,, 224.54 
6501605,VACCINE ADMIN FLU INJ 650,G0008, 82.73 
6501613,VACCINE ADMIN PPV 650,G0009, 82.73 
6501621,VACCINE ADMIN HEP B 650,G0010, 82.73 
6501639,VACCINE ADMIN SNGL 650,, 82.73 
6501647,VACCINE ADMIN EA ADDL 650,, 85.10 
6501696,TELEHEALTH FACILITY FEE 650,Q3014, 62.63 
6700017,MANDIBLE PARTIAL <4VWS 670,, 48.80 
6700025,MANDIBLE COMP 4+VWS 670,, 66.84 
6700033,MASTOIDS <3VWS 670,, 55.17 
6700041,MASTOIDS COMP 3+VWS 670,, 79.57 
6700058,INT AUDITORY MEATI COMP 670,, 85.93 
6700066,FACIAL BONES <3VWS 670,, 54.11 
6700074,FACIAL BONES COMP 3+VWS 670,, 77.45 
6700082,NASAL BONES COMP 3+VWS 670,, 56.23 
6700090,NASAL BONES 1-2VWS 670,, 48.80 
6700116,ORBIT COMP 4+VWS 670,, 78.51 
6700124,SINUSES <3VWS 670,, 63.65 
6700132,SINUSES COMP 3+ VWS 670,, 77.45 
6700157,SKULL <4VWS 670,, 66.84 
6700165,SKULL 4+ VWS 670,, 98.66 
6700207,TMJ UNI LT 670,, 48.80 
6700215,TMJ UNI RT 670,, 48.80 
6700223,TMJ BIL 670,, 92.30 
6700256,NECK SOFT TISSUE 670,, 48.80 
6700348,RIBS 2VWS UNI 670,, 61.53 
6700355,RIBS PA CHEST 3+VWS UNI 670,, 71.08 
6700363,RIBS 3VWS BIL 670,, 78.51 
6700371,RIBS PA CHEST 4+VWS BIL 670,, 368.13 
6700389,STERNUM 2+VWS 670,, 66.84 
6700397,Sternoclavicular Jts 3+Vws670,, 72.14 
6700413,CERV SPINE 1VW 670,, 48.80 
6700421,LUMBAR SPINE 1VW 670,, 48.80 
6700447,CERV SPINE 2-3VWS 670,, 63.65 
6700488,THORACIC SPINE 2 VWS 670,, 66.84 
6700496,THORACIC SPINE 3 VWS 670,, 73.20 
6700504,THORACIC SPINE 4+VWS 670,, 95.48 
6700512,THORACOLUMBAR 2VWS 670,, 68.96 
6700538,LUMBAR SPINE 2-3VWS 670,, 68.96 
6700546,LUMBAR SPINE 4+VWS 670,, 97.60 
6700553,LUMBAR COMP W/BENDING 6VWS 670,, 118.82 
6700579,PELVIS 1-2VWS 670,, 55.17 
6700587,PELVIS COMP 3+VWS 670,, 48.80 
6700595,SACROILIAC JTS <3VWS 670,, 56.23 
6700603,SACROILIAC JTS 3+VWS 670,, 64.71 
6700611,SACRUM/COCCYX 2+VWS 670,, 60.47 
6700637,CLAVICLE COMP BIL 670,, 108.21 
6700645,CLAVICLE LTD BIL 670,, 108.21 
6700652,CLAVICLE LTD LT 670,, 54.11 
6700660,CLAVICLE LTD RT 670,, 54.11 
6700678,CLAVICLE COMP LT 670,, 54.11 
6700686,CLAVICLE COMP RT 670,, 54.11 
6700694,SCAPULA COMP BIL 670,, 111.39 
6700736,SCAPULA COMP LT 670,, 55.17 
6700744,SCAPULA COMP RT 670,, 55.17 
6700751,SHOULDER 1VW BIL 670,, 102.91 
6700769,SHOULDER 1 VW LT 670,, 50.92 
6700777,SHOULDER 1 VW RT 670,, 50.92 
6700785,SHOULDER COMP 2+VWS BIL 670,, 120.94 
6700793,SHOULDER COMP 2+VWS LT 670,, 60.47 
6700801,SHOULDER COMP 2+VWS RT 670,, 60.47 
6700819,AC JOINTS BIL 670,, 67.90 
6700868,HUMERUS 2+VWS LT 670,, 60.47 
6700876,HUMERUS 2+VWS RT 670,, 60.47 
6700884,ELBOW 2VWS BIL 670,, 110.33 
6700892,ELBOW 1VW BIL 670,, 55.17 
6700918,ELBOW 1VW RT 670,, 55.17 
6700926,ELBOW 2VWS LT 670,, 55.17 
6700934,ELBOW 2VWS RT 670,, 55.17 
6700942,ELBOW COMP 3+VWS BIL 670,, 120.94 
6700959,ELBOW COMP 3+VWS LT 670,, 60.47 
6700967,ELBOW COMP 3+VWS RT 670,, 60.47 
6700975,FOREARM 2VWS BIL 670,, 200.51 
6701015,FOREARM 2VWS LT 670,, 100.79 
6701023,FOREARM 2VWS RT 670,, 100.79 
6701031,UP EXT INFANT 2+VWS 670,, 269.47 
6701056,WRIST 2VWS BIL 670,, 113.52 
6701072,WRIST 1 VW LT 670,, 57.29 
6701080,WRIST 1 VW RT 670,, 57.29 
6701098,WRIST 2VWS LT 670,, 57.29 
6701106,WRIST 2VWS RT 670,, 57.29 
6701114,WRIST COMP 3+VWS BIL 670,, 113.52 
6701122,WRIST COMP 3+VWS LT 670,, 57.29 
6701130,WRIST COMP 3+VWS RT 670,, 57.29 
6701148,HAND 2VWS BIL 670,, 106.09 
6701189,HAND 2VWS LT 670,, 53.05 
6701197,HAND 2VWS RT 670,, 53.05 
6701205,HAND 3+VWS BIL 670,, 113.52 
6701213,HAND 3+VWS LT 670,, 57.29 
6701221,HAND 3+VWS RT 670,, 57.29 
6701239,FINGER(S) 2+VWS BIL 670,, 97.60 
6701270,FINGER(S) 2+VWS LT 670,, 48.80 
6701288,FINGER(S) 2+VWS RT 670,, 48.80 
6701296,HIP UNI 1VW LT 670,, 48.80 
6701304,HIP UNI 1VW RT 670,, 48.80 
6701312,HIP UNI COMP 2-3VWS LT,, 61.53 
6701320,HIP UNI COMP 2-3VWS RT,, 61.53 
6701353,FEMUR 2VWS BIL 670,, 120.94 
6701395,FEMUR 2VWS LT 670,, 60.47 
6701403,FEMUR 2VWS RT 670,, 60.47 
6701411,KNEE 1-2VWS BIL 670,, 111.39 
6701429,KNEE 1-2VWS LT 670,, 55.17 
6701437,KNEE 1-2VWS RT 670,, 55.17 
6701445,KNEE 3VWS BIL 670,, 120.94 
6701452,KNEE 3VWS LT 670,, 60.47 
6701460,KNEE 3VWS RT 670,, 60.47 
6701478,KNEE COMP 4+VWS BIL 670,, 130.49 
6701486,KNEE COMP 4+VWS LT 670,, 130.49 
6701494,KNEE COMP 4+VWS RT 670,, 130.49 
6701502,KNEES AP STANDING BIL 670,, 53.05 
6701510,TIBIA/FIBULA 2VWS BIL 670,, 111.39 
6701551,TIBIA/FIBULA 2VWS LT 670,, 56.23 
6701569,TIBIA/FIBULA 2 VWS RT 670,, 56.23 
6701577,LOW EXT INFANT 2+VWS 670,, 106.09 
6701593,ANKLE 2 VWS BIL 670,, 106.09 
6701635,ANKLE 2VWS LT 670,, 53.05 
6701643,ANKLE 2VWS RT 670,, 53.05 
6701650,ANKLE COMP 3+ VWS BIL 670,, 113.52 
6701668,ANKLE COMP 3+VWS LT 670,, 57.29 
6701676,ANKLE COMP 3+ VWS RT 670,, 57.29 
6701684,FOOT 2VWS BIL 670,, 106.09 
6701726,FOOT 2VWS LT 670,, 53.05 
6701734,FOOT 2VWS RT 670,, 53.05 
6701742,FOOT COMP 3+VWS BIL 670,, 113.52 
6701759,FOOT COMP 3+VWS LT 670,, 57.29 
6701767,FOOT COMP 3+VWS RT 670,, 57.29 
6701775,CALCANEUS 2+VWS BIL 670,, 101.85 
6701817,CALCANEUS 2+VWS LT 670,, 50.92 
6701825,CALCANEUS 2+VWS RT 670,, 50.92 
6701833,TOE(S) 2+VWS BIL 670,, 97.60 
6701874,TOE(S) 2+VWS LT 670,, 97.60 
6701882,TOE(S) 2+VWS RT 670,, 97.60 
6701924,ABD SERIES W/CHEST 1VW 670,, 83.81 
6701932,DETECTION EYE FB 670,, 48.80 
6701940,BONE AGE STUDIES 670,, 48.80 
6701957,OSSEOUS SURVEY COMP 670,, 146.40 
6701973,ASP/INJ SM JT WO US 670,, 223.85 
6701981,ASP/INJ INT JT WO US 670,, 278.88 
6701999,ASP/INJ MJR JT WO US 670,, 187.78 
6702005,PUNCTURE SPINE LUMBAR DX 670,, 338.43 
6702013,SIALOGRAPHY 670,, 229.15 
6702054,CHILD FB 1VW 670,, 48.80 
6702062,BONE LENGTH STUDIES 670,, 71.08 
6702088,Jt Survey 1 Vw 2+ Jts670,, 61.53 
6702096,DEXA AXIAL SKELETON 670,, 273.71 
6702104,DXA APPENDIC SKELETON 670,, 48.80 
6702112,ABSCESS/FISTULA/SINUS 670,, 229.15 
6702153,ASP CYST BRST LT 670,, 338.43 
6702161,ASP CYST BRST RT 670,, 338.43 
6702179,ASP CYST BRST EA ADDL LT 670,, 111.39 
6702187,ASP CYST BRST EA ADDL RT 670,, 111.39 
6702195,INJ DUCTOGRAM LT 670,, 144.28 
6702203,INJ DUCTOGRAM RT 670,, 144.28 
6702211,BX BRST NDL CORE LT 670,, 344.79 
6702229,BX BRST NDL CORE RT 670,, 344.79 
6702351,DUCTOGRAM MAMMARY SNGL 670,, 229.15 
6702575,MRA HEAD WO CON,, 480.59 
6702583,MRA HEAD W/CON 670,, 646.09 
6702591,MRA HEAD W/WO CON 670,, 779.76 
6702609,MRI BRAIN WO CON 670,, 480.59 
6702625,MRI BRAIN W/CON 670,, 646.09 
6702666,MRI CERV SPINE WO CON 670,, 480.59 
6702674,MRI CERV SPINE W/CON 670,," 1,157.44 "
6702682,MRI THOR SPINE WO CON 670,, 480.59 
6702690,MRI THOR SPINE W/CON 670,, 646.09 
6702708,MRI LUMBAR SPINE WO CON 670,, 480.59 
6702716,MRI LUMBAR SPINE W/CON 670,, 646.09 
6702724,MRI CERV SPINE W/WO CON 670,, 779.76 
6702732,MRI THOR SPINE W/WO CON 670,, 779.76 
6702740,MRI LUMBAR SPINE W/WO CON 670,, 779.76 
6702757,MRI PELVIS WO CON 670,, 480.59 
6702765,MRI PELVIS W/CON 670,, 646.09 
6702773,MRI PELVIS W/WO CON 670,, 779.76 
6702781,MRI UP EXT JT WO CON 670,, 480.59 
6702799,MRI UP EXT JT W/CON 670,, 646.09 
6702807,MRI UP EXT JT W/WO CON 670,, 779.76 
6702815,MRI LOW EXT W/WO CON 670,, 779.76 
6702831,MRI LOW EXT JT W/CON 670,, 646.09 
6702849,MRI BRST UNI W/CON LT 670,C8903, -   
6702856,MRI BRST UNI WO CON LT 670,, -   
6702864,MRI BRST UNI W/WO CON LT 670,C8905, -   
6702872,MRI BRST UNI W/WO CON RT 670,C8905, -   
6702880,MRI BRST UNI WO CON RT 670,, -   
6702898,MRI BRST UNI W/CON RT 670,C8903, -   
6702906,MRI BRST W/CON BIL 670,C8906, 646.09 
6702914,MRI BRST W/WO BIL 670,C8908, 779.76 
6702922,MRI BRST WO CON BIL 670,, -   
6702963,OSSEOUS SURVEY LTD 670,, 82.75 
6702971,ASP CYST BRST BIL 670,, 675.79 
6702989,ASP CYST BRST EA ADDL BIL 670,, 221.73 
6703045,US ABD COMP 670,, 189.90 
6703052,US RETROPERITONEAL COMP 670,, 188.84 
6703060,US PREG UTERUS >1ST SNGL 670,, 200.51 
6703078,US PREG UTERUS EA ADDL 670,, 150.65 
6703086,US PREG UTERUS LTD 1+ 670,, 99.72 
6703094,US PELVIC NON-OB COMP 670,, 159.14 
6703102,US SCROTOM & CONTENTS 670,, 158.07 
6703136,CT HEAD/BRAIN W/WO CON 670,, 467.86 
6703144,CT MAXILLOFACIAL WO CON 670,, 247.19 
6703151,CT MAXILLOFACIAL W/CON 6703151,, 422.24 
6703169,CT MAXILLOFACIAL W/WO CON 670,, 467.86 
6703177,MRI ORB/FACE/NK WO CON 670,, 480.59 
6703185,MRI ORB/FACE/NK W/CON,, 646.09 
6703193,MRI ORB/FACE/NK W/WO CON 670,, 779.76 
6703201,CTA PELVIS W/WO CON 670,, 481.65 
6703219,CT PELVIS WO CON 670,, 247.19 
6703227,CT PELVIS W/CON 670,, 422.24 
6703235,CT ABD WO CON 670,, 247.19 
6703250,CT ABD W/WO CON 670,, 467.86 
6703268,MRI ABD WO CON 670,, 480.59 
6703276,MRI ABD W/CON 670,, 646.09 
6703284,MRI ABD W/WO CON 670,, 779.76 
6703300,HYSTEROSALPINGOGRAPHY 670,, 229.15 
6703326,US SOFT TISSUE HEAD/NECK 670,, 149.59 
6703334,US TRANSVAGINAL 670,, 160.20 
6703391,US GUIDE NDL PLCMT 670,, 938.90 
6703409,INJ ARTHRO SHOULDER BIL 670,, 389.35 
6703417,INJ ARTHRO SHOULDER LT 670,, 195.21 
6703425,INJ ARTHRO SHOULDER RT 670,, 195.21 
6703433,INJ ARTHRO WRIST BIL 670,, 164.44 
6703441,INJ ARHTRO WRIST LT,, 82.75 
6703458,INJ ARTHRO WRIST RT 670,, 82.75 
6703466,INJ ARTHRO KNEE BIL 670,, -   
6703474,INJ ARTHRO KNEE LT 670,, -   
6703482,INJ ARTHRO KNEE RT 670,, -   
6703490,INJ SIALOGRAM 670,, 195.21 
6703508,INJ CYSTOGRAM 670,, 228.09 
6703516,INJ SALINE/CON SIS/HYST 670,, 195.21 
6703524,MRI TMJ(S) 670,, 480.59 
6703540,CT ORB/SEL/EAR WO CON 670,, 247.19 
6703557,CT ORB/SEL/EAR W/CON 670,, 422.24 
6703565,CT ORB/SEL/EAR W/WO CON 670,, 467.86 
6703573,CT NK SOFT TISS WO CON 670,, 247.19 
6703581,CT NK SOFT TISS W/CON 670,, 422.24 
6703599,CT NK SOFT TISS W/WO CON 670,, 467.86 
6703607,MRA NECK WO CON 670,, 480.59 
6703615,MRA NECK W/CON 670,, 646.09 
6703623,MRA NECK W/WO CON 670,, 779.76 
6703631,CT THORAX WO CON 670,, 247.19 
6703649,CT THORAX W/CON 670,, 422.24 
6703656,CT THORAX W/WO CON 670,, 467.86 
6703664,MRI CHEST WO CON 670,, 480.59 
6703672,MRI CHEST W/CON 670,, 646.09 
6703680,MRI CHEST W/WO CON 670,, 779.76 
6703698,CT CERV SPINE WO CON 670,, 247.19 
6703706,CT CERV SPINE W/CON 670,, 422.24 
6703722,CT THORACIC SPINE WO CON 670,, 247.19 
6703730,CT THORACIC SPINE W/CON 670,, 422.24 
6703748,CT THORACIC SPINE W/WO 670,, 386.72 
6703755,CT LUMBAR SPINE WO CON 670,, 247.19 
6703763,CT LUMBAR SPINE W/CON 670,, 422.24 
6703771,CT LUMBAR SPINE W/WO CON 670,, 467.86 
6703789,CT PELVIS W/WO CON 670,, 467.86 
6703797,MRA PELVIS W/WO CON 670,C8920, 779.76 
6703805,MRA PELVIS WO CON 670,C8919, 480.59 
6703813,MRA PELVIS W/CON 670,C8918, 646.09 
6703821,SHOULDER ARTHRO RT 670,, 289.63 
6703839,SHOULDER ARTHRO BIL 670,, 289.63 
6703847,SHOULDER ARTHRO LT 670,, 289.63 
6703854,WRIST ARTHRO LT 670,, 324.64 
6703862,WRIST ARTHRO BIL 670,, 648.21 
6703870,WRIST ARTHRO RT 670,, 324.64 
6703888,CT UP EXT WO CON 670,, 247.19 
6703896,CT UP EXT W/CON 670,, 422.24 
6703904,CT UP EXT W/WO CON 670,, 467.86 
6703912,MRI UP EXT WO CON 670,, 480.59 
