BILL ITEM ID,LONG DESCRIPTION,CPT-4,HCPCS,REVENUE, TMMC Standard Price Schedule ,TMMC OP Lab Price Schedule
766936,buPROPion (Wellbutrin) 100mg Tab,,,637, $23.54 ,
766939,bac-neo-poly-hydcrt (Cortisporin) Ointment 15gm,,,637, $212.94 ,
766941,hydroc-neom-polym (Cortisporin) Otic Susp 10mL,,,637, $214.49 ,
766942,hydroc-neom-polym (Cortisporin) Otic Soln 10mL,,,637, $214.49 ,
766943,pyrimethamine (Daraprim) 25mg Tab,,,637, $13.97 ,
766945,digoxin 0.125mg Tab,,,637, $13.97 ,
766946,digoxin 0.25mg Tab,,,637, $13.97 ,
766948,digoxin Elix 50mcg/mL Ped Oral,,,637, $34.93 ,
766953,chlorambucil 2mg Tab,,,637, $91.10 ,
766954,lamoTRIgine 150mg Tab,,,637, $57.44 ,
766966,mercaptopurine (Purinethol) 50mg Tab,,,637, $54.59 ,
766967,SMX-TMP (Septra) 400mg-80mg Tab,,,637, $23.54 ,
766973,Sudafed (pseudoephedrine) 30mg Tab,,,637, $13.97 ,
766974,thioguanine 40mg Tab,,,637, $31.05 ,
766976,acyclovir (Zovirax) 800mg Tab,,,637, $60.80 ,
766978,acyclovir (Zovirax) 200mg Cap,,,637, $31.05 ,
766979,acyclovir (Zovirax) 5% Oint 15gm,,,637, $432.60 ,
766980,methylphenidate (Ritalin) 10mg Tab,,,637, $14.49 ,
766981,aminoglutethimide (Cytadren) 250mg Tab,,,637, $31.05 ,
766983,methylphenidate (Ritalin) 20mg Tab,,,637, $14.49 ,
766984,hydrALAZINE 10mg Tab,,,637, $13.97 ,
766985,hydrALAZINE 25mg Tab,,,637, $13.97 ,
766988,benazepril 5mg Tab,,,637, $31.05 ,
766991,benazepril 10mg Tab,,,637, $31.05 ,
766992,hydrALAZINE 50mg Tab,,,637, $13.97 ,
766993,benazepril 20mg Tab,,,637, $31.05 ,
766999,rifAMPin 50mg/5mL Susp 120mL,,,637, $272.20 ,
767000,rifAMPin 50mg/5mL Susp 240mL,,,637, $272.23 ,
767002,amLODIPine-benazepril 2.5mg-10mg Cap,,,637, $57.44 ,
767007,scopolamine (Transderm Scop)  Disc,,,637, $57.44 ,
767008,dibucain (Nupercainal) 1% Ointment 30gm,,,637, $89.78 ,
767014,ferrous sulfate 325mg Tab,,,637, $13.97 ,
767032,labetalol (Trandate) 100mg Tab,,,637, $23.54 ,
767033,albuterol (Ventolin) 2mg Tab,,,637, $13.97 ,
767034,potassium chloride  CR 10mEq Tab,,,637, $13.97 ,
767041,albuterol (ProVENTil) Syrup 2mg/5mL 120mL,,,637, $124.19 ,
767048,loratadine (Claritin) 10mg Tab,,,637, $54.59 ,
767050,Griseofulvin (Fulvicin U/F) 500mg Tab,,,637, $23.54 ,
767051,Diprosone (betamethasone) 0.05% Oint 15gm,,,637, $197.16 ,
767052,flutamide (Eulexin) 125mg Cap,,,637, $48.92 ,
767054,mometasone (Elocon) 0.1% Crm 15gm,,,637, $272.19 ,
767055,mometasone (Elocon) 0.1% Crm 45gm,,,637, $334.80 ,
767057,theophylline CR (Theo-Dur) 300mg Tab,,,637, $13.97 ,
767059,clotrimazole 1% Crm 15gm,,,637, $158.61 ,
767063,loratadine-pseudoeph (Claritin-D) 12hr CR Tab,,,637, $45.87 ,
767066,tolnaftate (Tinactin) 1% Crm 15gm,,,637, $121.35 ,
767069,labetalol (Trandate) 200mg Tab,,,637, $23.54 ,
767072,potassium chloride CR 20mEq Tab,,,637, $13.97 ,
767076,Diprosone (betamethasone) 0.05% Crm 15gm,,,637, $212.42 ,
767077,mometasone (Elocon) 0.1% Lot 30mL,,,637, $272.19 ,
767078,clotrimazole (Gyne Lotrimin) Vag Cream 45gm,,,637, $216.05 ,
767079,Lotrisone (betameth-clotrim) Crm 15gm,,,637, $197.16 ,
767085,mometasone (Nasonex) Nasal Spr 17gm,,,637, $413.46 ,
767086,desloratadine (ClariNEX) 5mg Tab,,,637, $57.44 ,
767088,isosorbide MN CR (ImDUR) 30mg Tab,,,637, $57.70 ,
767090,nitroglycerin Patch 0.3mg/hr,,,637, $37.78 ,
767092,isosorbide MN CR (ImDUR-ER) 60mg Tab,,,637, $31.05 ,
767093,Midrin (APAP-dichlphen-isomethept) Cap,,,637, $13.97 ,
767094,nefazodone (SerZONE) 100mg Tab,,,637, $38.03 ,
767097,fatty acids (MCT Oil) 120ml,,,637, $96.00 ,
767100,zzzPoly-Vi-Sol Drops/Iron 50mL,,,637, $163.26 ,
767111,acetylcysteine (Mucomyst) 20% (6000mg) 30mL vial,,,637, $810.09 ,
767113,cholestyramine (Questran) 4gm Powder Pkt,,,637, $31.05 ,
767114,cholestyramine light (Questran Light) 4Gm Pwdr Pkt,,,637, $57.44 ,
767121,docusate sodium (Colace) 10mg/mL Ped Oral,,,637, $34.93 ,
767130,traZODone (Desyrel) 50mg Tab,,,637, $13.97 ,
767131,traZODone (Desyrel) 100mg Tab,,,637, $23.54 ,
767132,traZODone (Desyrel) 150mg Tab,,,637, $54.59 ,
767135,busPIRone (Buspar) 5mg Tab,,,637, $23.54 ,
767137,irbesartan (AVApro) 150mg Tab,,,637, $49.94 ,
767138,hydrCHLOROthzde-irbesartn  12.5/150mg T,,,637, $57.44 ,
767139,butorphanol (STAdol) 10mg/mL Nasal 2.5mL,,,637, $743.08 ,
767140,metFORMIN (Glucophage) 500mg Tab,,,637, $22.25 ,
767141,metFORMIN CR (Glucophage XR) 500mg Tab,,,637, $31.57 ,
767142,metFORMIN (Glucophage) 850mg Tab,,,637, $38.03 ,
767145,glyB-metf (Glucovance) 5mg-500mg Tab,,,637, $38.03 ,
767149,cefPROZil (CefZIL) 125mg/5mL 100mL,,,637, $361.45 ,
767151,nicotine (Nicoderm) Patch 21mg/24hr,,,637, $125.49 ,
767152,nicotine (Nicoderm) Patch 14mg/24hr,,,637, $125.49 ,
767154,carbamide perox (Debrox) Ear Drops 15mL,,,637, $104.79 ,
767159,fexofenadine 180mg Tab,,,637, $57.44 ,
767160,zzzGaviscon (aluminum hydrox-mg carb) Liquid 360mL,,,637, $195.08 ,
767161,Al-Mg-NaHCO3 (Gaviscon) Chew Tab,,,637, $13.97 ,
767164,oxybutynin (Ditropan) 5mg Tab,,,637, $13.97 ,
767165,nitroglycerin ointment 2% Packet,,,637, $13.97 ,
767170,diltiazem (CardiZEM) 30mg Tab,,,637, $13.97 ,
767171,diltiazem (CardiZEM) 60mg Tab,,,637, $23.54 ,
767173,diltiazem (CardiZEM) 120mg Tab,,,637, $38.03 ,
767174,Tiazac (diltiazem) 120mg cap,,,637, $38.03 ,
767175,diltiazem CR (CardiZEM CD) 180mg Cap,,,637, $57.44 ,
767176,mesalamine CR (Pentasa CR) 250mg Cap,,,637, $20.70 ,
767178,leflunomide (Arava) 20mg Tab,,,637, $85.38 ,
767186,flecainide (Tambocor) 100mg Tab,,,637, $31.05 ,
767194,Levsin (hyoscyamine) 0.125mg Tab,,,637, $13.97 ,
767198,moexipril (Univasc) 7.5mg Tab,,,637, $31.57 ,
767201,pramoxine (Proctofoam) 15gm,,,637, $178.27 ,
767204,dicloxacillin (Dynapen) 250mg Cap,,,637, $33.38 ,
767206,penicillin V-K 250mg/5mL 100mL,,,637, $95.73 ,
767208,Dyrenium (triamterene) 50mg Cap,,,637, $13.97 ,
767216,folic acid (vitamin B9) 1mg Tab,,,637, $13.97 ,
767217,hydrocORTisone 20mg Tab,,,637, $13.97 ,
767222,codeINE-promethazine 10mg-6.25mg/5mL UD,,,637, $13.97 ,
767227,Fleet Enema 133mL,,,637, $0.01 ,
767229,diazePAM (Valium) 2mg Tab,,,637, $23.54 ,
767230,diazePAM (Valium) 5mg Tab,,,637, $23.54 ,
767235,Cortisone Acetate 25mg Tab,,,637, $23.54 ,
767238,dantrolene (Dantrium) 25mg Cap,,,637, $13.97 ,
767239,dantrolene (Dantrium) 100mg Cap,,,637, $13.97 ,
767243,risedronate 5mg Tab,,,637, $57.44 ,
767244,nitrofurantoin CR 100mg Cap,,,637, $48.92 ,
767245,zzzFuradantin (nitrofurantoin) Susp 120mL,,,637, $178.77 ,
767247,Mag-Ox (magnesium oxide) 400mg Tab,,,637, $14.82 ,
767248,triamcinolone 0.025% Crm 15gm,,,637, $122.38 ,
767249,triamcinolone 0.1% Crm 15gm,,,637, $158.09 ,
767250,nystatin ointment 15gm,,,637, $209.57 ,
767255,hydrocORTisone 0.5%  Crm30gm,,,637, $118.50 ,
767256,Hydrocort,,,637, $133.25 ,
767257,hydrocORTisone 1% oint 30gm,,,637, $148.12 ,
767260,betamethasone (Valisone) 0.1% Oint 15gm,,,637, $204.66 ,
767265,betamethasone (Valisone) 0.1% Crm 15gm,,,637, $204.66 ,
767268,nystatin cream 15gm,,,637, $195.09 ,
767276,nystatin-triamcinolone cream 15gm,,,637, $327.04 ,
767277,nystatin-triamcinolone cream 30gm,,,637, $212.94 ,
767279,nystatin-triamcinolone oint 15gm,,,637, $212.94 ,
767281,hydrocORTisone 1% Lotion 120mL,,,637, $125.50 ,
767282,repaglinide (PRAndin) 0.5mg Tab,,,637, $31.05 ,
767283,repaglinide (PRAndin) 1mg Tab,,,637, $31.05 ,
767289,buPROPion CR (Wellbutrin SR) 150mg Tab,,,637, $57.70 ,
767290,raNITIdine (ZANtac) 150mg Tab,,,637, $31.05 ,
767300,cefUROXime (CefTIN) 250mg Tab,,,637, $54.59 ,
767301,beclomethas (Beconase AQ) Nasal 25gm,,,637, $350.07 ,
767303,cefUROXime (CefTIN) 500mg Tab,,,637, $95.73 ,
767307,cefUROXime (CefTIN) 125mg/5mL 100mL,,,637, $272.19 ,
767313,fluticasone (Flonase) 0.05% Nasal Spray 16gm,,,637, $400.00 ,
767314,SUMAtriptan (Imitrex) 50mg Tab,,,637, $166.62 ,
767315,SUMAtriptan (Imitrex) 25mg Tab,,,637, $147.74 ,
767316,lamiVUDine (EPIvir) 150mg Tab,,,637, $57.44 ,
767317,zzzEPIvir (lamiVUDine) Liq 10mg/mL 30mL,,,637, $91.34 ,
767322,salmeterol (Serevent Diskus) 50mcg/inh,,,637, $588.36 ,
767324,cefUROXime (CefTIN) 250mg/5mL 100mL,,,637, $445.54 ,
767326,ondansetron (Zofran ODT) 4mg Disint Tab,,,637, $179.56 ,
767327,lamiVUDine-zidovudine (COMbivir) Tab,,,637, $106.08 ,
767328,lamoTRIgine 25mg Tab,,,637, $57.70 ,
767329,lamoTRIgine 100mg Tab,,,637, $57.70 ,
767330,abacavir (Ziagen) 300mg Tab,,,637, $64.17 ,
767334,valACYclovir (Valtrex) 500mg Tab,,,637, $57.44 ,
767335,buPROPion CR (Wellbutrin SR) 100mg Tab,,,637, $49.94 ,
767336,zzzacyclovir (Zovirax) 200mg/5mL Susp 60mL,,,637, $203.63 ,
767337,zzzacyclovir (Zovirax) 200mg/5mL Susp 120mL,,,637, $272.20 ,
767341,niaCIN (vitamin B3) 100mg Tab,,,637, $13.97 ,
767342,pyridoxine 50mg Tab,84207,,637, $13.97 ,
767345,glycerin ped supp,,,637, $13.97 ,
767346,glycerin adult supp,,,637, $13.97 ,
767347,PHENobarbital 8mg/2mL elixir (N),,,637, $43.47 ,
767349,bethanechol (Urecholine) 10mg Tab,,,637, $13.97 ,
767350,propylthiouracil 50mg Tab,,,637, $13.97 ,
767351,nitroglycerin CR (Nitrobid) 2.5mg Cap,,,637, $13.97 ,
767354,isosorbide dinitrate 20mg Tab,,,637, $14.75 ,
767357,chlordiazePOXIDE 5mg Cap,,,637, $13.97 ,
767359,chlordiazePOXIDE 25mg Cap,,,637, $23.54 ,
767362,spironolactone 4mg/mL Ped Oral,,,637, $55.88 ,
767364,cephalexin 250mg Cap,,,637, $31.05 ,
767366,verapamil 120mg Tab,,,637, $25.36 ,
767373,multi vit + minerals (Theragran M) Tabs,,,637, $8.02 ,
767374,triamcinolone 0.5% Oint 15gm,,,637, $472.97 ,
767375,miconazole (Monistat 7) 2% Vag Crm 7d,,,637, $255.89 ,
767377,cephalexin susp 125mg/5mL 100mL,,,637, $180.86 ,
767379,docusate sodium (Colace) 250mg Cap,,,637, $13.97 ,
767380,candesartan (Atacand) 8mg Tab,,,637, $57.44 ,
767398,metoprolol succinate CR (TopROL XL) 25mg Tab,,,637, $31.57 ,
767404,budesonide (Pulmicort) Respules 0.25mg/2mL,,,637, $57.44 ,
767409,pyridostigmine (Mestinon) 60mg Tab,,,637, $14.75 ,
767410,pyridostigmine (Mestinon Timespan) 180mg CR Tab,,,637, $14.75 ,
767411,neostigmine (Prostigmine) 15mg Tab,,,637, $14.75 ,
767424,pyridoxine 25mg Tab,,,637, $13.97 ,
767425,pyridoxine 100mg Tab,,,637, $13.97 ,
767428,AYR Nasal Mist 49mL,,,637, $48.92 ,
767429,AYR Nasal Drops 50mL,,,637, $48.92 ,
767444,multi vit (Theragran) Tabs,,,637, $8.02 ,
767445,bisacodyl (Dulcolax) 10mg Supp,,,637, $13.97 ,
767446,acetaminophen (Tylenol) 120mg Supp,,,637, $23.54 ,
767447,acetaminophen (Tylenol) 325mg Supp,,,637, $23.54 ,
767449,triamcinolone 0.1% Crm 30gm,,,637, $197.16 ,
767452,Magonate (mag gluc) 500mg Tab,,,637, $13.97 ,
767468,metroNIDAZOLE (MetroGel) 0.75% Gel 45gm,,,637, $230.85 ,
767470,lansoprazole (Prevacid) 3mg/mL Susp 100mL,,,637," $1,238.82 ",
767476,anastrozole (Arimidex) 1mg Tab,,,637, $82.54 ,
767478,QUEtiapine (SEROquel) 100mg Tab,,,637, $57.70 ,
767479,QUEtiapine (SEROquel) 200mg Tab,,,637, $57.44 ,
767481,zafirlukast (AccoLATE) 20mg Tab,,,637, $35.71 ,
767482,tamoxifen (Nolvadex) 10mg Tab,,,637, $37.78 ,
767483,bicalutamide (Casodex) 50mg Tab,,,637, $109.70 ,
767485,nisoldipine CR 20mg Tab,,,637, $38.03 ,
767498,acebutolol (Sectral) 200mg Cap,,,637, $25.36 ,
767520,Thyrolar-1 (l-thyrox-liothyron) Tab,,,637, $13.64 ,
767521,Thyrolar-2 (l-thyrox-liothyron) Tab,,,637, $13.97 ,
767522,Thyrolar-3 (l-thyrox-liothyron) Tab,,,637, $13.97 ,
767524,Thyroid 60mg Tab,,,637, $13.97 ,
767527,riMANTAdine (Flumadine) 100mg Tab,,,637, $48.92 ,
767530,benzonatate (Tessalon) 100mg Perle,,,637, $13.97 ,
767532,escitalopram 10mg Tab,,,637, $57.44 ,
767534,diltiazem CR (Tiazac) 360mg Cap,,,637, $57.44 ,
767535,citalopram (CeleXA) 20mg Tab,,,637, $57.44 ,
767536,calfactant 35mg/mL 6mL inj,,,637," $5,743.38 ",
767574,zzzPhenergan Expt DM (DM-prometh) Elix 120mL,,,637, $124.19 ,
767618,sulfADIAZINE 0.5gm Tab,,,637, $14.75 ,
767631,ibuprofen 200mg Tab,,,637, $13.97 ,
767635,Preparation H Supp,,,637, $13.97 ,
767639,charcoal  50gm/240mL,,,637, $125.49 ,
767642,aspirin 300mg Supp,,,637, $13.97 ,
767646,citric acid-sod citrate (Bicitra) Liquid 15mL,,,637, $16.04 ,
767656,metOLazone (Zaroxolyn) 5mg Tab,,,637, $13.97 ,
767657,metOLazone (Zaroxolyn) 2.5mg Tab,,,637, $13.97 ,
767658,prednisoLONE (Pediapred) 5mg/5mL 120mL,,,637, $197.16 ,
767670,aspirin-dipyridamole 25mg-200mg CR  Cap,,,637, $57.44 ,
767671,cloNIDine (Catapres) 0.1mg Tab,,,637, $13.97 ,
767673,dipyridamole (Persantine) 25mg Tab,,,637, $13.97 ,
767679,meloxicam (Mobic) 7.5mg Tab,,,637, $57.44 ,
767680,cloNIDine (Catapres TTS-1) 0.1mg/day Patch,,,637, $125.49 ,
767681,cloNIDine (Catapres TTS-2) 0.2mg/day Patch,,,637, $197.16 ,
767682,cloNIDine (Catapres TTS-3) 0.3mg/day Patch,,,637, $225.87 ,
767683,telmisartan (Micardis) 40mg Tab,,,637, $57.44 ,
767684,tamsulosin CR (FLOmax) 0.4mg Cap,,,637, $57.70 ,
767685,mexiletine (Mexitil) 150mg Cap,,,637, $23.54 ,
767686,mexiletine (Mexitil) 200mg Cap,,,637, $23.54 ,
767694,chlorphenir (Chlortrimeton) 4mg Tab,,,637, $13.97 ,
767725,glipiZIDE (Glucotrol) 5mg Tab,,,637, $13.97 ,
767726,glipiZIDE (Glucotrol) 10mg Tab,,,637, $23.54 ,
767731,prazosin (Minipress) 1mg Cap,,,637, $13.97 ,
767734,prazosin (Minipress) 2mg Cap,,,637, $13.97 ,
767737,sulfaSALAzine (Azulfidine) 500mg Tab,,,637, $13.97 ,
767739,acetaminophen (Tylenol) 650mg Supp,,,637, $23.54 ,
767740,Tums 500mg Chew Tab,,,637, $13.64 ,
767743,FLUoxetine (PROzac) 10mg Cap,,,637, $54.59 ,
767744,FLUoxetine (PROzac) 20mg Cap,,,637, $57.44 ,
767745,FLUoxetine (PROzac) Liq 20mg/5mL 30mL,,,637, $314.88 ,
767746,meclizine 12.5mg Tab,,,637, $13.97 ,
767747,Haldol (haloperidol) 1mg Tab,,,637, $14.75 ,
767748,Haldol (haloperidol) 2mg Tab,,,637, $14.75 ,
767753,IMIpramine (Tofranil) 25mg Tab,,,637, $14.75 ,
767754,IMIpramine (Tofranil) 50mg Tab,,,637, $25.36 ,
767757,nitroglycerin CR (Nitrobid) 6.5mg Cap,,,637, $13.97 ,
767764,tocopheryl (Vitamin E) 100 IntUnits Cap,,,637, $9.57 ,
767765,"Vitamin A 10,000 IntUnits Cap",,,637, $13.97 ,
767766,omega-3 FA (Fish Oil) 1000mg Cap,,,637, $14.75 ,
767799,B&O (belladonna-opium) 15A 30mg Supp,,,637, $31.05 ,
767800,belladonna-opium (B&O) 16A 60mg Supp,,,637, $31.05 ,
767801,bismuth subsalicylate (Pepto-Bismol) Tab,,,637, $13.97 ,
767807,thiamine (vitamin B1) 100mg Tab,,,637, $13.97 ,
767810,urea (Carmol) 20% Crm 85gm,,,637, $197.16 ,
767816,triethanolamine (Aspercreme) Crm 90gm,,,637, $125.49 ,
767836,zzzMylicon (simethicone) Drops  40mg/0.6mL- 30mL,,,637, $224.32 ,
767837,simethicone (Mylicon-80) Tab,,,637, $14.75 ,
767840,Ditropan XL (oxyBUTynin CR) 5mg Tab,,,637, $57.44 ,
767845,naproxen (Naprosyn) 500mg Tab,,,637, $28.98 ,
767850,phenol (Chloraseptic) Spray 180mL,,,637, $84.62 ,
767856,magnesium citrate (Citroma) 300mL,,,637, $51.00 ,
767857,naproxen 220mg Tab,,,637, $17.08 ,
767860,psyllium (Metamucil) Pkt 3.4gm,,,637, $13.64 ,
767866,triamcinolone 0.025% Oint 15gm,,,637, $130.92 ,
767876,aspirin (Ecotrin) 325mg enteric coated Tab,,,637, $13.97 ,
767879,dapsone 100mg Tab,,,637, $13.97 ,
767888,dornase alfa (Pulmozyme) 2.5mg Inh Soln,,,637, $318.24 ,
767890,quiNIDine (Quinaglute Duratab) 324mg Tab,,,637, $23.54 ,
767891,sotalol (Betapace) 80mg Tab,,,637, $54.59 ,
767894,estradiol (Climara) 0.1mg/24hr Patch,,,637, $272.19 ,
767895,fentaNYL (Duragesic-25) 25mcg/hr Disc,,,637, $144.11 ,
767896,fentaNYL (Duragesic-75) 75mcg/hr Disc,,,637, $329.37 ,
767897,fentaNYL (Duragesic-100) 100mcg/hr Disc,,,637, $410.09 ,
767904,ketoconazole (Nizoral) 2% Crm 15gm,,,637, $272.19 ,
767906,zzzitraconazole (Sporanox) 10mg/mL Soln 150mL,,,637," $1,161.71 ",
767922,levETIRAcetam 500mg Tab,,,637, $57.44 ,
767926,raNITIdine (ZANtac) 150mg/10mL u/d,,,637, $95.73 ,
767928,ascorbic acid 250mg Tab,,,637, $13.97 ,
767932,chlorthalidone (Hygroton) 25mg Tab,,,637, $13.97 ,
767934,methocarbamol (Robaxin) 500mg Tab,,,637, $13.97 ,
767935,dicyclomine (BenTYL) 10mg Cap,,,637, $13.97 ,
767938,allopurinol (Zyloprim) 100mg Tab,,,637, $13.97 ,
767939,allopurinol (Zyloprim) 300mg Tab,,,637, $13.97 ,
767940,LORazepam (AtiVAN) 1mg Tab,,,637, $14.75 ,
767941,LORazepam (AtiVAN) 2mg Tab,,,637, $25.36 ,
767942,LORazepam (AtiVAN) 0.5mg Tab,,,637, $13.20 ,
767943,megestrol (Megace) 20mg Tab,,,637, $23.54 ,
767944,megestrol (Megace) 40mg Tab,,,637, $23.54 ,
767949,doxycycline (Vibramycin) 100mg Cap,,,637, $57.44 ,
767954,trifluoperazine (Stelazine) 1mg Tab,,,637, $13.97 ,
767957,thiothixene (Navane) 1mg Cap,,,637, $14.75 ,
767959,ALPRAZolam (Xanax) 0.25mg Tab,,,637, $14.75 ,
767960,ALPRAZolam (Xanax) 0.5mg Tab,,,637, $14.75 ,
767982,aspirin (Halfprin) 81mg EC Tab,,,637, $14.82 ,
767984,TORsemide (Demadex) 10mg Tab,,,637, $23.54 ,
767985,TORsemide (Demadex) 100mg Tab,,,637, $57.70 ,
768000,oxandrolone (OxANDRin) 10mg Tab,,,637, $159.64 ,
768001,oxandrolone (OxANDRin) 2.5mg Tab,,,637, $57.44 ,
768002,levOCARNitine (Carnitor) Oral Sol 120mL,,,637, $368.70 ,
768006,metroNIDAZOLE (MetroGel) 0.75% Vag Gel 70gm,,,637, $272.20 ,
768023,ursodiol 300mg Cap,,,637, $54.59 ,
768037,Paromomycin (Humatin) 250mg Cap,,,637, $58.47 ,
768038,acetaZOLAMIDE CR (Diamox) 500mg Sequel,,,637, $25.36 ,
768040,acetaZOLAMIDE (Diamox) 250mg Tab,,,637, $14.75 ,
768041,methazolAMIDE (Neptazane) 25mg Tab,,,637, $25.36 ,
768055,Carbatrol CR (carBAMazepine CR) 300mg Cap,,,637, $38.03 ,
768059,carBAMazepine (TEGretol) 100mg/5mL 120mL,,,637, $134.28 ,
768061,carBAMazepine (TEGretol) 200mg Tab,,,637, $14.75 ,
768062,clomiPRAMINE 25mg Cap,,,637, $31.05 ,
768064,oxyCODONE CR (OxyCONTIN) 20mg Tab,,,637, $57.70 ,
768065,oxyCODONE CR (OxyCONTIN) 40mg Tab,,,637, $57.70 ,
768066,tiZANidine (Zanaflex) 4mg Tab,,,637, $57.44 ,
768070,zonisamide (Zonegran) 100mg Cap,,,637, $57.44 ,
768072,cilostazol (PleTAL) 100mg Tab,,,637, $57.44 ,
768076,norethindrone (Aygestin) 5mg Tab,,,637, $57.44 ,
768078,chloral hydrate 500mg/5mL - NICU,,,637, $25.36 ,
768079,zzzPhenergan (promethazine) Expt Syrup 120mL,,,637, $85.91 ,
768082,felodipine CR 2.5mg Tab,,,637, $49.94 ,
768083,omeprazole DR (priLOSEC) 10mg Cap,,,637, $57.70 ,
768086,hydrocORTisone (Anusol-HC) 2.5% crm 30gm,,,637, $227.17 ,
768091,mafenide (Sulfamylon) 5% Soln 1000mL,,,637, $960.94 ,
768093,donepezil (Aricept) 5mg Tab,,,637, $57.70 ,
768094,nelfinavir (ViraCEPT) 250mg Tab,,,637, $57.44 ,
768107,levalbuterol (Xopenex) 0.31mg/3mL Inh Soln,,,637, $52.26 ,
768108,levalbuterol (Xopenex) 0.63mg/3mL Inh Soln,,,637, $52.01 ,
768109,modafinil (Provigil) 100mg Tab,,,637, $57.44 ,
768116,pioglitazone 15mg Tab,,,637, $57.44 ,
768117,indomethacin CR 75mg Cap,,,637, $33.38 ,
768121,colesevelam (Welchol) 625mg Tab,,,637, $38.03 ,
768125,ezetimibe (Zetia) 10mg Tab,,,637, $57.44 ,
768129,Aquaphor Skin Healing Oint 52.5gm,,,637, $125.48 ,
768134,eucerin cream,,,637, $124.19 ,
768135,eucerin lotion,,,637, $124.19 ,
768140,nadolol (CorgARD) 20mg Tab,,,637, $57.44 ,
768141,Capoten (CaPTOpril) 100mg Tab,,,637, $40.36 ,
768153,ethambutol (Myambutol) 400mg Tab,,,637, $25.36 ,
768159,losartan potassium 50mg Tab,,,637, $45.87 ,
768164,caRVEdilol 6.25mg Tab,,,637, $57.44 ,
768172,promethazine (Phenergan) 50mg Supp,,,637, $33.38 ,
768173,pramipexole (Mirapex) 0.25mg Tab,,,637, $38.03 ,
768174,ibuprofen (Motrin) 400mg Tab,,,637, $13.97 ,
768180,amoxiCILLIN 250mg Cap,,,637, $14.75 ,
768193,miSOPROStol (CytoTEC) 200 mcg Tab,,,637, $33.12 ,
768194,disopyramide (Norpace) 150mg Cap,,,637, $25.36 ,
768200,PARoxetine (PaxIL) 20mg Tab,,,637, $58.47 ,
768201,belladonna alk-phenobarb (Donnatal) Elixir 10mL,,,637, $315.66 ,
768202,metoclopramide (Reglan) 5mg Tab,,,637, $14.75 ,
768204,niCARdipine (CardENE) 30mg Cap,,,637, $25.36 ,
768209,morphine ER (MS Contin) 60mg Tab,,,637, $58.47 ,
768210,senna (Senokot) 8.6mg Tab,,,637, $8.02 ,
768212,lisinopril (ZeSTRil) 20mg Tab,,,637, $33.12 ,
768213,furosemide 20mg Tab,,,637, $13.97 ,
768214,ramipril 2.5mg Cap,,,637, $33.38 ,
768217,primidone (Mysoline) 50mg Tab,,,637, $14.75 ,
768222,levothyroxine (Synthroid) 112mcg Tab,,,637, $14.75 ,
768223,doxepin (SINEquan) 25mg Cap,,,637, $13.97 ,
768227,furosemide 10mg/mL Ped Oral,,,637, $57.44 ,
768229,caffeine citrate (Cafcit) 20mg/mL Ped oral,,,637, $385.77 ,
768236,warfarin (Coumadin) 10mg Tab,,,637, $14.75 ,
768237,Sinemet (carbidop-levodop) 25/250 Tab,,,637, $25.36 ,
768240,desipramine (Norpramin) 25mg Tab,,,637, $14.75 ,
768244,atorvastatin 20mg Tab,,,637, $57.44 ,
768245,phenazopyridine (Pyridium) 200mg Tab,,,637, $23.54 ,
768247,quinapril (AccuPRIL) 20mg Tab,,,637, $40.62 ,
768248,gabapentin (Neurontin) 300mg Cap,,,637, $45.87 ,
768251,terazosin (Hytrin) 2mg Cap,,,637, $33.12 ,
768254,valproic acid (Depakene) 250mg/5mL 120mL,,,637, $211.13 ,
768257,divalproex (Depakote) 500mg Tab,,,637, $48.92 ,
768279,nortriptyline (Aventyl) 25mg Cap,,,637, $13.97 ,
768284,methylphenidate (Ritalin) 5mg Tab,,,637, $14.49 ,
768287,ascorbic acid 500mg Tab,,,637, $13.97 ,
768288,clotrimazole 1% Crm 30gm,,,637, $224.58 ,
768292,busPIRone (Buspar) 10mg Tab,,,637, $31.05 ,
768295,nicotine (Nicoderm) Patch 7mg/24hr,,,637, $125.49 ,
768296,sucralfate (Carafate) 1gm Tab,,,637, $23.54 ,
768304,Valium (diazePAM) 10mg Tab,,,637, $57.44 ,
768306,nitrofurantoin 50mg Cap,,,637, $13.97 ,
768309,nystatin (Mycostatin) ointment 30gm,,,637, $312.29 ,
768311,hydrocORTisone 0.5% oint 30gm,,,637, $122.90 ,
768312,nystatin cream 30gm,,,637, $291.85 ,
768315,Temovate (clobetasol) 0.05% Oint 15gm,,,637, $272.19 ,
768318,cephalexin susp 250mg/5mL 100mL,,,637, $291.85 ,
768322,metoprolol succinate CR (TopROL XL) 100mg Tab,,,637, $31.05 ,
768328,atenolol (TenorMIN) 25mg Tab,,,637, $38.03 ,
768336,cloNIDine (Catapres) 0.3mg Tab,,,637, $23.54 ,
768343,haloperidol (Haldol) 5mg Tab,,,637, $25.36 ,
768352,fentaNYL (Duragesic-50) 50mcg/hr Disc,,,637, $215.27 ,
768355,Isoniazid 300mg Tab,,,637, $13.97 ,
768356,dicyclomine (BenTYL) 20mg Tab,,,637, $13.97 ,
768360,ALPRAZolam (Xanax) 1mg Tab,,,637, $25.36 ,
