ACTIVITY TYPE,CDM_DESC, UNIT_AMT ,BILL_ITEM_ID
Pharmacy,hydroxychloroquine 200 mg tablet,$22.00 ,5065689
Pharmacy,hydroxyurea 500 mg capsule,$8.00 ,5053720
Pharmacy,hydrOXYzine 25 mg / 1 mL injection,$58.00 ,4648402
Pharmacy,hydrOXYzine HCl 10 mg tablet,$3.00 ,4748386
Pharmacy,hydrOXYzine HCl 10 mg/5 mL syrup (dose),$4.00 ,685713
Pharmacy,"hydrOXYzine HCl 10 mg/5 mL syrup, 60 mL",$18.00 ,5140612
Pharmacy,hydrOXYzine HCl 25 mg tablet,$3.00 ,4792382
Pharmacy,hydrOXYzine pamoate 25 mg capsule,$1.00 ,683874
Pharmacy,hydrOXYzine pamoate 50 mg capsule,$1.00 ,4434410
Pharmacy,hyoscyamine 0.125 mg tablet,$6.00 ,4897092
Pharmacy,hyoscyamine 0.125 mg/mL drops (dose ),$15.00 ,685692
Pharmacy,"hyoscyamine 0.125 mg/mL drops, 15 mL",$164.00 ,4782393
Pharmacy,hyoscyamine 0.375 mg ER tablet,$4.00 ,4868433
Pharmacy,"hyoscyamine-lid-Maalox-pb, 120 mL",$78.00 ,5057637
Pharmacy,"hyoscyamine-lid-Maalox-pb, 30 mL",$18.00 ,5059438
Pharmacy,hypochlorous acid 0.033% top sol 118 mL,$64.00 ,5310359
Pharmacy,ibandronate 3mg Injection,"$1,613.00 ",4899381
Pharmacy,"Ibuprofen (g) 100 mg/5 mL Susp, 120 mL",$27.00 ,3115366
Pharmacy,ibuprofen 100 mg / 5 mL suspension UD,$8.00 ,4897155
Pharmacy,ibuprofen 400 mg tablet,$1.00 ,4868432
Pharmacy,ibuprofen 600 mg tablet,$1.00 ,4780557
Pharmacy,ibuprofen-HYDROcodone 7.5 mg tablet [C-III],$22.00 ,4854407
Pharmacy,ibutilide 1 mg / 10 mL injection,"$1,495.00 ",4744369
Pharmacy,imipramine 25 mg tablet,$3.00 ,4854534
Pharmacy,Immune globulin 10% (Gamunex),$340.00 ,5179776
Pharmacy,indapamide 2.5 mg tablet,$3.00 ,4842373
Pharmacy,indomethacin 25 mg capsule,$2.00 ,5059620
Pharmacy,indomethacin 50 mg capsule,$2.00 ,2939356
Pharmacy,indomethacin SR 75 mg capsule,$18.00 ,4776428
Pharmacy,inFLIXimab injection per 10 mg,$242.00 ,685293
Pharmacy,inFLIXimab-dyyb 100 mg inj,$189.00 ,5261191
Pharmacy,influenza virus vaccine 2017-2018 susp,$177.00 ,5285946
Pharmacy,"influenza virus vaccine, HIGH dose trivalent",$334.00 ,5339023
Pharmacy,"influenza virus vaccine, quadrivalent",$172.00 ,5284823
Pharmacy,"influenza virus vaccine, quadrivalent",$167.00 ,5339024
Pharmacy,insulin glargine 100 units/mL,$18.00 ,685605
Pharmacy,"insulin human 70/30 insulin, 100 units/mL",$14.00 ,685830
Pharmacy,"insulin human NPH , 100 units/mL",$18.00 ,4780508
Pharmacy,"insulin human regular, 100 units/mL",$18.00 ,4780519
Pharmacy,insulin lispro protamine 75/25 susp,$18.00 ,823563
Pharmacy,"insulin lispro, 100 units/mL",$18.00 ,684487
Pharmacy,"insulin regular human, 100 units/mL IV",$18.00 ,5179752
Pharmacy,Insulin Regular in NS 100 units/100 mL,$21.00 ,3302328
Pharmacy,Insulin vial (take home),$104.00 ,695671
Pharmacy,iohexol 240 50 mL in 900 mL Crystal Light,$99.00 ,5145766
Pharmacy,"Iopidine 1% EYE soln, 0.1 mL",$168.00 ,695380
Pharmacy,ipilimumab 5 mg/mL Sol,$290.00 ,3920367
Pharmacy,"ipratropium 0.06% nasal spray, 15 mL",$137.00 ,5093702
Pharmacy,"ipratropium HFA 17 mcg/inh Aer, 12.9 gm",$952.00 ,1364305
Pharmacy,ipratropium nasal spray 0.03% 30 mL,$171.00 ,4806366
Pharmacy,irbesartan 150 mg tablet,$13.00 ,684714
Pharmacy,irinotecan 100 mg / 5 mL injection,$488.00 ,4898526
Pharmacy,iron complex polysac (Ferrex -150),$1.00 ,4884978
Pharmacy,iron complex polysac(Ferrex 150 Forte+),$9.00 ,4006375
Pharmacy,iron sucrose  100 mg / 5 mL injection,$301.00 ,685864
Pharmacy,Isoniazid 300 mg tablet,$1.00 ,683312
Pharmacy,isoproterenol 1 mg / 5 mL injection,"$1,844.00 ",5333311
Pharmacy,isosorbide dinitrate 10 mg tablet,$9.00 ,4834409
Pharmacy,isosorbide dinitrate 20 mg tablet,$10.00 ,4874632
Pharmacy,isosorbide dinitrate ER  40 mg tablet,$6.00 ,4855249
Pharmacy,isosorbide mononitrate 20 mg tablet,$10.00 ,4913417
Pharmacy,isosorbide mononitrate ER 30 mg tablet,$7.00 ,4884870
Pharmacy,isosorbide mononitrate ER 60 mg tablet,$12.00 ,5059556
Pharmacy,"isosulfan blue 1% injection, 5 mL","$1,750.00 ",3389366
Pharmacy,"itraconazole 10 mg/mL Sol, 150 ml",$846.00 ,1904305
Pharmacy,itraconazole 100 mg capsule,$52.00 ,4898638
Pharmacy,ivermectin 3 mg Tab,$37.00 ,2409309
Pharmacy,KCl 10 mEq / 5 mL injection,$100.00 ,5053582
Pharmacy,KCl 20 mEq / 10 mL injection,$35.00 ,4762378
Pharmacy,KCl 20 mEq / 15 mL liquid UD,$63.00 ,5145934
Pharmacy,KCl 20 mEq in water,$43.00 ,684325
Pharmacy,KCl 30 mEq / 15 mL injection,$35.00 ,5145795
Pharmacy,KCl 40 mEq / 20 mL injection,$51.00 ,4568376
Pharmacy,ketamine 50 mg/0.5 mL inj (dose) [C-III],$62.00 ,5244236
Pharmacy,ketamine 50 mg/5 mL syringe [C-III],$71.00 ,5252923
Pharmacy,"Ketamine 50 mg/mL injection, 10 mL (EMD) [C-III]",$56.00 ,4794581
Pharmacy,ketamine 500 mg/ 5 mL inj (EMD) [C-III],$80.00 ,5244237
Pharmacy,Ketamine injection (OR) [C-III],$27.00 ,5145903
Pharmacy,"ketoconazole 2% cream, 15 gm",$320.00 ,4434403
Pharmacy,"ketoconazole 2% shampoo, 120 mL",$167.00 ,4760386
Pharmacy,ketoconazole 200 mg tablet,$29.00 ,4860451
Pharmacy,"ketorolac 0.4% EYE drops, 5 mL",$668.00 ,5067841
Pharmacy,"ketorolac 0.5%  EYE drops, 5 mL",$324.00 ,5117702
Pharmacy,ketorolac 10 mg tablet,$9.00 ,2737366
Pharmacy,ketorolac 15 mg injection,$41.00 ,4782369
Pharmacy,ketorolac 30 mg injection,$67.00 ,4782427
Pharmacy,ketorolac 60 mg injection,$53.00 ,4812393
Pharmacy,"ketotifen  0.025% EYE drops, 5 mL",$171.00 ,4762371
Pharmacy,"labetalol  5 mg/mL injection, 20 mL",$82.00 ,5264454
Pharmacy,labetalol 100 mg tablet,$4.00 ,4896669
Pharmacy,labetalol 20 mg/4 mL injection,$71.00 ,4856366
Pharmacy,labetalol 200 mg tablet,$5.00 ,2387318
Pharmacy,labetalol 300 mg tablet,$8.00 ,5053402
Pharmacy,labetalol 5 mg injection (OR),$12.00 ,4913693
Pharmacy,lacosamide 100 mg Tablet [C-V],$89.00 ,4888646
Pharmacy,lacosamide 200 mg/20 mL inj,$362.00 ,5139832
Pharmacy,lacosamide 50 mg Tab [C-V],$63.00 ,5244947
Pharmacy,lactobacillus acidop capsule(FloraQ),$11.00 ,4748843
Pharmacy,lactobacillus acidop-bulg tablet(Floranex),$4.00 ,2763466
Pharmacy,lactobacillus-bulgaricus granules 1 gm packet,$12.00 ,2763465
Pharmacy,"Lactulose 10 gm / 15 mL syrup, 120 mL",$17.00 ,4434402
Pharmacy,lactulose 20 gm / 30 mL syrup UD,$9.00 ,4648406
Pharmacy,Lactulose Retention Enema 1000 mL,$45.00 ,4983490
Pharmacy,lamiVUDine 150 mg tablet,$50.00 ,4434390
Pharmacy,lamiVUDine HBV 100 mg tablet,$84.00 ,685787
Pharmacy,lamoTRIgine 100 mg tablet,$11.00 ,4838390
Pharmacy,lamoTRIgine 25 mg tablet,$25.00 ,4748886
Pharmacy,"Lanolin ointment, 30 gm",$10.00 ,4792433
Pharmacy,lanolin/menthol/petrolatum/Zn oxide top(Calmosepti,$30.00 ,5348543
Pharmacy,"lanolin-mineral oil bath oil , 8 oz",$43.00 ,4566368
Pharmacy,lanthanum carbonate 500 mg tablet,$75.00 ,4846370
Pharmacy,"latanoprost 0.005% EYE drops, 2.5 mL",$88.00 ,4756430
Pharmacy,"lavage, 4000 mL (Golytely)",$51.00 ,683226
Pharmacy,l-Citrulline 750 mg capsule,$6.00 ,4895007
Pharmacy,leflunomide 20 mg Tab,$115.00 ,2405335
Pharmacy,letrozole 2.5 mg tablet,$58.00 ,4854491
Pharmacy,Leucovorin calcium 10mg/mL injection,$23.00 ,685330
Pharmacy,Leucovorin calcium 5 mg tablet,$11.00 ,5045399
Pharmacy,leuprolide Depot 22.5 mg inj (3-month),"$8,387.00 ",2977382
Pharmacy,leuprolide Depot 3.75 mg injection,"$2,454.00 ",4852397
Pharmacy,leuprolide DEPOT 45 mg inj (6-mon),"$17,550.00 ",5313210
Pharmacy,leuprolide Depot 7.5 mg/month Inj,"$2,925.00 ",4854366
Pharmacy,levETIRAcetam 100 mg/mL Soln UD,$36.00 ,5239572
Pharmacy,levETIRAcetam 1000 mg Tab,$7.00 ,4896880
Pharmacy,levETIRAcetam 1000 mg/100 mL-NaCl 0.75% Sol,$323.00 ,4973502
Pharmacy,levETIRAcetam 250 mg tablet,$20.00 ,4947663
Pharmacy,levETIRAcetam 500 mg tablet,$24.00 ,4792429
Pharmacy,levETIRAcetam 500mg/100 mL NaCl 0.82%,$179.00 ,4897412
Pharmacy,levETIRAcetam 500mg/5ml Inj,$98.00 ,5065690
Pharmacy,"levobunolol  0.5% EYE drops, 5 mL",$119.00 ,4852426
Pharmacy,levOCARNitine 200 mg/mL Sol,$80.00 ,4736379
Pharmacy,levofloxacin 250 mg / 50 mL dextrose 5%,$74.00 ,4854448
Pharmacy,levofloxacin 250 mg tablet,$19.00 ,4768373
Pharmacy,levofloxacin 500 mg / 100 mL dextrose 5%,$145.00 ,4754389
Pharmacy,levofloxacin 500 mg / 20 mL injection,$138.00 ,4134367
Pharmacy,levofloxacin 500 mg tablet,$19.00 ,4854481
Pharmacy,levofloxacin 750 mg / 150 mL dextrose 5%,$261.00 ,5310277
Pharmacy,levofloxacin 750 mg tablet,$39.00 ,4774370
Pharmacy,LEVOleucovorin 50 mg Inj,$9.00 ,2583327
Pharmacy,Levothyroxine 100 mcg (0.1 mg)  Inj,$472.00 ,4204381
Pharmacy,levothyroxine 100 mcg tablet,$11.00 ,4760373
Pharmacy,levothyroxine 112 mcg tablet,$5.00 ,2589340
Pharmacy,levothyroxine 125 mcg tablet,$8.00 ,4758380
Pharmacy,levothyroxine 137 mcg tablet,$5.00 ,4854556
Pharmacy,levothyroxine 150 mcg tablet,$9.00 ,4834413
Pharmacy,levothyroxine 175 mcg tablet,$10.00 ,5057400
Pharmacy,levothyroxine 25 mcg tablet,$4.00 ,4758370
Pharmacy,levothyroxine 50 mcg tablet,$6.00 ,4752375
Pharmacy,levothyroxine 75 mcg tablet,$10.00 ,4758378
Pharmacy,levothyroxine 88 mcg tablet,$3.00 ,4855119
Pharmacy,"lidocaine 0.5% w/EPINEPHrine inj, 50 mL",$71.00 ,3219089
Pharmacy,"lidocaine 1% injection, 10 mL",$27.00 ,5268500
Pharmacy,"lidocaine 1% injection, 20 mL",$27.00 ,4748893
Pharmacy,"lidocaine 1% Injection, 50 mL",$67.00 ,4744400
Pharmacy,lidocaine 1%-EPIN-10 mL,$27.00 ,4024366
Pharmacy,lidocaine 1%-w/EPIN-20mL,$28.00 ,4692376
Pharmacy,"lidocaine 1%-w/EPINEPHrine inj, 30 mL",$35.00 ,4764378
Pharmacy,"lidocaine 1%-w/EPINEPHrine inj, 50 mL",$37.00 ,4692377
Pharmacy,lidocaine 100 mg/ 5 mL syringe,$48.00 ,4748418
Pharmacy,Lidocaine 2 gm / dextrose 5%,$50.00 ,683366
Pharmacy,"lidocaine 2% injection PF (amp), 10 mL",$28.00 ,3932366
Pharmacy,"lidocaine 2% injection, 10 mL",$40.00 ,5267011
Pharmacy,"lidocaine 2% injection, 20 mL",$28.00 ,5267085
Pharmacy,"lidocaine 2% injection, 50 mL",$48.00 ,4454383
Pharmacy,"lidocaine 2% jelly, 30 mL",$100.00 ,4746652
Pharmacy,"Lidocaine 2% viscous liquid, 15 mL",$7.00 ,4913506
Pharmacy,"Lidocaine 2% viscous soln, 5 mL (dose)",$1.00 ,4820454
Pharmacy,"Lidocaine 2% viscous solution, 100 mL",$74.00 ,2917366
Pharmacy,"lidocaine 2% w/EPI 1:100,000  20 mL",$27.00 ,4748379
Pharmacy,Lidocaine 4% topical solution (LTA),$122.00 ,4648407
Pharmacy,"lidocaine 4% topical solution, 50 mL",$188.00 ,4914262
Pharmacy,"Lidocaine 5% ointment, 35 gm",$629.00 ,683898
Pharmacy,Lidocaine injection (OR),$7.00 ,4939379
Pharmacy,"lidocaine MPF  2% Injection, 2 mL",$28.00 ,4855410
Pharmacy,"lidocaine MPF  2%, 10 mL amp",$140.00 ,4855265
Pharmacy,"lidocaine MPF 1.5%-w/EPINEPHrine, 5 mL",$30.00 ,4794437
Pharmacy,"lidocaine MPF 2% w/EPI 1:200,000, 20 mL",$156.00 ,5258166
Pharmacy,"lidocaine MPF 2% w/EPINEPHrine, 10 mL",$41.00 ,3753369
Pharmacy,"lidocaine PF 4% injection, 5 mL",$54.00 ,4786376
Pharmacy,"Lidocaine Uro-Jet 2% jelly, 10 mL",$39.00 ,4798380
Pharmacy,"Lidocaine Uro-Jet 2% jelly, 20 mL",$51.00 ,684523
Pharmacy,lidocaine w/EPINEPHrine injection (OR),$8.00 ,4820472
Pharmacy,"lidocaine, topical 5% film",$69.00 ,5339231
Pharmacy,lidocaine/ropivacaine Block 60mL,$103.00 ,2607344
Pharmacy,"lidocaine-MPF  1% w/EPI 1:200,000, 30 mL",$3.00 ,5312433
Pharmacy,"lidocaine-MPF 1% injection, 2 mL",$25.00 ,4855409
Pharmacy,"lidocaine-MPF 1% injection, 5 mL amp",$27.00 ,4913505
Pharmacy,"lidocaine-MPF 1% injection, 5 mL vial",$27.00 ,4782370
Pharmacy,"lidocaine-prilocaine cream , 5 gm",$53.00 ,2078305
Pharmacy,"lido-epi-tetr top soln+methylcellulose,3mL",$38.00 ,686123
Pharmacy,"lido-sil sulf-triamcin, 100 grams",$380.00 ,2755344
Pharmacy,linezolid 600 mg / 300 mL D5W,$442.00 ,5091733
Pharmacy,linezolid 600 mg tablet,$527.00 ,5051505
Pharmacy,liothyronine 25 mcg tablet,$13.00 ,5051399
Pharmacy,liothyronine 5 mcg tablet,$6.00 ,3111366
Pharmacy,"lipids IV 20%, 100 mL",$89.00 ,5049567
Pharmacy,"lipids IV 20%, 500 mL",$142.00 ,5049566
Pharmacy,liraglutide 18 mg/3 mL Sol,$21.00 ,4888767
Pharmacy,lisdexamfetamine 20 mg capsule [C-II],$51.00 ,4961367
Pharmacy,lisinopril 10 mg tablet,$1.00 ,1428306
Pharmacy,lisinopril 20 mg tablet,$2.00 ,4977397
Pharmacy,lisinopril 5 mg tablet,$7.00 ,4913405
Pharmacy,lisinopril-HCTZ 10-12.5 mg tablet,$10.00 ,4566429
Pharmacy,lithium carbonate 150 mg Cap,$1.00 ,4170368
Pharmacy,lithium carbonate 300 mg capsule,$2.00 ,683373
Pharmacy,lithium carbonate CR 300 mg tablet,$6.00 ,4874376
Pharmacy,"lithium citrate syrup, 300 mg / 5 mL, 60 mL",$35.00 ,682969
Pharmacy,l-methylfolate 7.5 mg Tab,$17.00 ,5308081
Pharmacy,loperamide 1 mg / 5 mL liquid (dose),$1.00 ,5141847
Pharmacy,"loperamide 1 mg / 5 mL liquid, 120 mL",$18.00 ,2917367
Pharmacy,loperamide 2 mg capsule,$7.00 ,5261030
Pharmacy,lopinavir-ritonavir 200 mg-50 mg Tab,$42.00 ,2413324
Pharmacy,"loratadine 10 mg / 10 mL syrup, 60 mL",$18.00 ,4866442
Pharmacy,LORAzepam 0.5 mg tablet [C-IV],$2.00 ,682841
Pharmacy,LORAzepam 1 mg tablet [C-IV],$2.00 ,682839
Pharmacy,"LORAzepam 2 mg/mL inj, 10 mL [C-IV]",$72.00 ,4566433
Pharmacy,LORAzepam 2 mg/mL injection [C-IV],$43.00 ,4796384
Pharmacy,LORAzepam 2 mg/ml Intensol (dose) [C-IV],$10.00 ,685666
Pharmacy,"LORAzepam 2 mg/ml Intensol, 30 mL [C-IV]",$101.00 ,4798454
Pharmacy,losartan 100 mg Tab,$7.00 ,5075826
Pharmacy,losartan 25 mg tablet,$6.00 ,4947460
Pharmacy,losartan 50 mg tablet,$6.00 ,5053614
Pharmacy,"loteprednol 0.5% EYE suspension, 5 mL",$588.00 ,685582
Pharmacy,Lovastatin 10 mg Tablet,$4.00 ,823559
Pharmacy,lovastatin 20 mg tablet,$16.00 ,683436
Pharmacy,loxapine  25 mg capsule,$8.00 ,4894578
Pharmacy,Loxapine 5 mg capsule,$3.00 ,4748395
Pharmacy,lubiprostone 24 mcg Cap,$41.00 ,4434369
Pharmacy,lubiprostone 8 mcg Capsule,$41.00 ,4786379
Pharmacy,lurasidone 120 mg Tablet,$303.00 ,5313372
Pharmacy,lurasidone 20 mg Tablet,$222.00 ,4884436
Pharmacy,lurasidone 40 mg Tablet,$205.00 ,4967412
Pharmacy,lurasidone 80 mg Tablet,$227.00 ,5313371
Pharmacy,"Magic Mouthwash, 90 mL",$10.00 ,4937404
Pharmacy,"magnesium carb 54 mg/5 mL Liq, 60 mL",$13.00 ,5141861
Pharmacy,magnesium chloride CR 64 mg tablet,$1.00 ,4899159
Pharmacy,"magnesium citrate 290 mg / 30 mL, 300 mL",$12.00 ,4748851
Pharmacy,"magnesium hydroxide susp, 30 mL",$10.00 ,2463311
Pharmacy,magnesium oxide 400 mg tablet,$1.00 ,4744384
Pharmacy,magnesium sulfate  40 gm / water,$64.00 ,5139702
Pharmacy,magnesium sulfate 1 gm/2mL Inj,$28.00 ,5145784
Pharmacy,magnesium sulfate 2 gm in water,$140.00 ,5330064
Pharmacy,magnesium sulfate 2 gm/4 mL injection,$25.00 ,4820433
Pharmacy,magnesium sulfate 4 gm in water,$71.00 ,1522306
Pharmacy,magnesium sulfate 5 gm / 10 mL injection,$6.00 ,4820373
Pharmacy,"mannitol 25% injection, 50 mL",$128.00 ,5029373
Pharmacy,measles/mumps/rubella vaccine 0.5 mL,$386.00 ,2143305
Pharmacy,meclizine 12.5 mg tablet,$6.00 ,5101706
Pharmacy,meclizine 25 mg tablet,$6.00 ,4913381
Pharmacy,medroxyPROGESTERone 150 mg/mL inj,$568.00 ,4885208
Pharmacy,medroxyPROGESTERone 400 mg/mL inj,$830.00 ,684379
Pharmacy,medroxyPROGESTERone 5 mg tablet,$3.00 ,4855051
Pharmacy,megestrol 40 mg tablet,$5.00 ,4894579
Pharmacy,megestrol 400 mg/ 10  mL Susp UD,$17.00 ,5295184
Pharmacy,melatonin 3 mg tablet,$1.00 ,4854548
Pharmacy,meloxicam 7.5 mg tablet,$12.00 ,4874463
Pharmacy,memantine 10 mg tablet,$43.00 ,5057415
Pharmacy,"meningococcal conj vaccine, 0.5 mL",$568.00 ,2199305
Pharmacy,"meningococcal group B vaccine recombinant, OMV, ad",$588.00 ,5340896
Pharmacy,Menomune-A/C/Y/W-135 50 mcg / 0.5 mL inj,$568.00 ,683423
Pharmacy,meperidine 100 mg/1 mL injection [C-II],$27.00 ,4850403
Pharmacy,meperidine 25 mg / 1 mL injection [C-II],$28.00 ,4848374
Pharmacy,meperidine 50 mg tablet [C-II],$10.00 ,4798440
Pharmacy,meperidine 50 mg/1 mL injection [C-II],$28.00 ,4848373
Pharmacy,"mepivacaine 1.5% injection, 30 mL",$78.00 ,4566380
Pharmacy,mepolizumab 100 mg injection,"$5,300.00 ",5083715
Pharmacy,mercaptopurine 50 mg tablet,$25.00 ,4911548
Pharmacy,meropenem 1 gm injection,$387.00 ,5308128
Pharmacy,meropenem 500 mg Injection,$145.00 ,4892618
Pharmacy,Mesalamine 1000 mg Supp,$202.00 ,1704305
Pharmacy,mesalamine 800 mg EC tablet,$52.00 ,5117896
Pharmacy,"mesalamine enema, 60 mL",$87.00 ,683932
Pharmacy,mesalamine SR 250 mg capsule,$18.00 ,4855046
Pharmacy,Mesna 100 mg/mL Sol,$91.00 ,4898527
Pharmacy,metaxalone 800 mg tablet,$38.00 ,5182814
Pharmacy,metFORMIN  XR 500 mg tablet,$2.00 ,4746442
Pharmacy,metFORMIN 500 mg tablet,$1.00 ,4959366
Pharmacy,metFORMIN 850 mg tablet,$11.00 ,4796378
Pharmacy,methadone 10 mg tablet [C-II],$4.00 ,684976
Pharmacy,methadone 5 mg tablet [C-II],$2.00 ,4798441
Pharmacy,methimazole 10 mg tablet,$8.00 ,4855057
Pharmacy,methimazole 5 mg tablet,$1.00 ,4770428
Pharmacy,methocarbamol  500 mg tablet,$2.00 ,4758388
Pharmacy,methocarbamol 1000 mg / 10 mL IV,$279.00 ,5154390
Pharmacy,methocarbamol 750 mg tablet,$3.00 ,4652367
Pharmacy,methotrexate 2.5 mg tablet,$18.00 ,4748385
Pharmacy,methotrexate 25 mg/mL injection,$6.00 ,4941371
Pharmacy,"methyl salicylate cream, 85 gm",$16.00 ,4384367
Pharmacy,"methyl salicylate solution, 60 mL",$41.00 ,684877
Pharmacy,"methyl salicylate-menthol cream, 57 gm",$28.00 ,685812
Pharmacy,"methylcellulose powder, 60 gm",$8.00 ,683963
Pharmacy,methyldopa 250 mg tablet,$2.00 ,4748399
Pharmacy,methyldopa 500 mg tablet,$3.00 ,5125717
Pharmacy,"Methylene blue 1% injection, 10 mL",$79.00 ,4748426
Pharmacy,"methylene blue 5 mg/mL inj, 10 mL",$612.00 ,5266604
Pharmacy,methylergonovine 0.2 mg / 1 mL injection,$138.00 ,4434428
Pharmacy,methylergonovine maleate  0.2 mg tablet,$345.00 ,5145853
Pharmacy,methylphenidate 20 mg Tab (IR) [C-II],$2.00 ,4854461
Pharmacy,methylphenidate 27 mg/24 hr ER tab [C-II],$50.00 ,5013436
Pharmacy,methylphenidate 36 mg/24 hr ER tab [C-II],$42.00 ,5013437
Pharmacy,methylphenidate HCl 10 mg tablet [C-II],$10.00 ,5053400
Pharmacy,methylphenidate HCl 5 mg tablet [C-II],$11.00 ,5053401
Pharmacy,methylPREDNISolone  500 mg / 8 mL inj,$211.00 ,683737
Pharmacy,methylPREDNISolone 1 gm inj,$265.00 ,4844367
Pharmacy,methylPREDNISolone 125 mg / 2 mL inj,$74.00 ,5145778
Pharmacy,methylPREDNISolone 4 mg tablet,$11.00 ,4112410
Pharmacy,methylPREDNISolone 40 mg inj(Depo-Medrol),$111.00 ,5045430
Pharmacy,methylPREDNISolone 40 mg inj(Solu-Medrol),$63.00 ,4776437
Pharmacy,methylPREDNISolone 80 mg inj(Depo-Medrol),$141.00 ,4820445
Pharmacy,metoclopramide 10 mg / 10 mL syrup UD,$7.00 ,4652368
Pharmacy,metoclopramide 10 mg / 2 mL injection,$29.00 ,4388400
Pharmacy,metoclopramide 10 mg tablet,$1.00 ,5047463
Pharmacy,metolazone 2.5 mg tablet,$17.00 ,4806373
Pharmacy,metolazone 5 mg tablet,$15.00 ,4814394
Pharmacy,"metolopramide 10 mg / 10 mL syrup, 60 mL",$7.00 ,683666
Pharmacy,metoprolol  5 mg / 5 mL injection,$28.00 ,4997423
Pharmacy,metoprolol succinate XL 25 mg tablet,$9.00 ,4894940
Pharmacy,metoprolol succinate XL 50 mg tablet,$9.00 ,4890909
Pharmacy,metoprolol tartrate 50 mg tablet,$1.00 ,4898717
Pharmacy,"metroNIDAZOLE 0.75% vaginal gel, 70 gm",$784.00 ,4979452
Pharmacy,metroNIDAZOLE 1% gel 60 gm,"$1,077.00 ",1652305
Pharmacy,"metroNIDAZOLE 250 mg / 5 mL susp,120 mL",$26.00 ,5141912
Pharmacy,metroNIDAZOLE 250 mg tablet,$5.00 ,4810391
Pharmacy,metroNIDAZOLE 500 mg / 100 mL NaCl 0.9%,$71.00 ,683198
Pharmacy,metroNIDAZOLE 500 mg tablet,$7.00 ,4967367
Pharmacy,mexiletine 150 mg capsule,$6.00 ,4748839
Pharmacy,micafungin 100 mg Injection,$558.00 ,3135399
Pharmacy,"miconazole 2% ointment, 56.7 gm",$98.00 ,5037654
Pharmacy,miconazole 2% Powder 43 gm,$28.00 ,4440366
Pharmacy,"miconazole-3 vaginal cream, 15gm",$79.00 ,4872407
Pharmacy,"Miconazole-7 vaginal cream, 45 gm",$41.00 ,4844406
Pharmacy,midazolam 1 mg injection [C-IV],$10.00 ,4917367
Pharmacy,midazolam 10 mg / 2 mL injection [C-IV],$37.00 ,4888542
Pharmacy,midazolam 2 mg / 2 mL injection [C-IV],$20.00 ,4898592
Pharmacy,midazolam 5 mg / 5 mL injection [C-IV],$53.00 ,4901409
Pharmacy,midazolam 5 mg/ 1 mL Soln [C-IV],$26.00 ,5127756
Pharmacy,midazolam 50 mg / 10 mL injection [C-IV],$265.00 ,4855397
Pharmacy,midodrine 5 mg tablet,$18.00 ,4884976
Pharmacy,milrinone 1 mg/mL Sol,$21.00 ,2879352
Pharmacy,milrinone 10 mg/ 10 mL injection,$85.00 ,4770433
Pharmacy,milrinone 20 mg / dextrose 5%,$197.00 ,4862368
Pharmacy,milrinone 40 mg / dextrose 5%,$387.00 ,4782366
Pharmacy,"mineral oil enema, 133 mL",$15.00 ,4896715
Pharmacy,mineral oil light-sterile 25 mL,$31.00 ,4855392
Pharmacy,"Mineral oil, 30 mL",$2.00 ,5141913
Pharmacy,minocycline 100 mg capsule,$8.00 ,4818408
Pharmacy,minocycline 50 mg capsule,$3.00 ,4855077
Pharmacy,minoxidil 10 mg tablet,$6.00 ,5055418
Pharmacy,minoxidil 2.5 mg tablet,$1.00 ,4855072
Pharmacy,mirtazapine 15 mg Soltab,$17.00 ,5095718
Pharmacy,mirtazapine 15 mg tablet,$19.00 ,4762366
Pharmacy,mirtazapine 30 mg tablet,$5.00 ,4748962
Pharmacy,misoprostol 100 mcg tablet,$9.00 ,4855081
Pharmacy,misoprostol 200 mcg tablet,$13.00 ,4888501
Pharmacy,mitoMYcin 5 mg injection,$849.00 ,4898528
Pharmacy,mitoMYcin ophthalmic injection,$257.00 ,5141881
Pharmacy,modafinil 100 mg tablet [C-IV],$76.00 ,5015516
Pharmacy,"mometasone  50 mcg/dose nasal spray, 17 gm",$455.00 ,2917371
Pharmacy,"mometasone 0.1% cream, 15 gm",$163.00 ,4752419
Pharmacy,"mometasone 0.1% ointment, 15 gm",$164.00 ,5015409
Pharmacy,montelukast 10 mg tablet,$26.00 ,4923419
Pharmacy,montelukast 4 mg chewable tablet,$26.00 ,4898326
Pharmacy,montelukast 5 mg chewable tablet,$17.00 ,4947459
Pharmacy,morphine 0.4 mg/mL oral solution [C-II],$1.00 ,5206058
Pharmacy,morphine 10 mg / 1 mL injection [C-II],$28.00 ,5139744
Pharmacy,morphine 10 mg/0.5 mL oral solution [C-II],$15.00 ,5059448
Pharmacy,morphine 2 mg / 1 mL injection [C-II],$32.00 ,4794571
Pharmacy,"Morphine 25 mg/mL Injection, 10 mL [C-ll]",$59.00 ,2143311
Pharmacy,morphine 4 mg / 1 mL injection [C-II],$31.00 ,5117740
Pharmacy,morphine 5 mg/ 1 mL injection [C-II],$28.00 ,5288162
Pharmacy,morphine 8 mg/mL injection [C-II],$27.00 ,5288383
Pharmacy,"morphine PCA 1 mg/mL injection, 50 mL [C-II]",$112.00 ,4800384
Pharmacy,morphine sulfate 15 mg tablet [C-II],$6.00 ,4914390
