ACTIVITY TYPE,CDM_DESC, UNIT_AMT ,BILL_ITEM_ID
Charges - Non-Surgical Supplies,RAD SUP DRESSING BIOCLUSIVE 4 X 5,$4.00 ,5196380
Charges - Non-Surgical Supplies,RAD SUP DRESSING/KERLIX/FLUF/ROLL 4.5,$7.00 ,5196385
Charges - Non-Surgical Supplies,RAD SUP ELECTODE QUAD MRI ECG,$36.00 ,5196390
Charges - Non-Surgical Supplies,RAD SUP ENFALYTE,$5.00 ,5196399
Charges - Non-Surgical Supplies,RAD SUP EXT SET W/OPTION-LOC,$8.00 ,5272671
Charges - Non-Surgical Supplies,RAD SUP GAUZE 4X4 TEN PACK,$3.00 ,5196389
Charges - Non-Surgical Supplies,RAD SUP GAUZE VASELINE 3 X 9,$5.00 ,5196383
Charges - Non-Surgical Supplies,RAD SUP GEL ALOE PLEX,$15.00 ,5276288
Charges - Non-Surgical Supplies,RAD SUP GRANULES E-Z GAS,$6.00 ,5196445
Charges - Non-Surgical Supplies,RAD SUP INSTRUMENTS STERILE,$24.00 ,5196490
Charges - Non-Surgical Supplies,RAD SUP JELCO 24GA,$8.00 ,5196484
Charges - Non-Surgical Supplies,RAD SUP JELCO PLUS 18GA,$9.00 ,5196481
Charges - Non-Surgical Supplies,RAD SUP JELCO PLUS 20GA,$8.00 ,5196482
Charges - Non-Surgical Supplies,RAD SUP JELCO PLUS 22GA,$10.00 ,5196483
Charges - Non-Surgical Supplies,RAD SUP KIT BARIUM ENEMA,$37.00 ,5196433
Charges - Non-Surgical Supplies,RAD SUP KIT BARIUM ENEMA EMPTY,$12.00 ,5196434
Charges - Non-Surgical Supplies,RAD SUP KIT IV START,$6.00 ,5196452
Charges - Non-Surgical Supplies,RAD SUP KIT ONE STEP FLUID DRAIN,$478.00 ,5196333
Charges - Non-Surgical Supplies,RAD SUP KIT PNEUMOTHORAX,$332.00 ,5196444
Charges - Non-Surgical Supplies,RAD SUP KIT SUTURE REMOVAL,$7.00 ,5284968
Charges - Non-Surgical Supplies,RAD SUP KIT THORACENTESIS,$161.00 ,5196418
Charges - Non-Surgical Supplies,"RAD SUP KIT,AIRCON ENEMA XL3000",$39.00 ,5196430
Charges - Non-Surgical Supplies,RAD SUP MAMMO MARK BX SITE IDENTI 8FR,$328.00 ,5196358
Charges - Non-Surgical Supplies,RAD SUP MAMMO PROBE GUIDE 8FR,$37.00 ,5329649
Charges - Non-Surgical Supplies,RAD SUP MAMMO ST PROBES 8GA,$728.00 ,5196357
Charges - Non-Surgical Supplies,RAD SUP MAMMO VACUUM SETS,$78.00 ,5196356
Charges - Non-Surgical Supplies,RAD SUP MAMMOTOME MRI BX KIT SHORT,"$1,420.00 ",5196338
Charges - Non-Surgical Supplies,RAD SUP MARKER TISSUE 11 GUAGE,$331.00 ,5196346
Charges - Non-Surgical Supplies,RAD SUP MARKING PEN W/RULER SKIN,$7.00 ,5196466
Charges - Non-Surgical Supplies,RAD SUP MEDIPORE 4IN TAPE,$39.00 ,5196314
Charges - Non-Surgical Supplies,RAD SUP MRIDIUM BYPASS INFUSION SET,$78.00 ,5196409
Charges - Non-Surgical Supplies,RAD SUP NDLECOAXINTRO 15GA11.8CMBXGUN,$63.00 ,5196478
Charges - Non-Surgical Supplies,RAD SUP NDLECOAXINTRO 17GA11.8CMBXGUN,$63.00 ,5196474
Charges - Non-Surgical Supplies,RAD SUP NDLECOAXINTRO 17GA16.8CMBXGUN,$63.00 ,5196475
Charges - Non-Surgical Supplies,RAD SUP NDLECOAXINTRO 17GA6.8CMBXGUN,$63.00 ,5196477
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOP TEMNO 14G X 15C,$193.00 ,5196322
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY 14GA 20CM,$209.00 ,5331365
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY 16GA 15CM,$90.00 ,5196340
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY 18GA 11CM,$214.00 ,5196336
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY 18GA 20CM,$235.00 ,5196342
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY TEMMO 11CM,$235.00 ,5196348
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY TEMMO 15CM,$246.00 ,5196349
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY TEMNO 18X15,$209.00 ,5196341
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BIOPSY TEMNO 20G 20CM,$249.00 ,5196402
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BONE MARROW BIOP 11X4,$73.00 ,5196315
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BONE MARROW BIOP 13X4,$73.00 ,5196316
Charges - Non-Surgical Supplies,RAD SUP NEEDLE BUTTERFLY 25GA,$4.00 ,5196321
Charges - Non-Surgical Supplies,RAD SUP NEEDLE CHIBA BIOP 21G X 15CM,$41.00 ,5196326
Charges - Non-Surgical Supplies,RAD SUP NEEDLE CORE TISSUE BIOPSY,$143.00 ,5196345
Charges - Non-Surgical Supplies,RAD SUP NEEDLE GALACTOGRAPHY GIY-30,$88.00 ,5196461
Charges - Non-Surgical Supplies,RAD SUP NEEDLE HUBER 20GA X 3/4,$33.00 ,5196353
Charges - Non-Surgical Supplies,RAD SUP NEEDLE MYELOGRAM LONG 22GAX6,$91.00 ,5196332
Charges - Non-Surgical Supplies,RAD SUP NEEDLE MYELOGRAM LONG 22GAX8,$106.00 ,5196325
Charges - Non-Surgical Supplies,RAD SUP NEEDLE POWERLOC HUBER 19G 1IN,$52.00 ,5196404
Charges - Non-Surgical Supplies,RAD SUP NEEDLE POWERLOC HUBER 19G 3/4,$52.00 ,5196403
Charges - Non-Surgical Supplies,RAD SUP NEEDLE POWERLOC HUBER 20G 1IN,$52.00 ,5196405
Charges - Non-Surgical Supplies,RAD SUP NEEDLE SPINAL 18GA X 3 1/2,$6.00 ,5196427
Charges - Non-Surgical Supplies,RAD SUP NEEDLE SPINAL 20GA X 3 1/2,$8.00 ,5196428
Charges - Non-Surgical Supplies,RAD SUP NEEDLE SPINAL 20GA X 6,$12.00 ,5196318
Charges - Non-Surgical Supplies,RAD SUP NEEDLE SPINAL 22GA 3 1/2,$9.00 ,5196429
Charges - Non-Surgical Supplies,RAD SUP NEEDLE SPINAL 25GA X 3 1/2 IN,$6.00 ,5196317
Charges - Non-Surgical Supplies,"RAD SUP NEEDLE, BUTTERFLY 23G",$5.00 ,5196319
Charges - Non-Surgical Supplies,RAD SUP PERCU-STA,$91.00 ,5268159
Charges - Non-Surgical Supplies,RAD SUP PROBE COVER 15X122CM,$27.00 ,5196363
Charges - Non-Surgical Supplies,RAD SUP PROLENE 2-0 3 SH,$12.00 ,5196408
Charges - Non-Surgical Supplies,RAD SUP SADOWSKY BREAST MARK SYS7.5CM,$114.00 ,5196396
Charges - Non-Surgical Supplies,RAD SUP SAFE-T-CENTESIS CATH DRAIN TR,$340.00 ,5196487
Charges - Non-Surgical Supplies,RAD SUP SCALPEL #11,$4.00 ,5196442
Charges - Non-Surgical Supplies,RAD SUP SET EXTENION HIGH PRESSURE,$8.00 ,5196343
Charges - Non-Surgical Supplies,RAD SUP SET EXTENSION SINGLE IV,$10.00 ,5196448
Charges - Non-Surgical Supplies,RAD SUP SET FLUID ADMIN CYSTO-CONRAY,$7.00 ,5196485
Charges - Non-Surgical Supplies,RAD SUP SET GEN PURP DRAIN 14FR,$357.00 ,5196323
Charges - Non-Surgical Supplies,RAD SUP SET INJECTION SITE LL INTERLI,$6.00 ,5196449
Charges - Non-Surgical Supplies,RAD SUP SET INTERLINK BASIC SOLUTION,$6.00 ,5196447
Charges - Non-Surgical Supplies,RAD SUP SET INTERLINK VENTED SOLUTION,$11.00 ,5196450
Charges - Non-Surgical Supplies,RAD SUP SET SECONDARY NONVENT Y LOCK,$4.00 ,5318933
Charges - Non-Surgical Supplies,"RAD SUP SET,HYSTEROSALPINGOGRAM 5FR",$117.00 ,5196463
Charges - Non-Surgical Supplies,RAD SUP SHEET MEDIUM DRAPE,$10.00 ,5196425
Charges - Non-Surgical Supplies,"RAD SUP SPIKE,CONTRAST MANAGEMENT",$12.00 ,5196479
Charges - Non-Surgical Supplies,RAD SUP STOPCOCK 3-WAY(NAMIC),$5.00 ,5196469
Charges - Non-Surgical Supplies,RAD SUP SUO BIOPINCE 18GA20CM DISPBXG,$187.00 ,5196472
Charges - Non-Surgical Supplies,RAD SUP SUTURE SILK 2-0 FS 685,$7.00 ,5196313
Charges - Non-Surgical Supplies,RAD SUP SYRI OPTIS-MRI 2-60ML 90TUBIN,$72.00 ,5196401
Charges - Non-Surgical Supplies,RAD SUP SYRINGE 10CC PREFILLED SALINE,$3.00 ,5196394
Charges - Non-Surgical Supplies,RAD SUP SYRINGE 3CC PREFILLED SALINE,$3.00 ,5196393
Charges - Non-Surgical Supplies,RAD SUP SYRINGE OPTIVANTAGE CT 200ML,$45.00 ,5196395
Charges - Non-Surgical Supplies,RAD SUP SYSTEM DRAINAGE URESIL 500ML,$135.00 ,5196364
Charges - Non-Surgical Supplies,RAD SUP SYSTEM SADOWSKY BREAST 10CM,$81.00 ,5196459
Charges - Non-Surgical Supplies,RAD SUP SYSTEM SADOWSKY BREAST 5CM,$81.00 ,5196458
Charges - Non-Surgical Supplies,RAD SUP TEGADERM 6X8 DRESSING,$8.00 ,5196392
Charges - Non-Surgical Supplies,RAD SUP TIP JUNIOR FLEX ENEMA TIP,$12.00 ,5196361
Charges - Non-Surgical Supplies,RAD SUP TIP RETENSION CUFF ENEMA,$26.00 ,5196432
Charges - Non-Surgical Supplies,"RAD SUP TRANSDUCER,ADULT MAXA",$52.00 ,5196426
Charges - Non-Surgical Supplies,RAD SUP TRAY ARTHROGRAM,$73.00 ,5196492
Charges - Non-Surgical Supplies,RAD SUP TRAY BASIC BIOPSY,$109.00 ,5196419
Charges - Non-Surgical Supplies,RAD SUP TRAY FOLEY 16FR,$42.00 ,5196420
Charges - Non-Surgical Supplies,RAD SUP TRAY HYSTRO STERILE HARDWARE,$81.00 ,5196488
Charges - Non-Surgical Supplies,RAD SUP TRAY IRRIGATION,$12.00 ,5196422
Charges - Non-Surgical Supplies,RAD SUP TRAY LUMBAR PUNTU 22GA X 3.5,$74.00 ,5196423
Charges - Non-Surgical Supplies,RAD SUP TRAY STERILE/MYELOGRAM 22 GA,$71.00 ,5196437
Charges - Non-Surgical Supplies,RAD SUP TRAY URETHRAL 15FR,$11.00 ,5196421
Charges - Non-Surgical Supplies,"RAD SUP TRAY,CENTRAL LINE DRESS/CHANG",$42.00 ,5196381
Charges - Non-Surgical Supplies,RAD SUP TROCAR 20 FR,$96.00 ,5196375
Charges - Non-Surgical Supplies,RAD SUP TUBE FEEDING 5FR 16 INCH,$4.00 ,5196397
Charges - Non-Surgical Supplies,RAD SUP TUBE FEEDING 8FR 16 INCH,$5.00 ,5196398
Charges - Non-Surgical Supplies,RAD SUP TUBE VINYL CONNECT COOK 30CM,$91.00 ,5196324
Charges - Non-Surgical Supplies,RAD SUP TUBING COILED EXTENSION 60IN,$8.00 ,5196365
Charges - Non-Surgical Supplies,RAD SUP TUBING CONNECTING,$4.00 ,5196443
Charges - Non-Surgical Supplies,RAD SUP TUBING Y TYPE 60 IN COIL,$28.00 ,5196406
Charges - Non-Surgical Supplies,RAD SUP YANKAUER SUCTION HANDLE,$3.00 ,5196400
Charges - Non-Surgical Supplies,RAD TRAY VASCULAR ACCESS INSE,$420.00 ,5328842
Charges - Non-Surgical Supplies,SET BLOOD Y-TYPE,$223.00 ,5319436
Charges - ONC,"ONC BONE MARROW ASP/BIOP,SAME INC/DOS",$54.00 ,5154158
Charges - ONC,ONC BONE MARROW BIOPSY NDL/TROCAR,$274.00 ,5154157
Charges - ONC,ONC HOSPICE SUPERVISION,$157.00 ,5329675
Charges - ONC,ONC HOSPITAL D/C DAY MAG 30 MINUTE,$118.00 ,5154147
Charges - ONC,ONC HOSPITAL D/C DAY MGM > 30 MIN,$158.00 ,5154148
Charges - ONC,ONC INITIAL HOSPITAL CARE/HIGH,$261.00 ,5154176
Charges - ONC,ONC INITIAL HOSPITAL CARE/LOW,$156.00 ,5154174
Charges - ONC,ONC INITIAL HOSPITAL CARE/MODERATE,$188.00 ,5154175
Charges - ONC,ONC INITIAL NURSING FACILITY CARE/DAY 25 MINUTES,$87.00 ,5317368
Charges - ONC,ONC INITIAL NURSING FACILITY CARE/DAY 35 MINUTES,$124.00 ,5317369
Charges - ONC,ONC INITIAL NURSING FACILITY CARE/DAY 45 MINUTES,$159.00 ,5317370
Charges - ONC,ONC INITIAL OBV CARE/HIGH,$288.00 ,5154173
Charges - ONC,ONC INITIAL OBV CARE/LOW,$155.00 ,5154171
Charges - ONC,ONC INITIAL OBV CARE/MODERATE,$203.00 ,5154172
Charges - ONC,ONC NURSING FAC CARE SUBSEQ,$43.00 ,5290142
Charges - ONC,ONC NURSING FAC DISCHARGE DAY,$71.00 ,5290143
Charges - ONC,ONC OBV CARE D/C DAY MGMT,$131.00 ,5154170
Charges - ONC,ONC OBV/IP HOSPITAL CARE/LOW,$231.00 ,5154154
Charges - ONC,ONC OBV/IP HOSPITAL CARE/MODERATE,$303.00 ,5154155
Charges - ONC,ONC OCM MEOS PAYMENT,$165.00 ,5154185
Charges - ONC,ONC OP ESTABLISHED COMPLEX/HIGH,$156.00 ,5154169
Charges - ONC,ONC OP ESTABLISHED DETAILED/MODERATE,$113.00 ,5154168
Charges - ONC,ONC OP ESTABLISHED EXPANDED/LOW,$88.00 ,5154167
Charges - ONC,ONC OP ESTABLISHED FOCUSED/DIRECT,$60.00 ,5154166
Charges - ONC,ONC OP NEW EXPANDED/DIRECT,$79.00 ,5154160
Charges - ONC,ONC OP NEW PATIENT COMPLEX/HIGH,$238.00 ,5154163
Charges - ONC,ONC OP NEW PATIENT COMPLEX/MODERATE,$177.00 ,5154162
Charges - ONC,ONC OP NEW PATIENT DETAILED/LOW,$147.00 ,5154161
Charges - ONC,ONC OP NEW PATIENT FOCUSED/DIRECT,$48.00 ,5154159
Charges - ONC,ONC SUBSEQUENT IP CARE 15 OR >,$58.00 ,5154177
Charges - ONC,ONC SUBSEQUENT IP CARE 25 OR >,$93.00 ,5154145
Charges - ONC,ONC SUBSEQUENT IP CARE 35 OR >,$139.00 ,5154146
Charges - ONC,ONC SUBSEQUENT OBSERVATION CARE LOW,$41.00 ,5154153
Charges - ONC,ONC THERAPEUTIC PHLEBOTOMY,$166.00 ,5153874
Charges - PB,PB ANKLE DISLOCATION,$504.00 ,5198135
Charges - PB,"PB ASPIRATION ABSCESS,CYST,HEMATOMA",$153.00 ,5198060
Charges - PB,PB BIMALLEOLA ANKLE FX,$691.00 ,5198132
Charges - PB,PB BIMALLEOLAR ANKLE,"$1,308.00 ",5198133
Charges - PB,"PB BLADDER CATH, COMPLEX",$131.00 ,5198169
Charges - PB,"PB BLADDER CATH, SIMPLE",$72.00 ,5198168
Charges - PB,"PB BURN, LOCAL TX ONLY RQ",$118.00 ,5198098
Charges - PB,PB CENTRAL LINE INS >5 YRS NONTUNNEL,$377.00 ,5198155
Charges - PB,PB CHANGE G TUBE,$224.00 ,5198163
Charges - PB,PB CHEST TUBE (PTX OR HTX),$645.00 ,5196520
Charges - PB,PB CHEST TUBE INSERTION,$924.00 ,5198152
Charges - PB,PB CL TX RADIAL SHFT FX W MANIP,$425.00 ,5343156
Charges - PB,PB CL TX TIB SHFT FX W MANIP,$852.00 ,5343052
Charges - PB,PB CL TX WB DSTL TIB FX W MAINP,$950.00 ,5343051
Charges - PB,PB CLAVICLE TX FRACTURE,$387.00 ,5198104
Charges - PB,PB CLOSED TX CALCANEAL FRACTURE W/O MANIPULATION,$272.00 ,5331905
Charges - PB,PB CLOSED TX LUNATE DISLOCATION W/MANIPULATION,$576.00 ,5331637
Charges - PB,PB CLTX FEM SHFT FX W/MANJ W/WO SKIN/SKELETAL TRAC,"$1,281.00 ",5333466
Charges - PB,PB CLTX FX GRT TOE PHLX/PHLG W/MANJ,$170.00 ,5339602
Charges - PB,PB CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MANJ EA,$281.00 ,5331731
Charges - PB,"PB COMPLEX TRUNK, EA ADD'L 5CM OR LESS",$115.00 ,5274374
Charges - PB,PB CPR HEART/LUNG,$591.00 ,5198182
Charges - PB,PB CRITICAL CARE 1ST HOUR,$464.00 ,5198192
Charges - PB,PB CRITICAL CARE EA ADD 1/2 HOUR,$233.00 ,5198193
Charges - PB,PB DEBRIDE INFECTED SKIN,$103.00 ,5198061
Charges - PB,PB DEBRIDE SQ TISSUE 20SQ CM OR <,$97.00 ,5198062
Charges - PB,PB DISTA FIBULAR(ANKLE) FX,$597.00 ,5198131
Charges - PB,PB DISTAL PHALANX FRACTURE,$239.00 ,5198125
Charges - PB,PB DISTAL RADIAL FRACTURE,$625.00 ,5198117
Charges - PB,PB DRAIN EX EAR/LESION,$83.00 ,5196523
Charges - PB,PB DRESS/DEBRID P-THICK BURN M,$106.00 ,5258184
Charges - PB,PB EKG INTERPRETATION,$32.00 ,5198184
Charges - PB,PB ELBOW DISLOCATION,$428.00 ,5198110
Charges - PB,PB ELECTIVE CARDIOVERSION,$493.00 ,5198183
Charges - PB,PB EMRGENCY INTUBATION,$428.00 ,5198150
Charges - PB,PB ENUCLEATION OF EXT HEMORRHOID,$275.00 ,5198166
Charges - PB,PB EVACUATION SUBUNG.HEMATOMA,$108.00 ,5198066
Charges - PB,PB EXCISE INGROWN TOENAIL,$391.00 ,5198068
Charges - PB,PB FB EAR REMOVAL,$185.00 ,5198178
Charges - PB,"PB FB MUSCLE/TENDON, SIMPLE REM",$275.00 ,5198099
Charges - PB,PB FB SQ COMPLEX REMOVA,$440.00 ,5198058
Charges - PB,PB FB SQ SIMPLE REMOVA,$147.00 ,5198057
Charges - PB,PB FINGER DISLOCATION,$306.00 ,5198127
Charges - PB,PB FINGER SPLINTS APPL,$73.00 ,5198143
Charges - PB,PB HIP DISLOCATION,$941.00 ,5198128
Charges - PB,PB HUMERAL NECK TX FRACTURE,$590.00 ,5198105
Charges - PB,PB I & D VULVA/PERINEUM,$109.00 ,5196525
Charges - PB,PB I&D PERIANAL ABSCESS SUPERFICIAL,$276.00 ,5320581
Charges - PB,PB ID BARTHOLIN ABSCESS,$318.00 ,5198171
Charges - PB,PB ID DENTAL ABSCESS,$308.00 ,5198161
Charges - PB,PB ID FELON ABSCESS DRAIN,$550.00 ,5198119
Charges - PB,"PB ID HEMATOMA,SEROMA",$220.00 ,5198059
Charges - PB,PB ID PARONYCHIA DRAIN,$279.00 ,5198118
Charges - PB,PB ID PERIRECTAL ABSCESS,$655.00 ,5198164
Charges - PB,"PB ID PILONIDAL CYST,COMPLEX",$488.00 ,5198056
Charges - PB,"PB ID PILONIDAL CYST,SIMPLE",$204.00 ,5198055
Charges - PB,PB ID SQ ABSCESS COMPLICATED/MULTI,$406.00 ,5198054
Charges - PB,PB ID SQ ABSCESS SIMPLE,$125.00 ,5198053
Charges - PB,PB INCISION OF EXTERNAL HEMORRHOID,$250.00 ,5198165
Charges - PB,PB INJ CORPORA CAVERNOSA W/PHM AGENT,$108.00 ,5266274
Charges - PB,PB INJ SGL/MLT TRIGGER PTS 1-2 MSC,$47.00 ,5196526
Charges - PB,PB INTRANASAL FB REMOVAL,$158.00 ,5198146
Charges - PB,"PB IRRI CORPURA CAVERNOSA,PRIAPISM,",$558.00 ,5198170
Charges - PB,"PB LARGE JOINT(KNEE,SHOULDER)DR& INJ",$127.00 ,5198102
Charges - PB,PB LEVEL 2 SERVICE,$115.00 ,5198188
Charges - PB,PB LEVEL 3 SERVICE,$175.00 ,5198189
Charges - PB,PB LEVEL 4 SERVICE,$259.00 ,5198190
Charges - PB,PB LEVEL 5 SERVICE,$387.00 ,5198191
Charges - PB,PB LEVEL I SERVICE,$71.00 ,5198187
Charges - PB,PB LONG ARM SPLINTS APPL,$126.00 ,5198141
Charges - PB,PB MCP KNUCKLE DISLOCATION,$368.00 ,5198123
Charges - PB,"PB MED JOINT(ANKLE,ELBOW)DRAIN & INJ",$110.00 ,5198101
Charges - PB,PB METACARPAL FX,$546.00 ,5198121
Charges - PB,PB MOD SED OTHER PHYS/QHP >5 YRS,$74.00 ,5252495
Charges - PB,PB MOD SED SAME PHYS/QHP <5 YRS,$36.00 ,5252491
Charges - PB,PB MOD SED SAME PHYS/QHP >5 YRS,$36.00 ,5252492
Charges - PB,PB MOD SED SAME PHYS/QHP EA ADDL 15 MIN,$19.00 ,5252493
Charges - PB,"PB NAIL AVULSION,SIMPLE",$155.00 ,5198064
Charges - PB,PB NP LEVEL 1 SERVICE,$58.00 ,5196534
Charges - PB,PB NP LEVEL 2 SERVICE,$94.00 ,5196533
Charges - PB,PB NP LEVEL 3 SERVICE,$145.00 ,5196532
Charges - PB,PB NP LEVEL 4 SERVICE,$214.00 ,5196531
Charges - PB,PB NP LEVEL 5 SERVICE,$320.00 ,5196530
Charges - PB,PB NURSEMAIDS ELBOW DISLOCATION,$211.00 ,5198112
Charges - PB,PB PATELLA DISLOCATION,$536.00 ,5198130
Charges - PB,PB PERIPHERAL IV PL NEEDLE,$126.00 ,5198153
Charges - PB,PB PERIPHERAL NERVE BLOCK,$215.00 ,5198173
Charges - PB,PB PHARYNGEAL FB REMOVAL,$558.00 ,5198162
Charges - PB,PB PLACEMENT NEEDLE BONE CAVITY,$279.00 ,5198157
Charges - PB,PB POST HIP ARTHROPLASTY DISLOCATION,$587.00 ,5196537
Charges - PB,PB PROX/MID PHALANX SHAFT,$276.00 ,5198124
Charges - PB,PB PSO DX INTERVIEW W/MED.,$243.00 ,5196535
Charges - PB,PB PSO DX INTERVIEW W/O MED.,$243.00 ,5196536
Charges - PB,PB RADIAL & ULNAR SHAFT FRACTURE,$763.00 ,5198116
Charges - PB,PB RADIAL HEAD FRACTURE,$503.00 ,5198113
Charges - PB,PB RADIAL SHAFT FRACTURRE,$543.00 ,5198114
Charges - PB,PB REDUCE TMJ DISLOCATION,$352.00 ,5198103
Charges - PB,PB REMOVE CERUMEN,$74.00 ,5198179
Charges - PB,PB REMOVE CONJ FB (EMBEDDED),$113.00 ,5198175
Charges - PB,PB REMOVE CONJ FB (SUPERFICIAL),$111.00 ,5198174
Charges - PB,PB REMOVE CORNEAL FB S SL,$125.00 ,5198176
Charges - PB,PB REMOVE IMPACTED EAR WAX UNI,$12.00 ,5266645
Charges - PB,"PB REP COMPLEX/1.1-2.5CM,FHEAD,CHN",$558.00 ,5198092
Charges - PB,"PB REP COMPLEX/2.6-7.5CM,FHEAD,CK,NK",$603.00 ,5198093
Charges - PB,"PB REP COMPLEX/2.6-7.5CM,SCLP,ARMS",$826.00 ,5198090
Charges - PB,"PB REP COMPLEX/2.6-7.5CM,TRUNK",$409.00 ,5274373
Charges - PB,PB REP COMPLEX/EA ADD 5CM OR LESS,$343.00 ,5198094
Charges - PB,PB REP COMPLEX/EACH ADDL 5CM OR LESS,$157.00 ,5198091
Charges - PB,"PB REP COMPLEX/EYELID,NS,1.1-2.5CM",$699.00 ,5198095
Charges - PB,"PB REP COMPLEX/EYELID,NS,2.6-7.5CM","$1,118.00 ",5198096
Charges - PB,"PB REP INT/12.6-20.0CM,FACE,EARS,EYE","$1,011.00 ",5198089
Charges - PB,"PB REP INT/12.6-20.0CM,SCLP,TK,AXIL",$561.00 ,5198080
Charges - PB,"PB REP INT/2.5CM OF LESS,LAYER CLOS",$239.00 ,5198078
Charges - PB,"PB REP INT/2.5CM OR LESS,NECK HANDS",$295.00 ,5198082
Charges - PB,"PB REP INT/2.6-5.0CM,FACE,EAR,EYEL",$460.00 ,5198086
Charges - PB,"PB REP INT/2.6-7.5CM,NECK HANDS",$368.00 ,5198083
Charges - PB,"PB REP INT/2.6-7.5CM,SCLP,TK,AXIL",$321.00 ,5196539
Charges - PB,"PB REP INT/5.1-7.5CM,FACE EARS,EYEL",$608.00 ,5198087
Charges - PB,"PB REP INT/7.6-12.5CM,FACE,EARS,EYEL",$790.00 ,5198088
Charges - PB,"PB REP INT/7.612.5CM,NECK,HANDS,FT",$478.00 ,5198084
Charges - PB,"PB REP INT/7.6-12.5CM,SCLP,TK,AXIL",$414.00 ,5198079
Charges - PB,"PB REP INT/LAYER CLOS,FACE,EARS,EYEL",$368.00 ,5198085
Charges - PB,PB REP INT/OVER 30.0CM,$911.00 ,5198081
Charges - PB,PB REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,$256.00 ,5312810
Charges - PB,PB REPAIR OF NAIL BED,$279.00 ,5198067
Charges - PB,PB RPR FE/E/EN/L/M 12.6-20.0 CM,$213.00 ,5266646
Charges - PB,PB SERIAL TONOMETRY,$69.00 ,5198181
Charges - PB,PB SHORT ARM SPLINTS APPL,$110.00 ,5198142
Charges - PB,PB SHORT LEG SPLINTS APPL,$134.00 ,5198145
Charges - PB,PB SHOULDER DISLOCATION,$886.00 ,5198107
Charges - PB,PB SHOULDER TX DISLOCATION,$699.00 ,5198106
Charges - PB,"PB SIM WD REP 2.6-5.0CM,FACE,EARS",$271.00 ,5198075
Charges - PB,"PB SIM WD REP/12.6-20.0CM,NK,TK,SCLP",$357.00 ,5198072
Charges - PB,"PB SIM WD REP/2.5CM OR LESS,FACE,EAR",$225.00 ,5198074
Charges - PB,"PB SIM WD REP/2.5CM OR LESS,NK,SCLP",$156.00 ,5198069
Charges - PB,"PB SIM WD REP/2.6-7.5CM,NK,SCLP,TK",$225.00 ,5198070
Charges - PB,"PB SIM WD REP/20.1-30.0CM,NK,TK,SCLP",$488.00 ,5198073
Charges - PB,"PB SIM WD REP/5.1-7.5CM,FACE,EARS",$364.00 ,5198076
Charges - PB,"PB SIM WD REP/7.6-12.5CM,FACE,EARS",$478.00 ,5198077
Charges - PB,"PB SIM WD REP/7.6-12.5CM,NK,TK,SCLP",$231.00 ,5198071
Charges - PB,PB SMALL BURNS W/O ANESTHESIA,$113.00 ,5256215
Charges - PB,PB SPINAL TAP DIAG,$118.00 ,5198172
Charges - PB,PB THUMB DISLOCATION CLOSED,$443.00 ,5198122
Charges - PB,PB TOE IP JOINT DISLOCATION,$185.00 ,5198140
Charges - PB,PB TONGUE LACERATION 2.6CM OR MORE,$979.00 ,5198160
Charges - PB,PB TR FX RAD W/WO ULNA FX W/MAN,$790.00 ,5196540
Charges - PB,PB TRACHEOSTOMY EMERGENCY CRICOTHYROID MEMBRANE,$313.00 ,5317305
Charges - PB,PB TREAT FRACTURE RADIUS & ULNA,$705.00 ,5266818
Charges - PB,PB TRIMALLEOLAR ANKLE,"$1,495.00 ",5198134
Charges - PB,PB TX AN EPISTAXIS-SIMPLE,$180.00 ,5198147
Charges - PB,PB TX ANT EPISTAXIS-COMPLEX,$287.00 ,5198148
Charges - PB,PB TX POST EPISTAXIS,$559.00 ,5198149
Charges - PB,PB VAGINAL DELIVERY ONLY,"$1,529.00 ",5317260
Charges - PB,PB VENIPUNCTURE 3 YRS OR MORE,$84.00 ,5198154
Charges - PHM,PHM ACTEMRA INJ - PER 1 MG,$1.00 ,5195833
Charges - PHM,PHM ACTIVASE 2MG INJ (OPEN CATH),$1.00 ,5195799
Charges - PHM,PHM Alimta inj per 10 mg,$1.00 ,5333541
Charges - PHM,PHM ATROPINE 1MG/1ML INJ- PER 0.01 MG,$1.00 ,5195777
Charges - PHM,PHM Benlysta inj per 10 mg,$1.00 ,5298616
Charges - PHM,PHM bevacizumab inj per 10 mg,$1.00 ,5334126
Charges - PHM,PHM Camptosar inj per 20 mg,$1.00 ,5334121
Charges - PHM,PHM CELESTONE SOLUSPAN INJ-PER 3MG,$66.00 ,5195811
