CDM,Description,Standard Charge,Surgery Center/Procedure Room Charge,L&D Charge,Supply Charge Range
3337371850,HB MRI LE NONJNT WO CONTRAST BILATERAL," $5,540.00 ",,,
3337371900,HB MRI LE NONJNT + CONTRAST," $2,922.00 ",,,
3337371950,HB MRI LE NONJNT + CONTRAST BILATERAL," $5,844.00 ",,,
3337372100,HB MRI LE JOINT WO CONTRAST," $2,800.00 ",,,
3337372150,HB MRI LE JOINT WO CONTRAST BILATERAL," $5,600.00 ",,,
3337372200,HB MRI LE JOINT + CONTRAST," $3,320.00 ",,,
3337372250,HB MRI LE JOINT + CONTRAST BILATERAL," $6,640.00 ",,,
3337418100,HB MRI ABDOMEN WO CONTRAST," $2,810.00 ",,,
3337418200,HB MRI ABDOMEN + CONTRAST," $3,320.00 ",,,
3337600000,HB FLUOROSCOPY SEPARATE PROCEDURE < 1 HR, $530.00 ,,,
3337600100,HB  FLUOROSCOPY > 1 HR RAD ONC, $500.00 ,,,
3337649800,HB MRI DIAGNOSTIC OR INTERVENTIONAL UNLISTED," $1,160.00 ",,,
3337687300,HB  BRACHY ECHO PROSTATE VOL STUDY TRANSRECT, $772.00 ,,,
3337728000,HB THERAPEUTIC RAD SIMULAT FIELD SET SIMPLE, $480.00 ,,,
3337728500,HB  THERAPEUTIC RAD SIMULAT FIELD SET INTRMD," $1,140.00 ",,,
3337729000,HB  THERAPEUTIC RAD SIMULAT FIELD SET CMPLX," $1,411.00 ",,,
3337729300,HB RADONC RESP MOTION MANAGEMENT SIMULATION FOR INTERNAL TUMOR VOLUME, $500.00 ,,,
3337729500,HB 3D SIMULATION RECONSTRCT TUMOR," $4,160.00 ",,,
3337730000,HB BASIC DOSIMETRY CALCULATION, $480.00 ,,,
3337730100,HB IMRT-PLANNING MULT SETUP," $4,160.00 ",,,
3337730600,HB TELETHERAPY ISODOS PLAN SIMPLE," $1,140.00 ",,,
3337730700,HB TELETHERAPY ISODOSE PLAN COMPLEX," $1,140.00 ",,,
3337731600,HB BRACHYTHER ISODOSE CALC SIMPLE1-8SOURCE," $1,140.00 ",,,
3337731700,HB BRACHYTHER ISODOSE CALC INTRMD9-12SOURCE," $1,140.00 ",,,
3337731800,HB BRACHYTHER ISODOSE CALC COMPLEX>12SOURCE," $1,140.00 ",,,
3337732100,HB SPECIAL TELETHERAPY PORT PLAN," $1,140.00 ",,,
3337733100,HB SPECIAL DOSIMETRY MEASUREMENT, $480.00 ,,,
3337733200,HB  TREATMENT DEVICE SIMPLE, $630.00 ,,,
3337733300,HB  TREATMENT DEVICE INTERMEDIATE, $831.00 ,,,
3337733400,HB  TREATMENT DEVICE COMPLEX," $1,482.00 ",,,
3337733600,HB CONTINUING PHYSICS CONSULT PER WEEK, $480.00 ,,,
3337733800,HB IMRT MLC DEVICE DESIGN CONSTRUCT / PLAN," $12,000.00 ",,,
3337737000,HB SPECIAL MED RAD PHYSCS CONSULT, $480.00 ,,,
3337737100,HB STEREOTACTIC RAD TRTMNT DELIVERY CRANIAL 1LSN MULTI-SOURCE COBALT60," $26,480.00 ",,,
3337737200,HB STEREOTACTIC RAD TRTMNT DELIVERY CRANIAL 1LSN LINEAR ACCELERATOR," $26,480.00 ",,,
3337737300,HB STEREOTACTIC RAD TRTMNT DELIVERY BODY PER FRACTION 1/MORE LSN MAX5," $5,870.00 ",,,
3337738500,HB IMRT-DELIVERY SIMPLE," $1,830.00 ",,,
3337738600,HB IMRT-DELIVERY COMPLEX," $1,970.00 ",,,
3337738700,HB GUID LOCAL TARGET VOL RAD TRMNT DELIVERY, $400.00 ,,,
3337739900,HB MED RADIATION PHYSICS DOSIMETRY/TRTMNT DEVICE/ SPECIAL SVC UNLISTED, $380.00 ,,,
3337740200,HB RAD TRMNT DELIVERY SIMPLE >=MEV, $440.00 ,,,
3337740201,HB RAD TRMNT DELIVERY SIMPLE >=1MEV, $440.00 ,,,
3337740700,HB RAD TRMNT DELIVERY INTERMEDIATE >=MEV, $440.00 ,,,
3337740701,HB RAD TRMNT DELIVERY INTERMEDIATE >=1MEV, $355.00 ,,,
3337741200,HB RAD TRMNT DELIVERY COMPLEX >=1MEV, $770.00 ,,,
3337741201,HB RAD TRMNT DELIVERY COMPLEX >=1MEV, $770.00 ,,,
3337741700,HB  THERAPEUTIC RAD PORT FILM, $399.00 ,,,
3337742400,HB INTRAOPERATIVE RADIATION TREATMENT DELIVERY XRAY SINGLE SESSION," $26,480.00 ",,,
3337742500,HB INTRAOPERATIVE RADIATION TREATMENT DELIVERY ELECTRON SINGLE SESSION," $26,480.00 ",,,
3337743500,HB  STEREOTACTIC BODY RAD MNGT/COURSE 5FRACT," $1,200.00 ",,,
3337747000,HB SPECIAL TREATMENT PROCEDURE RAD ONCOLOGY," $1,730.00 ",,,
3337771000,HB HDR-REMOTE AFTERLOAD BRACHY 2-12 CHANNELS," $2,580.00 ",,,
3337772000,HB HDR-REMOTE AFTERLOAD BRACHY >12 CHANNELS," $2,580.00 ",,,
3337775000,HB  INFUSION /INSTILLATION OF RADIOELEM SOLN, $770.00 ,,,
3337776100,HB  RAD APPLY INTRACAVITARY SIMPLE," $1,830.00 ",,,
3337776200,HB  RAD APPLY INTRACAVITARY INTRMD," $1,830.00 ",,,
3337776300,HB  RAD APPLY INTRACAVITARY COMPLX," $2,500.00 ",,,
3337776700,HB HDR-REMOTE AFTERLOAD BRACHY 1CHANNEL OR UP TO 2 CM, $900.00 ,,,
3337776800,HB HDR SURFACE BRACHY REMOTE AFTERLOAD >1 CHANNEL," $1,100.00 ",,,
3337777000,HB HDR-REMOTE AFTERLOAD BRACHY 1 CHANNEL," $2,580.00 ",,,
3337777800,HB  RAD APPLY INTERSTITIAL COMPLEX," $2,890.00 ",,,
3337778900,HB  SURFACE APPLICATION OF RADIATION SOURCE, $440.00 ,,,
3337779000,HB  SUPERVIS/HANDLING/LOAD RADIATION SOURCE, $899.00 ,,,
3337779900,HB UNLIST CLIN BRACHY PROC," $1,010.00 ",,,
3339759700,HB  PT SIMPULSE WOUND DEBRIDEMENT, $197.00 ,,,
3359641300,HB CHEMO IV INFUSION 1ST HOUR, $630.00 ,,,
3359641500,HB CHEMO IV INFUSION EACH ADDL HR, $260.00 ,,,
3359641600,HB CHEMO IV INFUSION BY PUMP >8HR, $630.00 ,,,
3359641700,HB CHEMO IV INFUSION EA ADD SEQUENTIAL DRUG, $260.00 ,,,
3359642200,HB  CHEMO INTRAARTERIAL INFUSION 1ST HOUR, $584.00 ,,,
3359642300,HB  CHEMO INTRAARTERIAL INFUSION EA ADD HOUR, $280.00 ,,,
3359644000,HB  CHEMO INFUSION PLEURAL, $210.00 ,,,
3359644600,HB CHEMO INFUSION PERITONEAL, $553.00 ,,,
3359645000,HB CHEMO INTRATHECAL INFUSION, $630.00 ,,,
3359652100,HB REFILL & MAINTAIN PUMP PORTABLE, $420.00 ,,,
3359652200,HB  REFILL & MAINTAIN PUMP IMPLANT, $187.00 ,,,
3407826700,HB UREA C-14 BREATH TEST ACQUISITION FOR ANALYSIS, $280.00 ,,,
3407826800,HB UREA C-14 BREATH TEST ANALYSIS, $280.00 ,,,
3407944500,HB RADPHARM THER INTRA-ART PARTICULAT ADMIN, $760.00 ,,,
3417800600,HB THYROID IMAGING SGL DETERMINATION," $1,150.00 ",,,
3417801200,HB THYROID UPTAKE SINGLE OR MULTIPLE DETERMINATION," $1,220.00 ",,,
3417801300,HB THYROID IMAGE ONLY, $490.00 ,,,
3417801500,HB  THYROID CA METS I131 LIMITED, $970.00 ,,,
3417801800,HB THYROID CA METS I131 WHOLE BODY," $1,500.00 ",,,
3417802000,HB THYROID CA METASTATES UPTAKE, $380.00 ,,,
3417807000,HB  PARATHYROID IMAGING, $750.00 ,,,
3417807100,HB  PARATHYROID IMAGING+SPECT," $1,100.00 ",,,
3417807200,HB  PARATHYROID IMAGING+SPECT & CT," $1,410.00 ",,,
3417807500,HB  ADRENAL IMAGE CORTX+/- MEDULLA," $1,114.00 ",,,
3417810200,HB  BONE MARROW IMAGE LIMITED AREA, $870.00 ,,,
3417810300,HB  BONE MARROW IMAGE MULTI AREAS," $1,129.00 ",,,
3417810400,HB  BONE MARROW IMAGE WHOLE BODY," $1,271.00 ",,,
3417811100,HB  PLASMA VOLUME MULTI SAMPLINGS," $1,310.00 ",,,
3417812200,HB  WHOLE BLOOD VOL+RBC&PLASMA VOL," $1,310.00 ",,,
3417813000,HB  RBC SURVIVAL STUDY ONLY, $665.00 ,,,
3417813500,HB  RBC SURVIVAL STUDY+HEP SEQUSTR," $1,310.00 ",,,
3417818500,HB  SPLEEN IMAGE ONLY +/-VASC FLOW, $561.00 ,,,
3417819500,HB LYMPH DRAINAGE IMAGING," $1,500.00 ",,,
3417820100,HB RBC LIVER IMAGING STATIC ONLY," $1,500.00 ",,,
3417820200,HB  LIVER IMAGING VASCULAR FLOW, $868.00 ,,,
3417820500,HB LIVER IMAGING SPECT," $1,500.00 ",,,
3417820501,HB RBC LIVER IMAGING SPECT," $1,500.00 ",,,
3417820600,HB  LIVER SPECT+VASCULAR FLOW," $1,602.00 ",,,
3417821500,HB  LIVER&SPLEEN IMAGING STATIC ONLY, $980.00 ,,,
3417821600,HB LIVER&SPLEEN IMAGING WITH VASCULAR FLOW USING RADIO-LABEL RBC," $1,080.00 ",,,
3417822000,HB  LIVER FXN+HEPTBILI AGENT SERIAL, $817.00 ,,,
3417822300,HB  HEPATOBILIDUCTAL SYSTEM +/-PHARM GBEF, $980.00 ,,,
3417823000,HB  SALIVARY GLAND IMAGING, $470.00 ,,,
3417823100,HB  SALIVARY GLAND IMAGING+SERIAL IMAGING, $830.00 ,,,
3417823200,HB  SALIVARY GLAND FUNCTION STUDY, $594.00 ,,,
3417825800,HB  ESOPHAGEAL TRANSIT STUDY, $830.00 ,,,
3417826200,HB  GASTROESOPHOGEAL REFLUX STUDY, $830.00 ,,,
3417826400,HB GASTRIC EMPTYING STUDY," $1,150.00 ",,,
3417827000,HB  SCHILLING VITAMIN B12 ABSORPTION WO IF, $463.00 ,,,
3417827100,HB  SCHILLING VITAMIN B12 ABSORPTION + IF, $610.00 ,,,
3417827200,HB  SCHILLING VITAMIN B12 ABSORPTION +/-IF, $488.00 ,,,
3417827800,HB  GI BLEED ACUTE IMAGING, $830.00 ,,,
3417827852,HB GI BLEED ACUTE IMAGING POST24, $300.00 ,,,
3417829000,HB  MECKELS DIVERTICULM IMAGING, $830.00 ,,,
3417829100,HB  SHUNT LEVEEN PATENCY TEST IMAGING, $830.00 ,,,
3417830000,HB  BONE IMAGING LIMITED VIEW," $1,029.00 ",,,
3417830500,HB  BONE JOINT IMAGING MULTI AREAS," $1,352.00 ",,,
3417830600,HB BONE IMAGING WHOLE BODY," $1,750.00 ",,,
3417831500,HB BONE IMAGING THREE PHASE," $2,500.00 ",,,
3417832000,HB  BONE IMAGING SPECT," $2,541.00 ",,,
3417842800,HB  CARDIAC SHUNT DETECTION, $666.00 ,,,
3417844500,HB  VASCULAR FLOW IMAGE NONCARDIAC, $670.00 ,,,
3417845100,HB CARDIAC STRESS/REST SPECT SINGLE," $2,000.00 ",,,
3417845200,HB CARDIAC STRESS/REST SPECT MULTI," $2,600.00 ",,,
3417845300,HB  CARDIAC STRESS/REST PLANAR SINGLE," $1,643.00 ",,,
3417845400,HB  CARDIAC STRESS/REST PLANAR MULTI," $2,249.00 ",,,
3417845700,HB  VENOGRAM UNILATERAL, $440.00 ,,,
3417845800,HB  VENOGRAM BILATERAL, $725.00 ,,,
3417846600,HB  CARDIAC MI IMAGING PLANAR, $988.00 ,,,
3417846900,HB CARDIAC MI IMAGING PLANAR SPECT," $1,500.00 ",,,
3417847200,HB  CARDIAC GATED STRESS & REST SINGLE," $1,030.00 ",,,
3417847300,HB  CARDIAC GATED STRESS & REST MULTI," $1,314.00 ",,,
3417848100,HB  CARDIAC POOLING 1ST PASS (RV-LV) EF," $1,314.00 ",,,
3417849400,HB  CARDIAC GATED WALL MOTION SPECT," $1,030.00 ",,,
3417858000,HB  LUNG PERFUSION IMAGE PARTICULATE, $690.00 ,,,
3417858200,HB PULM VENT & PERF IMG," $1,500.00 ",,,
3417858500,HB  LUNG VENTILATION & PERFUSION IMAGING," $1,090.00 ",,,
3417858700,HB  LUNG VENTILATION IMAGING MULT VIEWS, $690.00 ,,,
3417859300,HB  LUNG VENTILATION IMAGING SINGLE GASEOUS, $690.00 ,,,
3417859600,HB  LUNG QUANT DIFFERENTIAL STUDY," $1,090.00 ",,,
3417860100,HB  BRAIN IMAGING LIMITED VASCULAR FLOW," $1,413.00 ",,,
3417860500,HB  BRAIN IMAGING COMPLETE STATIC, $660.00 ,,,
3417860600,HB  BRAIN IMAGING + VASCULAR FLOW," $1,177.00 ",,,
3417860700,HB BRAIN IMAGING COMPLETE SPECT," $2,000.00 ",,,
3417861000,HB  XENON CBF IMAGING STUDY, $600.00 ,,,
3417863000,HB  CISTERNOGRAM CSF FLOW IMAGING," $1,940.00 ",,,
3417864500,HB  SHUNT CSF EVALUATION IMAGING, $660.00 ,,,
3417865000,HB CSF LEAK DETECTION & LOCALIZATION," $1,500.00 ",,,
3417870000,HB  KIDNEY IMAGING MORPHOLOGY STATIC," $1,090.00 ",,,
3417870700,HB  KIDNEY IMAGING FNCT&FLO SGL WO RX," $1,090.00 ",,,
3417870800,HB KIDNEY IMAGING FNCT&FLO SGL," $1,500.00 ",,,
3417870900,HB  KIDNEY IMAGING FNCT&FLO MULT+/-RX," $1,090.00 ",,,
3417872500,HB  KIDNEY FNCT STUDY NON-IMAGING, $610.00 ,,,
3417874000,HB  VOIDING CYSTOGRAM RADIOPHARM," $1,314.00 ",,,
3417876100,HB  TESTICULAR IMAGING +VASC FLOW, $724.00 ,,,
3417880000,HB  TUMOR RADIOPHARM LOCALIZ LIMITED, $832.00 ,,,
3417880200,HB TUMOR RADIOPHARM LOCALIZ WHOLE BODY," $2,600.00 ",,,
3417880300,HB  TUMOR RADIOPHARM LOCALIZ SPECT," $2,708.00 ",,,
3417880500,HB ABSCESS RADIOPHARM LOCALIZ LIMITED," $2,000.00 ",,,
3417880600,HB ABSCESS RADIOPHARM LOCALIZ WHOLE BODY," $2,600.00 ",,,
3417880700,HB  ABSCESS RADIOPHARM LOCALIZ SPECT," $3,188.00 ",,,
3427822700,HB  HEPATOBILIARY SYSTEM IMAGE WITH PHARMACOLOGIC INTERVENTION," $3,220.00 ",,,
3427880100,HB  TUMOR RADIOPHARM LOCALIZ MULTIPLE," $1,000.00 ",,,
3427880400,HB  TUMOR RADIOPHARM LOC WHOLEBODY 2/+DAYS," $3,220.00 ",,,
3427900500,HB  ADMIN RADPHARM ORAL I131 THYROID ABLAT, $730.00 ,,,
3427910100,HB  ADMIN RADPHARM IV I131 THYROID CA ABLAT, $730.00 ,,,
3427910101,HB ADMIN RADPHARM IV RADIUM223 THERAPEUTIC, $730.00 ,,,
3427910102,HB ADMIN RADPHARM IV THERAPEUTIC, $730.00 ,,,
3427940300,HB  RADPHARM THERAPY IV MONOCLONAL ANTIBODY," $1,180.00 ",,,
3427944000,HB  RADIOPHARM THERAPY INTRA-ARTICULAR," $1,180.00 ",,,
3500042000,HB CT CERBRAL CBF PERFUSION+CONTRAST," $2,590.00 ",,,
3507426100,HB  CT COLONOGRAPHY DIAGNOSTIC WO CONTRAST, $660.00 ,,,
3507426200,HB  CT COLONOGRAPHY DIAGNOSTIC + CONTRAST," $1,000.00 ",,,
3507426300,HB  CT COLONOGRAPHY SCREENING MCN," $1,000.00 ",,,
3507637600,HB  3D CT MR US WO POST PROCESS, $680.00 ,,,
3507637700,HB 3D RENDER W IMAGE POST PROCESS, $680.00 ,,,
3507638000,HB  CT FOLLOW-UP EXAM, $360.00 ,,,
3507701100,HB  CT LOCALIZATION STEREOTACTIC," $1,960.00 ",,,
3507701200,HB  CT NDL PLACEMENT GUIDANCE S&I," $1,087.00 ",,,
3507701300,HB CT ABLATION GUIDANCE S&I, $750.00 ,,,
3507701400,HB CT RADIATION RX FIELD GUIDANCE, $750.00 ,,,
3507707800,HB  CT BONE DENSITY AXIAL, $250.00 ,,,
3507707900,HB  CT BONE DENSITY PERIPHERAL, $305.00 ,,,
3507999901,HB CT RESEARCH EXAM LEVEL 1, $100.00 ,,,
3507999902,HB CT RESEARCH EXAM LEVEL 2, $200.00 ,,,
3507999903,HB CT RESEARCH EXAM LEVEL 3, $300.00 ,,,
3507999904,HB CT RESEARCH EXAM LEVEL 4, $400.00 ,,,
3509999999,HB OR CT GUIDANCE SERVICE," $1,000.00 ",,,
3517045000,HB  CT BRAIN WO CONTRAST," $2,000.00 ",,,
3517046000,HB  CT BRAIN + CONTRAST," $2,264.00 ",,,
3517047000,HB  CT BRAIN +/- CONTRAST," $2,891.00 ",,,
3517048000,HB  CT ORBIT SELLA IAC WO CONTRAST," $1,500.00 ",,,
3517048100,HB  CT ORBIT/SELLA/IAC + CONTRAST," $1,770.00 ",,,
3517048200,HB  CT ORBIT SELLA IAC +/-CONTRAST," $2,080.00 ",,,
3517048600,HB  CT MAXILLOFACIAL WO CONTRAST," $1,540.00 ",,,
3517048700,HB  CT MAXILLOFACIAL + CONTRAST," $1,770.00 ",,,
3517048800,HB  CT MAXILLOFACIAL +/- CONTRAST," $2,867.00 ",,,
3517049000,HB  CT SOFT TISSUE NECK WO CONTR," $1,680.00 ",,,
3517049100,HB  CT SOFT TISSUE NECK + CONTRAST," $1,810.00 ",,,
3517049200,HB  CT SOFT TISSUE NECK+/-CONTRAST," $2,180.00 ",,,
3517049600,HB  CT ANGIOGRAM HEAD +/- CONTRAST," $1,380.00 ",,,
3527028800,HB  CT 3D RECONSTRCT AORTA SURGPLN, $830.00 ,,,
3527029700,HB CT LOW DOSE LUNG CANCER SCREENING, $400.00 ,,,
3527049800,HB  CT ANGIOGRAM NECK," $1,380.00 ",,,
3527125000,HB  CT CHEST WO CONTRAST," $1,490.00 ",,,
3527125052,HB CT LUNG CANCER SCREENING, $745.00 ,,,
3527126000,HB  CT CHEST + CONTRAST," $2,000.00 ",,,
3527127000,HB  CT CHEST +/- CONTRAST," $2,450.00 ",,,
3527127500,HB  CT ANGIOGRAM CHEST," $1,690.00 ",,,
3527212500,HB  CT C-SPINE WO CONTRAST," $1,490.00 ",,,
3527212600,HB CT C-SPINE + CONTRAST," $1,780.00 ",,,
3527212700,HB  CT C-SPINE +/- CONTRAST," $2,230.00 ",,,
3527212800,HB CT T-SPINE WO CONTRAST," $1,490.00 ",,,
3527212900,HB  CT T-SPINE + CONTRAST," $2,000.00 ",,,
3527213000,HB  CT T-SPINE +/- CONTRAST," $2,360.00 ",,,
3527213100,HB CT L-SPINE WO CONTRAST," $1,490.00 ",,,
3527213200,HB  CT L-SPINE + CONTRAST," $2,000.00 ",,,
3527213300,HB  CT L-SPINE +/- CONTRAST," $2,360.00 ",,,
3527219100,HB  CT ANGIOGRAM PELVIS," $1,630.00 ",,,
3527219200,HB  CT PELVIS WO CONTRAST," $1,490.00 ",,,
3527219300,HB  CT PELVIS + CONTRAST," $1,730.00 ",,,
3527219400,HB  CT PELVIS +/- CONTRAST," $2,140.00 ",,,
3527320000,HB  CT UPPER EXTREMITY WO CONTRAST," $1,270.00 ",,,
3527320050,HB CT UPPER EXTREMITY WO CONTRAST BILATERAL," $2,540.00 ",,,
3527320100,HB CT UPPER EXTREMITY + CONTRAST," $1,630.00 ",,,
3527320200,HB  CT UPPER EXTREMITY +/-CONTRAST," $2,601.00 ",,,
3527320600,HB  CT ANGIOGRAM UPPER EXTREMITY," $1,430.00 ",,,
3527370000,HB  CT LOWER EXTREMITY WO CONTRAST," $1,450.00 ",,,
3527370050,HB CT LOWER EXTREMITY WO CONTRAST BILATERAL," $2,900.00 ",,,
3527370100,HB  CT LOWER EXTREMITY + CONTRAST," $2,000.00 ",,,
3527370200,HB  CT LOWER EXTREMITY +/-CONTRAST," $2,360.00 ",,,
3527370600,HB  CT ANGIOGRAM LOWER EXTREMITY," $1,430.00 ",,,
3527415000,HB  CT ABDOMEN WO CONTRAST," $1,480.00 ",,,
3527415052,HB CT KUB, $740.00 ,,,
3527416000,HB  CT ABDOMEN + CONTRAST," $2,070.00 ",,,
3527416052,HB CT UROGRAM + CONTRAST," $1,035.00 ",,,
3527417000,HB  CT ABDOMEN +/- CONTRAST," $2,450.00 ",,,
3527417052,HB CT UROGRAM +/- CONTRAST," $1,225.00 ",,,
3527417400,HB  CT ANGIO ABD PELVIS+/-CONTRAST," $2,450.00 ",,,
3527417500,HB  CT ANGIOGRAM ABDOMEN," $1,630.00 ",,,
3527417600,HB  CT ABDOMEN&PELVIS WO CONTRAST," $1,480.00 ",,,
3527417700,HB  CT ABDOMEN&PELVIS+CONTRAST," $2,070.00 ",,,
3527417800,HB  CT ABDOMEN&PELVIS WO+1SECTN/REGN W CONTR," $2,450.00 ",,,
3527557100,HB  CT HEART WO CONTRAST+CORONARY CALCIUM, $216.00 ,,,
3527557200,HB  CT HEART FUNCTION EVAL 3D, $900.00 ,,,
3527557300,HB CT HEART FUNCTION EVAL 3D CONGENITAL, $900.00 ,,,
3527557400,HB  CTA CORONARY+/-GRAFT STRUCTURE & MORPH," $1,198.00 ",,,
3527563500,HB  CT ANGIO ABD AORTA + RUNOFF," $1,630.00 ",,,
35822105,HB  AB SCRN PNL-1ST MARKER     *IG, $103.00 ,,,
35822107,HB  AB SCRN PNL-EA ADDL MRKR   *IG, $80.00 ,,,
35822108,HB  AUTOLOGOUS EC XM-1ST MARKER*IG, $121.00 ,,,
35822109,HB  AUTOLOGOUS EC XM-EA AD MRKR*IG, $71.00 ,,,
35822110,HB  B CELL CYTO THYMO DEPLET XM*IG, $100.00 ,,,
35822115,HB  B CELL FLOW THYMO DEPLET XM*IG, $100.00 ,,,
35822120,HB  T CELL CYTO THYMO DEPLET XM*IG, $100.00 ,,,
35822122,HB T MEMORY PNL-T CELLS TOTAL COUNT *IG, $191.00 ,,,
35822123,HB T MEMORY PNL-EA ADD MRKR *IG, $80.00 ,,,
35822124,HB T MEMORY PNL-1ST MRKR *IG, $710.00 ,,,
35822125,HB  T CELL FLOW THYMO DEPLET XM*IG, $100.00 ,,,
35822126,HB  HLA QUAL HD SGL AG CLI C1Q *IG, $350.00 ,,,
35822127,HB  HLA QUAL HD SGL AG CLII C1Q*IG, $375.00 ,,,
35822128,HB  HLA SGL AG CLI TITRA PNL   *IG, $350.00 ,,,
35822129,HB  HLA SGL AG CLII TITRA      *IG, $375.00 ,,,
35822130,HB  SGL AG CLI TITR-1ST MARKER *IG, $80.00 ,,,
35822131,HB  SGL AG CLI TITR-EA ADD MRKR*IG, $45.00 ,,,
35822132,HB  SGL AG CLII TITR-1ST MARKER*IG, $80.00 ,,,
35822133,HB  SGL AG CLII TITR-EA AD MRKR*IG, $45.00 ,,,
35822134,HB  SGL AG CLI C1Q-1ST MARKER  *IG, $80.00 ,,,
35822135,HB  SGL AG CLI C1Q-EA ADD MRKR *IG, $45.00 ,,,
35822136,HB  SGL AG CLII C1Q-1ST MARKER *IG, $80.00 ,,,
35822137,HB  SGL AG CLII C1Q-EA ADD MRKR*IG, $45.00 ,,,
35822205,HB  AB SPECIFICITY PREDICTION  *IG, $275.00 ,,,
35822207,HB ANTI-ANGIOTENSIN I RECP QNT *IG, $170.00 ,,,
35822208,HB AUTO PRONASE FLOW XMATCH *IG, $138.00 ,,,
35822210,HB  PRA SCREEN CLASS 1&2       *IG, $275.00 ,,,
35822211,HB  PRA SCRN SPECIFICTY CLASS 1*IG, $275.00 ,,,
35822212,HB  PRA SCRN SPECIFICTY CLASS 2*IG, $275.00 ,,,
35822214,HB  PRA SINGLE AG ID CLASS 1   *IG, $275.00 ,,,
35822215,HB  PRA SINGLE AG ID CLASS 2   *IG, $275.00 ,,,
35822235,HB  CLASS I A LOCUS HR TYPING  *IG, $82.00 ,,,
35822236,HB  CLASS I A LOCUS IR TYPING  *IG, $82.00 ,,,
35822240,HB  CLASS I B LOCUS HR TYPING  *IG, $82.00 ,,,
35822241,HB  CLASS I B LOCUS IR TYPING  *IG, $82.00 ,,,
35822245,HB  CLASS I C LOCUS HR TYPING  *IG, $82.00 ,,,
35822246,HB  CLASS I C LOCUS IR TYPING  *IG, $82.00 ,,,
35822255,HB  CLASS II DP LOCUS LR TYPING*IG, $91.00 ,,,
35822260,HB  PRA SCRN CYTOTOXIC-STANDARD*IG, $275.00 ,,,
35822267,HB  ELISA OKT*3 ANTIBODY QUANT *IG, $93.00 ,,,
35822268,HB  ENDO CELL XM-LYMPH XM TITR *IG, $285.00 ,,,
35822269,HB  ENDO CELL XM-1ST MARKER    *IG, $103.00 ,,,
35822271,HB  ENDO CELL XM-EA ADDL MARKER*IG, $80.00 ,,,
35822276,HB  FLOW AB ID PRA CLASS 1     *IG, $275.00 ,,,
35822277,HB  FLOW AB ID PRA CLASS 2     *IG, $275.00 ,,,
35822281,HB  FLOW PRA CL I-1ST MARKER   *IG, $103.00 ,,,
35822282,HB  FLOW PRA CL I-EA ADDL MRKR *IG, $80.00 ,,,
35822283,HB  HLA PHEN QUAL FLOW PRA CLI *IG, $275.00 ,,,
35822284,HB  FLOW AB ID PRA CLASS1 THYMO*IG, $275.00 ,,,
35822285,HB  FLOW AB ID PRA CLASS2 THYMO*IG, $275.00 ,,,
35822291,HB  FLOW PRA CL II-1ST MARKER  *IG, $103.00 ,,,
35822292,HB  FLOW PRA CL II-EA ADDL MRKR*IG, $80.00 ,,,
35822293,HB  HLA PHEN QUAL FLOW PRA CLII*IG, $275.00 ,,,
35822294,HB  FLOW PRA CLI THYMO-1ST MRKR*IG, $103.00 ,,,
35822295,HB  HLA PHEN QUAL PRA CLI THYM *IG, $310.00 ,,,
35822296,HB  FLOW PRA CLI THYMO-EA ADDL *IG, $80.00 ,,,
35822298,HB  FLOW PRA CLII THYMO-1STMRKR*IG, $103.00 ,,,
35822299,HB  HLA PHEN QUAL PRA CLII THYM*IG, $310.00 ,,,
35822300,HB  FLOW PRA CLII THYMO-EA ADDL*IG, $80.00 ,,,
35822305,HB  HLA A2 SUBTYPE             *IG, $63.00 ,,,
35822320,HB  HLA B27 TYPING SINGLE AG   *IG, $63.00 ,,,
35822321,HB  HLA TYPING B5701 SINGLE AG*IG, $63.00 ,,,
35822322,HB  HLA B1502 TYPING-MULT AG   *IG, $82.00 ,,,
35822324,HB  HLA DP HIGH RES            *IG, $91.00 ,,,
35822325,HB  HLA DQA1 MULT AG HI RES    *IG, $91.00 ,,,
35822326,HB  HLA DQA1 MULT AG LOW RES   *IG, $91.00 ,,,
35822328,HB  HLA DQB/DQA MULT AG        *IG, $91.00 ,,,
35822330,HB  HLA DQB1 MULT AG HI RES    *IG, $91.00 ,,,
35822333,HB  HLA DQB1 MULT AG LOW RES   *IG, $91.00 ,,,
35822350,HB  HLA DR MULT AG HI RES      *IG, $91.00 ,,,
35822353,HB  HLA DR/DQ MUL AG-NARCOLEPSY*IG, $91.00 ,,,
35822357,HB  HLA DRB1/3-5 MULT AG LOWRES*IG, $91.00 ,,,
35822365,HB  HLA DRB DQB1 MULT AG LOWRES*IG, $91.00 ,,,
35822366,HB  HLA DRB1/DQB1 MULTAG HI RES*IG, $91.00 ,,,
35822367,HB  HLA DRB 3/4/5 MULTAG HI RES*IG, $91.00 ,,,
35822368,HB  HLA DRB1 MULT AG IR        *IG, $91.00 ,,,
35822371,HB  HLA DPB1 MULT AG LOW RES   *IG, $91.00 ,,,
35822381,HB  HLA B CELL CROSSMATCH      *IG, $100.00 ,,,
35822382,HB  HLA T CELL CROSSMATCH      *IG, $100.00 ,,,
35822383,HB  B CELL FACS CROSSMATCH FLOW*IG, $138.00 ,,,
35822384,HB  T CELL FACS CROSSMATCH FLOW*IG, $138.00 ,,,
