"Ketchikan, AK",,
PeaceHealth:  Ketchikan Medical Center,,
Hospital department charges for Services and Supplies,,
,,
,,
Charge Code,Short Description,Charge Each
2780000200,ROD SPNL 35MM 5.5MM MTRX CRV PEDCL TI NONSTRL,376.20
2780000200,ROD SPNL 35MM 5.5MM PERC PREBNT,570.00
2780000200,ROD SPNL 35MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 35MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 35MM 5.5MM RADS TI NONHEX,285.00
2780000200,ROD SPNL 35MM 5.5MM RELINE-O LRDTC TI NONSTRL,498.75
2780000200,ROD SPNL 35MM 5.5MM SPHERX II PREBNT TI,498.75
2780000200,ROD SPNL 35MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 35MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 35MM 6MM MANTIS PEDCL TI,471.20
2780000200,ROD SPNL 35MM 6MM PREBNT TI,498.75
2780000200,ROD SPNL 35MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 35MM BN,285.00
2780000200,ROD SPNL 35MM LRDTC FORTRESS,427.50
2780000200,ROD SPNL 35MM PRECEPT PREBENT LORDOTIC,955.95
2780000200,ROD SPNL 35MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 35MM TI,665.00
2780000200,ROD SPNL 35MM VIPER 2 LRDTC PREBNT TI MIS NONSTRL,661.20
2780000200,ROD SPNL 35MM XIA CRV,285.00
2780000200,ROD SPNL 37.5MM 6.25MM SPHERX DBR 2 DUAL BALL PREBNT,"1,620.95"
2780000200,ROD SPNL 4.5MM 100MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 110MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 120MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 200MM XIA TI,570.00
2780000200,ROD SPNL 4.5MM 30MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 35MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 35MM PRE-CUT STRAIGHT VITALLIUM XIA,285.00
2780000200,ROD SPNL 4.5MM 40MM PRE-CUT STRAIGHT VITALLIUM XIA,285.00
2780000200,ROD SPNL 4.5MM 40MM XIA 4.5,570.00
2780000200,ROD SPNL 4.5MM 45MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 70MM PCUT PREBNT VIT XIA,570.00
2780000200,ROD SPNL 4.5MM 80MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.5MM 90MM PRE-CUT PRE-BENT VITALLIUM XIA,570.00
2780000200,ROD SPNL 4.75MM CO,"1,659.84"
2780000200,ROD SPNL 400MM 5.5MM CREO TI HEX END,570.00
2780000200,ROD SPNL 400MM 5.5MM RADS HEX,570.00
2780000200,ROD SPNL 400MM 5.5MM SPRL RADS 90D TI HEX END,570.00
2780000200,ROD SPNL 400MM 5.5MM STR TI PRECONTR HRD 65MM NONSTRL,368.60
2780000200,ROD SPNL 40MM  FRTX CONT RADS,249.38
2780000200,ROD SPNL 40MM 3.5MM AXON TI CRV NONSTRL,376.20
2780000200,ROD SPNL 40MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 40MM 3.5MM ELLIPSE STRL,332.50
2780000200,ROD SPNL 40MM 3.5MM OASYS TI,228.00
2780000200,ROD SPNL 40MM 3.5MM SRR PRECONTOUR POST CSPINE LASER,285.00
2780000200,ROD SPNL 40MM 4.5MM XIA PREBNT SPINE VIT PCUT W/O HEX,570.00
2780000200,ROD SPNL 40MM 4.75MM CD HZN COCR,"1,519.05"
2780000200,ROD SPNL 40MM 4.75MM SEXANT COCR MLBDN CRV NONSTRL,"1,519.05"
2780000200,ROD SPNL 40MM 4.75MM SOLERA STR PERC COCR MLBDN,"1,519.05"
2780000200,ROD SPNL 40MM 5.5MM ARMADA PREBNT TI,332.50
2780000200,ROD SPNL 40MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 40MM 5.5MM CD HZN LGC TI PREBNT CNTR POST,380.00
2780000200,ROD SPNL 40MM 5.5MM CD HZN SXTNT STD TI PREBNT PCUT CONTR,570.00
2780000200,ROD SPNL 40MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 40MM 5.5MM CRV,249.38
2780000200,ROD SPNL 40MM 5.5MM CRV NONSTRL,665.00
2780000200,ROD SPNL 40MM 5.5MM EXPDM TI PREBNT,380.00
2780000200,ROD SPNL 40MM 5.5MM MOS MI SI TI,380.00
2780000200,ROD SPNL 40MM 5.5MM MRS CRV PREBNT AUX,665.00
2780000200,ROD SPNL 40MM 5.5MM MTRX 100MM RADS CRV BLT NOSE PREBNT,376.20
2780000200,ROD SPNL 40MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 40MM 5.5MM RELINE-O LRDTC TI NONSTRL,498.75
2780000200,ROD SPNL 40MM 5.5MM SPHERX 2 PREBNT 1 BALL,498.75
2780000200,ROD SPNL 40MM 5.5MM TI,285.00
2780000200,ROD SPNL 40MM 5.5MM TI STR,249.38
2780000200,ROD SPNL 40MM 5.5MM W/O HEX RADS,285.00
2780000200,ROD SPNL 40MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 40MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 40MM 6MM LONG HEX RAD MANTIS,471.20
2780000200,ROD SPNL 40MM 6MM MANTIS RADS,471.20
2780000200,ROD SPNL 40MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 40MM 6MM XIA RADS,285.00
2780000200,ROD SPNL 40MM LDRTC FORTRESS,427.50
2780000200,ROD SPNL 40MM MINI-T CRV,380.00
2780000200,ROD SPNL 40MM SPHERX DBR II PREBNT TI,498.75
2780000200,ROD SPNL 40MM SPHERX DBR TI 2 BALL,"1,620.95"
2780000200,ROD SPNL 40MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 40MM TI CRV,522.50
2780000200,ROD SPNL 40MM VIPER 2 LRDTC TI MIS,661.20
2780000200,ROD SPNL 40MM VIPER 2 TI KYPHOSED MINI INV SURG,661.20
2780000200,ROD SPNL 40MM XIA,288.10
2780000200,ROD SPNL 420MM 3.5-4.5MM,568.10
2780000200,ROD SPNL 420MM 3.5-5.5MM MTNR TI 2 OPEN,568.10
2780000200,ROD SPNL 430MM 4.5MM EXPDM TI,568.10
2780000200,ROD SPNL 450MM 4.5MM EXPDM TI,568.10
2780000200,ROD SPNL 45MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 45MM 3.5MM MTNR,380.00
2780000200,ROD SPNL 45MM 4.75MM CD HZN COCRMO CAP,"1,519.05"
2780000200,ROD SPNL 45MM 4.75MM SOLERA COCR MLBDN CRV NONSTRL,475.00
2780000200,ROD SPNL 45MM 4.75MM SOLERA NONSTRL PERC,807.50
2780000200,ROD SPNL 45MM 4.75MM SXTNT COCR MLBDN CRV NONSTRL,"1,519.05"
2780000200,ROD SPNL 45MM 5.5MM ARMADA PREBNT TI,332.50
2780000200,ROD SPNL 45MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 45MM 5.5MM CD HZN LGC PREBNT TI CNTR POST,380.00
2780000200,ROD SPNL 45MM 5.5MM CD HZN SXTNT STD CONTR PREBNT TI PCUT,570.00
2780000200,ROD SPNL 45MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 45MM 5.5MM CREO STR TI,361.00
2780000200,ROD SPNL 45MM 5.5MM CRV,380.00
2780000200,ROD SPNL 45MM 5.5MM CRV NONSTRL,475.00
2780000200,ROD SPNL 45MM 5.5MM EXPDM TI PCUT,380.00
2780000200,ROD SPNL 45MM 5.5MM EXPDM TI PREBNT,380.00
2780000200,ROD SPNL 45MM 5.5MM EXPDM TI PREBNT LN NONSTRL,380.00
2780000200,ROD SPNL 45MM 5.5MM LUMBR TI,249.38
2780000200,ROD SPNL 45MM 5.5MM MOS MI SI TI,380.00
2780000200,ROD SPNL 45MM 5.5MM MRS CRV PREBNT AUX,665.00
2780000200,ROD SPNL 45MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 45MM 5.5MM RADS ES2 HEX TI,471.20
2780000200,ROD SPNL 45MM 5.5MM RADS TI NONHEX,285.00
2780000200,ROD SPNL 45MM 5.5MM REVERE PEDCL TI CRV,380.00
2780000200,ROD SPNL 45MM 5.5MM SPHERX 2 TI,498.75
2780000200,ROD SPNL 45MM 5.5MM SPHERX II PREBNT TI,498.75
2780000200,ROD SPNL 45MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 45MM 6MM LNG HEX MANTIS STR,471.20
2780000200,ROD SPNL 45MM 6MM LONG HEX RAD MANTIS,471.20
2780000200,ROD SPNL 45MM 6MM THORLMBR TRIO,665.00
2780000200,ROD SPNL 45MM 6MM USS TI SFT CRV NONSTRL,376.20
2780000200,ROD SPNL 45MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 45MM 6MM XIA 4.25IN RADS TI RADS,285.00
2780000200,ROD SPNL 45MM MANTIS RADOPQ,471.20
2780000200,ROD SPNL 45MM MINI-T CRV,380.00
2780000200,ROD SPNL 45MM PREBNT,498.75
2780000200,ROD SPNL 45MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 45MM VIPER 2 TI LRDTC MINI INV SURG,661.20
2780000200,ROD SPNL 480MM 5.5MM ES2 STR HEX TI,471.20
2780000200,ROD SPNL 480MM 6MM XIA 3,570.00
2780000200,ROD SPNL 480MM 6MM XIA 3 HEX PRECUT VIT,570.00
2780000200,ROD SPNL 480MM 6MM XIA TI CNTR POST,570.00
2780000200,ROD SPNL 480MM EXPDM TI,568.10
2780000200,ROD SPNL 480MM VIPER 2 STR COCR,"1,425.00"
2780000200,ROD SPNL 480MM XIA,570.00
2780000200,ROD SPNL 4MM 120MM CRV QUARTEX,332.50
2780000200,ROD SPNL 4MM 120MM STR QUARTEX,332.50
2780000200,ROD SPNL 4MM 240MM STR QUARTEX,332.50
2780000200,ROD SPNL 4MM 80MM STR QUARTEX,332.50
2780000200,ROD SPNL 5.5 CRV 60MM CONE TIP,665.00
2780000200,ROD SPNL 5.5MM 100MM CREO CRV TI,361.00
2780000200,ROD SPNL 5.5MM 100MM NON HEX RADS,285.00
2780000200,ROD SPNL 5.5MM 100MM ZENIUS TI,285.00
2780000200,ROD SPNL 5.5MM 110MM CAPSR,249.38
2780000200,ROD SPNL 5.5MM 125MM TI CRV NONSTRL,376.20
2780000200,ROD SPNL 5.5MM 150MM CREO CRV TI,361.00
2780000200,ROD SPNL 5.5MM 200MM LT,"2,850.00"
2780000200,ROD SPNL 5.5MM 30MM NON HEX RADS,285.00
2780000200,ROD SPNL 5.5MM 35MM  STR,249.38
2780000200,ROD SPNL 5.5MM 35MM CRVD CREO,361.00
2780000200,ROD SPNL 5.5MM 45MM  STR,249.38
2780000200,ROD SPNL 5.5MM 45MM CRV CREO TI,361.00
2780000200,ROD SPNL 5.5MM 45MM CRVD MIS ZENIUS,285.00
2780000200,ROD SPNL 5.5MM 500MM ARMADA,498.75
2780000200,ROD SPNL 5.5MM 50MM CRVD MIS ZENIUS,285.00
2780000200,ROD SPNL 5.5MM 55MM  STR,285.00
2780000200,ROD SPNL 5.5MM 60MM CONT RADS,285.00
2780000200,ROD SPNL 5.5MM 60MM CREO,361.00
2780000200,ROD SPNL 5.5MM 60MM PRECONTR TI ARTEMIS,285.00
2780000200,ROD SPNL 5.5MM 65MM PRECONTR TI ARTEMIS,570.00
2780000200,ROD SPNL 5.5MM 70MM PREVBENT VRTX,570.00
2780000200,ROD SPNL 5.5MM 75MM CRVD CREO,361.00
2780000200,ROD SPNL 5.5MM 80MM CRVD CREO,361.00
2780000200,ROD SPNL 5.5MM 85M ST NONSTRL,249.38
2780000200,ROD SPNL 5.5MM 85MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5MM COCR,"1,824.00"
2780000200,ROD SPNL 5.5MM MALIBU CROSBAR LG CONTR,"1,168.50"
2780000200,ROD SPNL 5.5MM RELINE-O MED LAT OFST TI NONSTRL LATEXFR,498.75
2780000200,ROD SPNL 5.5MMX100MM TI CRV NONSTRL,475.00
2780000200,ROD SPNL 5.5X100MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X110MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X120MM STR RELINE MAS,570.00
2780000200,ROD SPNL 5.5X120MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X140MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X150MM STR RELINE MAS,570.00
2780000200,ROD SPNL 5.5X160MM STR RELINE MAS,498.75
2780000200,ROD SPNL 5.5X300MM STRT COCR RELINE-O,665.00
2780000200,ROD SPNL 5.5X30MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X35MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X40MM HEX STR ES2,471.20
2780000200,ROD SPNL 5.5X40MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X45MM HEX STR ES2,471.20
2780000200,ROD SPNL 5.5X45MM TI LRDTC RELINE MAS,498.75
2780000200,ROD SPNL 5.5X500MM STRT COCR RELINE-O,665.00
2780000200,ROD SPNL 5.5X50MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X55MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X60MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X65MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X70MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X75MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X80MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 5.5X85MM TI CRV,361.00
2780000200,ROD SPNL 5.5X90MM TI LRDTC RELINE,498.75
2780000200,ROD SPNL 500MM 5.5MM CD HZN STR TI LN NONSTRL,"1,182.64"
2780000200,ROD SPNL 500MM 5.5MM COCR,581.88
2780000200,ROD SPNL 500MM 5.5MM CREO COCR HEX END,570.00
2780000200,ROD SPNL 500MM 5.5MM STR CHROMALOY +,"1,928.03"
2780000200,ROD SPNL 500MM 5.5MM STR CHROMALOY +,"2,372.68"
2780000200,ROD SPNL 500MM 5.5MM STR TI LN CP4 NONSTRL,"1,182.56"
2780000200,ROD SPNL 500MM 6.0MM COBALT,"1,824.00"
2780000200,ROD SPNL 500MM 6.0MM TIT,"1,182.64"
2780000200,ROD SPNL 50CM 5.5MM CD HZN LGC LNG TI IV HEX END LIN CAP,570.00
2780000200,ROD SPNL 50MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 50MM 3.5MM MTNR,418.00
2780000200,ROD SPNL 50MM 3.5MM OASYS TI,228.00
2780000200,ROD SPNL 50MM 3.5MM SRR TI PRECONTR,285.00
2780000200,ROD SPNL 50MM 4.5MM XIA PREBNT SPINE VIT PCUT W/O HEX,570.00
2780000200,ROD SPNL 50MM 4.75MM CD HZN COCRMO CAP,"1,519.05"
2780000200,ROD SPNL 50MM 4.75MM CREO CRV COCR,361.00
2780000200,ROD SPNL 50MM 4.75MM SOLERA COCR MLBDN CRV NONSTRL,475.00
2780000200,ROD SPNL 50MM 4.75MM SOLERA STR PERC COCR MLBDN,807.50
2780000200,ROD SPNL 50MM 4.75MM SXTNT CRV COCR,"1,519.05"
2780000200,ROD SPNL 50MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 50MM 5.5MM CAPSR PS2 CRV,380.00
2780000200,ROD SPNL 50MM 5.5MM CD HZN LGC TI PREBNT CNTR POST,380.00
2780000200,ROD SPNL 50MM 5.5MM CD HZN SXTNT STD TI PREBNT PCUT CONTR,570.00
2780000200,ROD SPNL 50MM 5.5MM CREO CRV TI,361.00
2780000200,ROD SPNL 50MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 50MM 5.5MM CREO MIS STR TI,570.00
2780000200,ROD SPNL 50MM 5.5MM ES2 RADS HEX TI,471.20
2780000200,ROD SPNL 50MM 5.5MM ES2 STR HEX TI,471.20
2780000200,ROD SPNL 50MM 5.5MM MALIBU PRECONTOUR NONSTRL,285.00
2780000200,ROD SPNL 50MM 5.5MM MRS CRV PREBNT AUX,665.00
2780000200,ROD SPNL 50MM 5.5MM MTRX CRV POST PEDCL TI NONSTRL,376.20
2780000200,ROD SPNL 50MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 50MM 5.5MM RADS,285.00
2780000200,ROD SPNL 50MM 5.5MM SPHERX 2 TI,498.75
2780000200,ROD SPNL 50MM 5.5MM SPHERX II PREBNT TI,498.75
2780000200,ROD SPNL 50MM 5.5MM TI CRV,522.50
2780000200,ROD SPNL 50MM 5.5MM W/O HEX RADS,285.00
2780000200,ROD SPNL 50MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 50MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 50MM 6MM CLICKX TI SFT CRV NONSTRL,376.20
2780000200,ROD SPNL 50MM 6MM LNG HEX MANTIS STR,471.20
2780000200,ROD SPNL 50MM 6MM LONG HEX RAD MANTIX,471.20
2780000200,ROD SPNL 50MM 6MM PREBNT TI,498.75
2780000200,ROD SPNL 50MM 6MM USS TI HRD NONSTRL,376.20
2780000200,ROD SPNL 50MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 50MM 6MM XIA 4.25IN RADS TI CRV,285.00
2780000200,ROD SPNL 50MM COCR SOLERA,475.00
2780000200,ROD SPNL 50MM LUMBR STR,249.38
2780000200,ROD SPNL 50MM PREBNT,285.00
2780000200,ROD SPNL 50MM TI,665.00
2780000200,ROD SPNL 53MM 5.5MM RADS,285.00
2780000200,ROD SPNL 55MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 55MM 3.5MM MTNR,380.00
2780000200,ROD SPNL 55MM 4.75MM CD HZN COCRMO CAP,"1,519.05"
2780000200,ROD SPNL 55MM 4.75MM CREO CRV COCR,361.00
2780000200,ROD SPNL 55MM 4.75MM SOLERA COCR MLBDN CRV NONSTRL,475.00
2780000200,ROD SPNL 55MM 4.75MM SOLERA STR PERC COCR MLBDN,807.50
2780000200,ROD SPNL 55MM 4.75MM SXTNT CRV COCR,"1,519.05"
2780000200,ROD SPNL 55MM 5.5/6.0 SOLERA COCRMO CAP,"1,519.05"
2780000200,ROD SPNL 55MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 55MM 5.5MM CD HZN SXTNT STD TI PREBNT PCUT CONTR,570.00
2780000200,ROD SPNL 55MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 55MM 5.5MM CREO MIS STR TI,570.00
2780000200,ROD SPNL 55MM 5.5MM CRV,522.50
2780000200,ROD SPNL 55MM 5.5MM CRV PREBNT AUX,665.00
2780000200,ROD SPNL 55MM 5.5MM ES2 RADS HEX TI,471.20
2780000200,ROD SPNL 55MM 5.5MM EXPDM TI PCUT,380.00
2780000200,ROD SPNL 55MM 5.5MM EXPDM TI PREBNT,380.00
2780000200,ROD SPNL 55MM 5.5MM EXPDM TI PREBNT LN NONSTRL,380.00
2780000200,ROD SPNL 55MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 55MM 5.5MM SPHERX 2 TI,498.75
2780000200,ROD SPNL 55MM 5.5MM SPHERX II PREBNT TI,498.75
2780000200,ROD SPNL 55MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 55MM 6MM USS TI CRV SFT NONSTRL,376.20
2780000200,ROD SPNL 55MM COCR SOLERA,475.00
2780000200,ROD SPNL 55MM LUMBR CRV,380.00
2780000200,ROD SPNL 55MM PRECONTR TI ZENIUS,285.00
2780000200,ROD SPNL 55MM SPHERX DBR II PREBNT TI NONSTRL,498.75
2780000200,ROD SPNL 55MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 55MM TI,665.00
2780000200,ROD SPNL 6.0MM 100MM TI LRDTC RELINE-O,498.75
2780000200,ROD SPNL 600MM 3.5-4.5MM OASYS TI TRNS,285.00
2780000200,ROD SPNL 600MM 6MM XIA VIT,570.00
2780000200,ROD SPNL 60MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 60MM 3.5MM MTNR TI RGD STRL,380.00
2780000200,ROD SPNL 60MM 3.5MM OASYS TI,228.00
2780000200,ROD SPNL 60MM 3.5MM TI CRV NONSTRL,368.60
2780000200,ROD SPNL 60MM 3.5MM VRTX SLCT PCUT,570.00
2780000200,ROD SPNL 60MM 4.5MM XIA PREBNT SPINE VIT PCUT W/O HEX,570.00
2780000200,ROD SPNL 60MM 4.75MM CD HZN COCRMO CAP,"1,519.05"
2780000200,ROD SPNL 60MM 4.75MM SOLERA CRV COCR MLBDN NONSTRL,475.00
2780000200,ROD SPNL 60MM 4.75MM SOLERA STR PERC COCR MLBDN,807.50
2780000200,ROD SPNL 60MM 4.75MM SXTNT CRV COCR,"1,519.05"
2780000200,ROD SPNL 60MM 4MM CRV,332.50
2780000200,ROD SPNL 60MM 5.5/6.0MM CRV SOLERA NONSTRL,475.00
2780000200,ROD SPNL 60MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 60MM 5.5MM CD HZN LGC PREBNT THRX TI CNTR POST,380.00
2780000200,ROD SPNL 60MM 5.5MM CD HZN SXTNT STD CONTR PREBNT TI PCUT,570.00
2780000200,ROD SPNL 60MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 60MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 60MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 60MM 5.5MM RADS,285.00
2780000200,ROD SPNL 60MM 5.5MM SPHERX 2 TI,498.75
2780000200,ROD SPNL 60MM 5.5MM SPHERX II PREBNT TI,498.75
2780000200,ROD SPNL 60MM 5.5MM SPRL RADS 90D HEX END,285.00
2780000200,ROD SPNL 60MM 5.5MM TI CRV NONSTRL,376.20
2780000200,ROD SPNL 60MM 5.5MM W/O HEX RADS,285.00
2780000200,ROD SPNL 60MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 60MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 60MM 6MM CREO MIS CRV COCR NONSTRL,570.00
2780000200,ROD SPNL 60MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 60MM 6MM XIA 4.25IN RADS TI CRV,285.00
2780000200,ROD SPNL 60MM 6MM XIA TI ALY,570.00
2780000200,ROD SPNL 60MM MAX XIA-3,285.00
2780000200,ROD SPNL 60MM PRCPT LRDTC PREBNT TI,955.95
2780000200,ROD SPNL 60MM PREBNT,522.50
2780000200,ROD SPNL 60MM SPHERX DBR II PREBNT TI,498.75
2780000200,ROD SPNL 60MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 60MM TI,665.00
2780000200,ROD SPNL 65MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 65MM 3.5MM MTNR TI RGD STRL,380.00
2780000200,ROD SPNL 65MM 4.75MM SOLERA STR PERC COCR MLBDN,"1,519.05"
2780000200,ROD SPNL 65MM 4.75MM SXTNT CRV COCR,"1,519.05"
2780000200,ROD SPNL 65MM 5.5MM CAPSR CRV NONSTRL,249.38
2780000200,ROD SPNL 65MM 5.5MM CD HZN SXTNT STD CONTR PREBNT TI PCUT,570.00
2780000200,ROD SPNL 65MM 5.5MM CREO CRV TI,361.00
2780000200,ROD SPNL 65MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 65MM 5.5MM CREO STR TI,361.00
2780000200,ROD SPNL 65MM 5.5MM EXPDM TI PCUT,380.00
2780000200,ROD SPNL 65MM 5.5MM EXPDM TI PREBNT LN NONSTRL,380.00
2780000200,ROD SPNL 65MM 5.5MM MOS MI SI TI,380.00
2780000200,ROD SPNL 65MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 65MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 65MM 5.5MM REVERE CRV PREBNT REVOLVE CONE TIP,665.00
2780000200,ROD SPNL 65MM 5.5MM REVERE PEDCL TI CRV,380.00
2780000200,ROD SPNL 65MM 5.5MM SPHERX 2 TI,498.75
2780000200,ROD SPNL 65MM 5.5MM SPHERX II PREBNT TI,498.75
2780000200,ROD SPNL 65MM 5.5MM TI CRV NONSTRL,376.20
2780000200,ROD SPNL 65MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 65MM 6MM USS TI SFT CRV NONSTRL,376.20
2780000200,ROD SPNL 65MM SPHERX DBR II PREBNT TI,498.75
2780000200,ROD SPNL 65MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 65MM TI CRV,522.50
2780000200,ROD SPNL 6X180MM TI ILIAD,285.00
2780000200,ROD SPNL 70MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 70MM 3.5MM OASYS TI,228.00
2780000200,ROD SPNL 70MM 3.5MM TI CRV NONSTRL,368.60
2780000200,ROD SPNL 70MM 4.75MM SOLERA COCR MLBDN CRV NONSTRL,475.00
2780000200,ROD SPNL 70MM 4.75MM SOLERA STR PERC COCR MLBDN,"1,519.05"
2780000200,ROD SPNL 70MM 4.75MM SXTNT CRV COCR,"1,519.05"
2780000200,ROD SPNL 70MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 70MM 5.5MM CD HZN LGC PREBNT TI CNTR POST,380.00
2780000200,ROD SPNL 70MM 5.5MM CD HZN SXTNT STD TI PREBNT PCUT CONTR,570.00
2780000200,ROD SPNL 70MM 5.5MM CREO CRV TI,361.00
2780000200,ROD SPNL 70MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 70MM 5.5MM CRV CAPSURE PS2,380.00
2780000200,ROD SPNL 70MM 5.5MM CRV COCR SOLERA NONSTRL,475.00
2780000200,ROD SPNL 70MM 5.5MM ES2 RADS HEX TI,471.20
2780000200,ROD SPNL 70MM 5.5MM ES2 STR HEX TI,471.20
2780000200,ROD SPNL 70MM 5.5MM MTRX CRV POST PEDCL TI HRD NONSTRL,376.20
2780000200,ROD SPNL 70MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 70MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 70MM 5.5MM RADS NONHEX,285.00
2780000200,ROD SPNL 70MM 5.5MM REVERE CRV,665.00
2780000200,ROD SPNL 70MM 5.5MM SPHERX 2 PREBNT,498.75
2780000200,ROD SPNL 70MM 5.5MM SPHERX PPS PREBNT EXTN,955.95
2780000200,ROD SPNL 70MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 70MM 6.35MM SXTNT PERC PEEK,807.50
2780000200,ROD SPNL 70MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 70MM 6MM XIA RADL,285.00
2780000200,ROD SPNL 70MM FRTX CONT  RADS,249.38
2780000200,ROD SPNL 70MM FRTX STR,249.38
2780000200,ROD SPNL 70MM SPHERX DBR II PREBNT TI,498.75
2780000200,ROD SPNL 70MM SPHERX II PREBNT,249.38
2780000200,ROD SPNL 70MM TI CRV,522.50
2780000200,ROD SPNL 75MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 75MM 3.5MM MTNR OCT LOWPRO,380.00
2780000200,ROD SPNL 75MM 4.75MM SOLERA STR PERC COCR MLBDN,"1,519.05"
