"Ketchikan, AK",,
PeaceHealth:  Ketchikan Medical Center,,
Hospital department charges for Services and Supplies,,
,,
,,
Charge Code,Short Description,Charge Each
2780000200,ROD SPNL 75MM 4.75MM SXTNT CRV COCR,"1,519.05"
2780000200,ROD SPNL 75MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 75MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 75MM 5.5MM CREO MIS STR TI,570.00
2780000200,ROD SPNL 75MM 5.5MM CREO STR TI NONSTRL,361.00
2780000200,ROD SPNL 75MM 5.5MM ES2 RADS HEX TI,471.20
2780000200,ROD SPNL 75MM 5.5MM EXPDM PRELORDOTIC TI LN,380.00
2780000200,ROD SPNL 75MM 5.5MM MOS MI SI TI,380.00
2780000200,ROD SPNL 75MM 5.5MM MTRX CRV POST PEDCL TI HRD NONSTRL,376.20
2780000200,ROD SPNL 75MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 75MM 5.5MM SPHERX 2 PREBNT,498.75
2780000200,ROD SPNL 75MM 6.35MM SXTNT PERC PEEK,"1,130.77"
2780000200,ROD SPNL 75MM 6MM CLICKX PANGEA TI SFT CRV NONSTRL,376.20
2780000200,ROD SPNL 75MM 6MM USS TI HRD NONSTRL,376.20
2780000200,ROD SPNL 75MM 6MM USS TI SFT SGL NONSTRL,376.20
2780000200,ROD SPNL 75MM PREBNT,285.00
2780000200,ROD SPNL 75MM PRECEPT PREBENT LRDTC,955.95
2780000200,ROD SPNL 75MM REVOLVE CRV,665.00
2780000200,ROD SPNL 75MM SPHERX DBR II PREBNT TI,498.75
2780000200,ROD SPNL 75MM STR,380.00
2780000200,ROD SPNL 75MM VIPER 2 LRDTC TI MIS,661.20
2780000200,ROD SPNL 80MM 3.5MM AXON CRV PREBNT TI NONSTRL,376.20
2780000200,ROD SPNL 80MM 3.5MM CAPITOL CRV,304.00
2780000200,ROD SPNL 80MM 3.5MM OASYS LG OCT SPINE VIT,285.00
2780000200,ROD SPNL 80MM 3.5MM OASYS OCT SPINE TI,228.00
2780000200,ROD SPNL 80MM 3.5MM SRR PRECONTOUR POST CSPINE LASER,285.00
2780000200,ROD SPNL 80MM 3.5MM STR,332.50
2780000200,ROD SPNL 80MM 3.5MM TI,285.00
2780000200,ROD SPNL 80MM 3.5MM USS TI CONN TRNSVRS NONSTRL,376.20
2780000200,ROD SPNL 80MM 4.75MM CD HZN SOLERA PERC CCM NONSTRL,"1,519.05"
2780000200,ROD SPNL 80MM 4.75MM SOLERA COCR MLBDN CRV NONSTRL,475.00
2780000200,ROD SPNL 80MM 5.5MM BLNT TIP,665.00
2780000200,ROD SPNL 80MM 5.5MM CAPSR PS2 CRV,249.38
2780000200,ROD SPNL 80MM 5.5MM CD HZN LGC TI PREBNT CP,380.00
2780000200,ROD SPNL 80MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 80MM 5.5MM ES2 RADS HEX TI,471.20
2780000200,ROD SPNL 80MM 5.5MM ES2 STR HEX TI,471.20
2780000200,ROD SPNL 80MM 5.5MM MTRX CRV POST PEDCL TI HRD NONSTRL,376.20
2780000200,ROD SPNL 80MM 5.5MM PREBNT,498.75
2780000200,ROD SPNL 80MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 80MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 80MM 5.5MM RADS NONHEX,285.00
2780000200,ROD SPNL 80MM 5.5MM RELINE-O LRDTC TI NONSTRL,498.75
2780000200,ROD SPNL 80MM 5.5MM SPRL RADS,285.00
2780000200,ROD SPNL 80MM 5.5MM TI,332.50
2780000200,ROD SPNL 80MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 80MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 80MM CC NONSTRL,475.00
2780000200,ROD SPNL 80MM FRTX CONT  RADS,249.38
2780000200,ROD SPNL 80MM SPHERX DBR II PREBNT TI,498.75
2780000200,ROD SPNL 80MM VIPER 2 TI LRDTC MINI INV SURG,661.20
2780000200,ROD SPNL 80MM XIA MXL,285.00
2780000200,ROD SPNL 85MM 4.75MM CREO STR COCR,361.00
2780000200,ROD SPNL 85MM 5.5MM BLNT TIP REVERE NONSTRL,665.00
2780000200,ROD SPNL 85MM 5.5MM CAPSR PS2 CRV,285.00
2780000200,ROD SPNL 85MM 5.5MM CREO MIS CRV TI,570.00
2780000200,ROD SPNL 85MM 5.5MM CREO STR TI,361.00
2780000200,ROD SPNL 85MM 5.5MM EXPDM TI PRELRD LN,380.00
2780000200,ROD SPNL 85MM 5.5MM MOS MI SI TI,380.00
2780000200,ROD SPNL 85MM 5.5MM MTRX TI CRV DEGENERATIVE NONSTRL,376.20
2780000200,ROD SPNL 85MM 5.5MM PREBNT,498.75
2780000200,ROD SPNL 85MM 5.5MM TI PREBNT,332.50
2780000200,ROD SPNL 85MM 5MM PRCPT PREBNT LRDTC,955.95
2780000200,ROD SPNL 85MM SPHERX 2 DBR PREBNT,498.75
2780000200,ROD SPNL 90MM 4.75MM SOLERA COCR MLBDN CRV NONSTRL,475.00
2780000200,ROD SPNL 90MM 4.75MM SOLERA STR PERC COCR MLBDN,807.50
2780000200,ROD SPNL 90MM 5.5MM CD HZN LGC PREBNT TI CNTR POST,380.00
2780000200,ROD SPNL 90MM 5.5MM CRV COCR SOLERA NONSTRL,475.00
2780000200,ROD SPNL 90MM 5.5MM ES2 STR HEX TI,471.20
2780000200,ROD SPNL 90MM 5.5MM EXPDM PREBNT TI LN NONSTRL,380.00
2780000200,ROD SPNL 90MM 5.5MM LUMBR TI PLATE,285.00
2780000200,ROD SPNL 90MM 5.5MM PREBNT,332.50
2780000200,ROD SPNL 90MM 5.5MM PRECONTR,285.00
2780000200,ROD SPNL 90MM 5.5MM REVERE CRV CONE TIP NONSTRL,665.00
2780000200,ROD SPNL 90MM 5.5MM SNIPER STR NONSTRL,457.20
2780000200,ROD SPNL 90MM 5.5MM SPRL RADS 90D NONHEX,285.00
2780000200,ROD SPNL 90MM 5.5MM TI,285.00
2780000200,ROD SPNL 90MM 6.35MM PEEK,712.50
2780000200,ROD SPNL 90MM 6MM LNG HEX MANTIS MAX 300MM,471.20
2780000200,ROD SPNL 90MM 6MM MANTIS PEDCL TI RADS,471.20
2780000200,ROD SPNL 90MM 6MM XIA 3 TI RADLCNT,285.00
2780000200,ROD SPNL 90MM PRCPT PREBNT LRDTC TI,955.95
2780000200,ROD SPNL 90MM SPHERX 2 DBR PREBNT,498.75
2780000200,ROD SPNL 95MM 5.5MM CREO CRV TI,361.00
2780000200,ROD SPNL 95MM 5.5MM CREO MIS STR TI,570.00
2780000200,ROD SPNL 95MM 5.5MM EXPDM TI PRELRD LN,380.00
2780000200,ROD SPNL 95MM 5.5MM PREBNT,498.75
2780000200,ROD SPNL 95MM 5.5MM PREBNT TI,332.50
2780000200,ROD SPNL 95MM SPHERX 2 DBR PREBNT,498.75
2780000200,ROD SPNL ARMADA 5.5X100MM TI,332.50
2780000200,ROD SPNL ARMADA 5.5X120MM TI UNDER 300 MM,332.50
2780000200,ROD SPNL BLU 100MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 30MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 35MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 40MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 45MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 50MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 55MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 60MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 70MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 75MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 80MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 85MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 90MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLU 95MM 5.5MM SQ PREBNT THORLMBR TI CNTR POST,380.00
2780000200,ROD SPNL BLUE 510MM 5.5MM SQ TI STR CNTR POST,380.00
2780000200,ROD SPNL BLUE 65MM 5.5MM SQ TI PREBNT CNTR POST,380.00
2780000200,ROD SPNL DUAL SPHERX 25MM DBR,"1,620.95"
2780000200,ROD SPNL DUAL SPHERX 27.5MM DBR,"2,834.80"
2780000200,ROD SPNL DUAL SPHERX 30MM DBR III BALL PREBNT,"1,852.50"
2780000200,ROD SPNL GOLD 240MM 3.5MM AXON CERVFX TI,376.20
2780000200,ROD SPNL IT 5.5X60MM,332.50
2780000200,ROD SPNL LIGHT GRN 245-250MM 5.5MM 3.5MM MTRX TAPER CERV,376.20
2780000200,ROD SPNL MARS CRV 5.5X95MM CONE TIP,665.00
2780000200,ROD SPNL MNTR 200MM 3.5MM OCC PREBENT,418.00
2780000200,ROD SPNL MNTR 85-120MM 3.5MM OCC PREBENT,380.00
2780000200,ROD SPNL PRCPT TI PREBNT 150MM LRDTC,955.95
2780000200,ROD SPNL PRE BNT 5.5X40MM ARSENAL,285.00
2780000200,ROD SPNL PREBENT 95MM TI LRDTC PRECEPT,955.95
2780000200,ROD SPNL PRECONTR 70MM 3.5MM TI,285.00
2780000200,ROD SPNL SOLERA 40MM,475.00
2780000200,ROD SPNL SOLERA 500MM 4.75MM,475.00
2780000200,ROD SPNL TI 110MM NOVEL III,285.00
2780000200,ROD SPNL TI 250MM 5.5MM,285.00
2780000200,ROD SPNL TI 35MM 5.5MM HEX RAD MANTIS,471.20
2780000200,ROD SPNL TI 35MM NOVEL III PRECONTR,285.00
2780000200,ROD SPNL TI 45MMX5MM POST THORLMBR CRV NONSTRL ROSE RED,376.20
2780000200,ROD SPNL TI 4CM 5.5MM PRECONTR,522.50
2780000200,ROD SPNL TI 5.5MM 125MM CREO CRV,361.00
2780000200,ROD SPNL TI 5.5MM 65MM ARMADA,332.50
2780000200,ROD SPNL TI 5.5MMX35MM CD HZN SOLERA CRV,475.00
2780000200,ROD SPNL TI 5.5MMX40MM CD HZN SOLERA PRE BENT,475.00
2780000200,ROD SPNL TI 5.5MMX45MM CD HZN SOLERA PRE BENT,475.00
2780000200,ROD SPNL TI 5.5MMX50MM CD HZN SOLERA CRV,475.00
2780000200,ROD SPNL TI 5.5MMX55MM CD HZN SOLERA CRV,475.00
2780000200,ROD SPNL TI 5.5MMX70MM CD HZN SOLERA CRV,475.00
2780000200,ROD SPNL TI 5.5MMX80MM CD HZN SOLERA CRV,475.00
2780000200,ROD SPNL TI 5.5MMX90MM CD HZN SOLERA CRV,475.00
2780000200,ROD SPNL TI 5.5X40MM HEX RAD MANTIS,471.20
2780000200,ROD SPNL TI 5.5X60MM HEX RAD MANTIS,471.20
2780000200,ROD SPNL TI 5.5X65MM HEX RAD MANTIS,471.20
2780000200,ROD SPNL TI 5.5X70MM,332.50
2780000200,ROD SPNL TI 5.5X70MM CONTR,285.00
2780000200,ROD SPNL TI 5.5X75MM,332.50
2780000200,ROD SPNL TI 60MM CD HCN SOLERA CRV,475.00
2780000200,ROD SPNL TI 80MM ILIAD 6.0 STR,285.00
2780000200,ROD SPNL TI ARMADA 5.5X45MM,332.50
2780000200,ROD SPNL TRNS 4.5X600MM VIT OASYS,285.00
2780000200,ROD SPNL VUEPOINT 3.5X120MM,380.00
2780000200,ROD SPNL XIA 3 TI 6MM L 110MM ALLOY,285.00
2780000200,ROD THORACIC/LUMBAR 5.5X50MM TI,332.50
2780000200,ROD THR 120MM,147.52
2780000200,ROD THR 250MM,166.84
2780000200,ROD THR 30MM,128.19
2780000200,ROD THR 60MM,128.19
2780000200,ROD THR 85MM TRUELOK EXTFIX,81.05
2780000200,ROD VUEPOINT 240MM  45DEG PRECURVED,332.50
2780000200,ROD X-CONN 40-50MM 6.0 LP ADJ RELINE-O,"1,163.75"
2780000200,ROD X-CONN 45-65MM 6.0 LP ADJ RELINE-O,"1,163.75"
2720003200,ROUT POWR 16MM 1.7MM DURAGRD MED TAPERD 58 STRL,180.94
2720003200,ROUT SURG TAPERED BUR 2.3MM BLU RED,219.47
2720003200,ROUT SURG TAPERED BUR 3.0 MM STRL,219.47
2720003200,ROUT TAPERED BUR 1.5 12MM GRN RED,219.47
2780010300,RSP MONOBLOCK STEM SIZE 12,"13,013.10"
2780010300,RSTRC CMNT 10.75MM 2 HIP FEM POLYETH STRL,194.75
2780010300,RSTRC CMNT 13.25MM 3 HIP FEM POLYETH STRL,194.75
2720003800,RSTRC CMNT 13MM 5-8MM DIA RNG REV SHLD,304.38
2780010300,RSTRC CMNT 15.75MM 4 HIP FEM POLYETH STRL,194.75
2780010300,RSTRC CMNT 16MM BSTP G HIP STRL,201.40
2780010300,RSTRC CMNT 30MM BUCK FEM HIP,63.33
2780010300,RSTRC CMNT 32MM HIP ACETAB TRB MTL STRL,"1,414.55"
2780010300,RSTRC CMNT 8.25MM 1 HIP FEM POLYETH STRL,194.75
2780010300,RSTRC CMNT BSTP G 10MM,201.40
2780010300,RSTRC CMNT BSTP G 12MM HIP STRL,201.40
2780010300,RSTRC CMNT BSTP G 14MM HIP STRL,201.40
2780010300,RSTRC CMNT BSTP G 18MM HIP,201.40
2780010300,RSTRC CMNT BSTP G 20MM,201.40
2780010300,RSTRC CMNT BSTP G 8MM HIP STRL,201.40
2780010300,RSTRC CMNT BUCK 18.5 18.5MM FEM HIP STRL LATEXFR,63.33
2780010300,RSTRC CMNT BUCK 25MM FEM HIP,63.33
2780010300,RSTRC CMNT BUCK 35MM,63.33
2780010300,RSTRC CMNT EXCEL SMT ULT 5 UHMWPE 18.25MM DIST CLCR FEM,194.75
2720003800,RSTRC CMNT LAT 8-15MM ELB,376.20
2780010300,RSTRC CMNT LG UNIV UHMWPE 16.5-22MM HIP,16.72
2780010300,RSTRC CMNT MED UNIV DIST DISP INSRTR,190.00
2780010300,RSTRC CMNT MED UNIV FEM HIP,190.00
2780010300,RSTRC CMNT SM UNIV UHMWPE 10-16MM HIP,"1,672.00"
2780010300,RSTRC CMNT UNIV DIST DISP INSRTR,190.00
2780010300,RSTRC CMNT XL UNIV 30MM HIP REV,190.00
2720006200,RTRV 160CM 1.8MM SPECLTY REINF NET FLEX PCH ENDOSCP DIS,209.00
2720006200,RTRV 160CM 1.8MM SPECLTY REINF NET FLEX PCH ENDOSCP DIS,199.50
2720003800,RTRV 5.5X3CM 2.5MM ENDOSCP RESCUENET PROMESH OMNILOOP,161.50
2720006200,RTRV ENDOSCP RTHNT MAXI FB,190.00
2780004300,RTRV ENDOSCP TREVO XP PROVUE,"15,190.50"
2720006400,RTRV SPEC COIL 115CM 7MM 3FR STNCN URET NTNL STON BSKT,434.34
2720006400,RTRV STENT 115CM 2.4FR NSNARE NTNL FLEX,285.29
2720006200,RTRV STENT 180CM 7FR SHNDR .035IN 2.8MM GDWIRE,334.40
2720006200,RTRV STENT PURPL 180CM 10FR SHNDR .035IN STD BILI PNCR MNT,334.40
2720006200,RTRV STENT PURPL 180CM 11.5FR SHNDR .035IN STD BILI PNCR,328.70
2780007100,RTRV STENT PURPL 180CM 8.5FR SHNDR .035IN STD BILI PNCR,328.70
2720006200,RTRV SURG 115CM 3FR URET FLAT WIRE LOOP,250.00
2720003800,RTRV SUT 10.1IN HWSN LGMNT STRL LATEXFR DISP,226.14
2720003800,RTRV SUT 3/8IN MED STRS RISER ROTCUF STRL LATEXFR DISP BLUE,74.18
2720003800,RTRV SUT 30D IDL GRASP SHLDR STRL LATEXFR DISP,775.20
2780015000,RTRV SUT 32CM 12MM STD CP OPENAC PUSH CTCH TRNSVG STRL,888.77
2780004300,RTRV SUT 3MM SFT,"6,070.50"
2720003800,RTRV SUT 45D IDL GRASP SHLDR STRL LATEXFR DISP,317.30
2720003800,RTRV SUT STR ACFX ROTCUF STRL LATEXFR DISP,75.37
2720003200,SAW 10.8MM HOLE TREPHINE,178.01
2780007100,SCAFFOLD SURG 10X25CM BIOSORB BIOSILK STRL SGL USE,"7,115.50"
2720003800,SCALP 14.4X3MM LSREDG ANGL SLT DUAL BVL SURG 3.7MM EYE,29.13
2720003800,SCALP BYNT ANNULOTOMY SURG DISP,190.00
2720003800,SCALP SS SFTY HANDL RETRBL BLDE SURG 10 LATEXFR DISP BLK,1.67
2720003800,SCALP SS SFTY HANDL RETRBL BLDE SURG 11 STRL DISP BLUE,1.67
2720003800,SCALP SS SFTY HANDL RETRBL BLDE SURG 15 LATEXFR DISP GRN,1.74
2780000200,SCEW BN SPNL 5MM 30MM EXTND TAB EXPEDIUM,"1,217.90"
2720006200,SCISR ESURG 21CM 5MM ENDPTH CRV ROT LAPSCP STRL DISP,99.44
2720006200,SCISR ESURG 21CM 5MM ENDPTH CRV ROT LAPSCP STRL DISP,351.37
2720006200,SCISR ESURG 21CM 5MM ENDPTH CRV ROT LAPSCP STRL DISP,131.52
2720003800,SCISR LAPSCP CRV INS AEM .5IN 35CM DISP 5MM,168.95
2720003800,SCISR LAPSCP CRV TIP METZ TIP SW BLDE DMND-LN SP STRL DISP 5,122.48
2720003800,SCISR LAPSCP DUAL EDG BLDE DIRDR SS 35CM DISP 5MM,72.20
2720006200,SCISR LAPSCP ENDOWRST STRL DISP,"3,705.00"
2720006200,SCISR LAPSCP MONOPLR CRV ENDPTH 33CM STRL DISP 5MM,14.18
2720006200,SCISR LAPSCP MONOPLR CRV ENDPTH 33CM STRL DISP 5MM,122.80
2720006200,SCISR LAPSCP MONOPLR CRV ENDPTH 33CM STRL DISP 5MM,95.66
2720006200,SCISR LAPSCP MONOPLR CRV ENDPTH 33CM STRL DISP 5MM,128.94
2720005300,SCISR MED HORIZ CRV FN TIP SURG 23GA DISP,398.62
2720005300,SCISR MED HORIZ TIP CRV SURG 25GA DISP,325.89
2720003800,SCISR MICRO CRV HORIZ SURG 25GA STRL DISP,420.66
2720005300,SCISR OPHTH PINCL VRT 25 GA DISP,290.93
2780000200,SCKT EXTFIX 30MM 30MM ILZ TIB THR DLX SET ADLT,168.26
2780007100,SCLR 10MM 10MM FULL THICKNESS WHOLE,579.50
2780007100,SCLR WHOLE - LIONS EYE BANK,855.00
2780007100,SCLR WHOLE - LIONS EYE BANK,902.50
2780000200,SCREW  2.0 X 8MM L1 MMF,289.58
2780000200,SCREW  7.5MM 45MM PED CANN XPRESS DUAL LEAD,"1,163.75"
2780000200,SCREW  7.5MM 50MM PED CANN XPR DUAL LEAD,"1,330.00"
2780000200,SCREW  BN 2.5X12MM MINI MONSTR SHORT THR,365.75
2780000200,SCREW  BN 2.5X13MM MINI MONSTR S/THR,365.75
2780000200,SCREW  BN 2.7X10MM MINI MONSTR FULL THR,297.83
2780000200,SCREW  BN 2.7X20MM MINI MONSTR SHORT THR,297.83
2780000200,SCREW  BN 2.7X36MM MINI MONSTR SHORT THR,297.83
2780000200,SCREW  BN 5.25MM L8MM MNTR OC,285.00
2780000200,SCREW  BN 7.5MM 40MM ATS SPINE MULTA 4.75MM ROD,"2,755.00"
2780000200,SCREW  LOCK 2.7MM X 6MM,275.50
2780000200,SCREW 100MM 10.35MM TFNA TI CANN FENESTRATED,"1,531.88"
2780000200,SCREW 12MM 2.3MM MAXLFCL CROSPN BN,24.29
2780000200,SCREW 2 X 24MM CANN SHRT THR MINI MONSTER,433.68
2780000200,SCREW 2.0 X 6MM L1 MMF,289.58
2780000200,SCREW 2.0 X 6MM L1 MMF 5PK,"1,447.86"
2780000200,SCREW 2.0 X 8MM L1 MMF 5PK,289.57
2780000200,SCREW 2.0X12MM,171.00
2780000200,SCREW 2.5MM 25MM FEMALE HEX KNEE,257.45
2780000200,SCREW 2.5X26MM MINI MONSTR S/THR,365.75
2780000200,SCREW 2.7MM 18MM LOCKING VA,305.24
2780000200,SCREW 2.7MM 20MM LCKING VA,305.24
2780000200,SCREW 2.7MM 30MM LCKING VA,305.24
2780000200,SCREW 2.7MM THRDD STEPD 18MM F STERILE,316.98
2780000200,SCREW 2.7MM THRDD STEPD 32MM F SS OSTOMY NAIL STRL,316.98
2780000200,SCREW 2.7MM VA LCKNG SELFTAPNG WITH T8 STARDRIVE RECESS 32MM,305.24
2780000200,SCREW 2.7MM VA LCKNG SELFTAPNG WITH T8 STARDRIVE RECESS 38MM,305.24
2780000200,SCREW 2.7X18MM FT,237.50
2780000200,SCREW 3.0MM CERVICAL SPINE 16MM,285.00
2780000200,SCREW 3.3X12MM FT LOWPRO,266.00
2780000200,SCREW 3.5 X 16MM CANN FULL THR MINI MONSTER,395.20
2780000200,SCREW 3.5 X 18MM CANN FULL THR MINI MONSTER,395.20
2780000200,SCREW 3.5 X 18MM CANN SHRT THR MINI MONSTER,447.07
2780000200,SCREW 3.5 X 22MM CANN SHRT THR MINI MONSTER,395.20
2780000200,SCREW 3.5 X 24MM VUEPOINT,"1,163.75"
2780000200,SCREW 3.5 X 28MM VUEPOINT FAV,"1,330.00"
2780000200,SCREW 3.5MMX24MM VUEPOINT FAV POST CERV P/THR,"1,330.00"
2780000200,SCREW 3.5MMX30MM VUEPOINT FAV POST CSPINE MULTANG,"1,330.00"
2780000200,SCREW 3.5X13MM SD VAR CERV,475.00
2780000200,SCREW 3.5X28MM MINI MONSTER S/THRD,365.75
2780000200,SCREW 3.5X34MM SHRT THR MINI MONSTER,365.75
2780000200,SCREW 3.5X36MM CANN SHRT THR MINI MONSTER,433.68
2780000200,SCREW 3.5X38MM CANN SHRT THR MINI MONSTER,433.68
2780000200,SCREW 3.5X38MM PERILOC T20 TI LOCK SELF TAP CORT,343.52
2780000200,SCREW 3.5X44MM MINI MONSTER S/THRD,365.75
2780000200,SCREW 3.5X50MM CANN SHRT THR MINI MONSTER,433.68
2780000200,SCREW 35.X20MM MINI MONSTR S/THR,365.75
2780000200,SCREW 35MM 5.5MM POLYAX RELINE,"1,496.25"
2780000200,SCREW 35MM 8MM CANN BLNT THR ARTH TI ACL/PCL STRL,180.50
2780000200,SCREW 35MM 9MM CANN BLNT THR ARTH TI ACL/PCL STRL,180.50
2780000200,SCREW 4 X 34MM CANN SHRT THR MINI MONSTER,475.48
2780000200,SCREW 4.0MM 10MM VA SELFDRL SNOWCAP,190.00
2780000200,SCREW 4.0MM 14MM SELF TAP,190.00
2780000200,SCREW 4.0MM 85MM CANCEL LOK,273.60
2780000200,SCREW 4.0MM X 46MM NCB FCL SCRETITANIUM NON STERILE,212.93
2780000200,SCREW 4.0X14MM FIXED ANGLE SD,285.00
2780000200,SCREW 4.0X14MM VARIABLE ANGLE SD,285.00
2780000200,SCREW 4.0X16MM FIXED ANGLE,285.00
2780000200,SCREW 4.0X16MM VARIABLE ANGLE,285.00
2780000200,SCREW 4.0X18MM FIXA SELFDRL,285.00
2780000200,SCREW 4.0X18MM VARIABLE ANGLE,285.00
2780000200,SCREW 4.2MM 14MM VAR ANG SD XTEND,190.00
2780000200,SCREW 4.2MM 16MM VAR ANG SD XTEND,190.00
2780000200,SCREW 4.2MM 18MM VAR ANG ST XTEND,190.00
2780000200,SCREW 4.2MM 20MM VAR ANG SD,190.00
2780000200,SCREW 4.5 X 30MM LOCK,381.90
2780000200,SCREW 4.5MM 14MM TI OC SPINE NONSTRL FUSN SYS,285.00
2780000200,SCREW 4.5MM 2.3MM CRANFCL SELF TAP ER CROSFT BN,99.94
2780000200,SCREW 4.5MM 28MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 30MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 32MM CANN SHRT THRD MONSTER,433.68
2780000200,SCREW 4.5MM 32MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 34MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 36MM TI MULTILOC,531.98
2780000200,SCREW 4.5MM 36MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 38MM TI MULTILOC,531.98
2780000200,SCREW 4.5MM 38MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 40MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 42MM TI MULTILOC NONSTRL,531.98
2780000200,SCREW 4.5MM 42MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 44MM CANN HDLS S/THR MONSTER,642.68
2780000200,SCREW 4.5MM 44MM CANN LNG THRD MONSTER,433.68
2780000200,SCREW 4.5MM 44MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 46MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 48MM CANN LNG THRD MONSTER,433.68
2780000200,SCREW 4.5MM 48MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 48MM TI TIB CORT OPEN WDG OSTEOTM,231.80
2780000200,SCREW 4.5MM 50MM CANN LNG THRD MONSTER,433.68
2780000200,SCREW 4.5MM 50MM TI MULTILOC STRL,639.54
2780000200,SCREW 4.5MM 55MM CANN LNG THRD MONSTER,433.68
2780000200,SCREW 4.5MM 55MM CANN SHRT THRD MONSTER,433.68
2780000200,SCREW 4.5MM 60MM CANN SHORT THRD MONSTER,433.68
2780000200,SCREW 4.5MM X 40MM MODULAR CREO AMP,570.00
2780000200,SCREW 45MM 4.0MM POLYAXIAL,"1,246.88"
2780000200,SCREW 45MM 4.5MM POLYAXIAL TI,"1,246.88"
2780000200,SCREW 4MM 46MM 15.5MM NONSTRL ASNIS 3 SS SELF TAP SELFDRL,449.58
2780000200,SCREW 4MM 46MM 15.5MM NONSTRL ASNIS 3 SS SELF TAP SELFDRL,266.00
2780000200,SCREW 4MM 48MM CANC CANN TIMAX NONSTRL,355.30
2780000200,SCREW 5.0X30MM POLYAX 3Z MAS PLIF,"1,662.50"
2780000200,SCREW 5.0X35MM POLYAX 3Z MAS PLIF,"1,662.50"
2780000200,SCREW 5.5 POLY TULIP CREO AMP,617.50
2780000200,SCREW 5.5 X 40MM CANN L/THR MINI MONSTER,574.75
2780000200,SCREW 5.5 X 42MM CANN F/THR MINI MONSTER,574.75
2780000200,SCREW 5.5 X 46MM CANN L/THR MINI MONSTER,574.75
2780000200,SCREW 5.5MM 38MM HDLS S/THR HEADLESS 5.5 X 38MM,830.78
2780000200,SCREW 5.5MM 40MM PED CANN XPRESS DUAL LEAD,"1,330.00"
2780000200,SCREW 5.5MM 40MM PEDCL CANN FORTEX,"1,615.00"
2780000200,SCREW 5.5MM 60MM CANN L/THR MONSTER,297.83
2780000200,SCREW 5.5MM 7.5MM X 60MM ILIAC SLO,"1,413.13"
2780000200,SCREW 5.5MM 70MM CANN S/THR MONSTER,574.75
2780000200,SCREW 5.5MMX40MM REDUCN POLYAX PEDCL TI ILIAD 6/0 ROD,"1,092.50"
2780000200,SCREW 5.5X25MM POLYAX 3Z MAS PLIF,"1,662.50"
2780000200,SCREW 5.5X30MM POLYAX 3Z MAS PLIF,"1,662.50"
2780000200,SCREW 5.5X35MM POLYAX 3Z MAS PLIF,"1,662.50"
2780000200,SCREW 5.5X40MM POLYAX 3Z MAS,"1,662.50"
2780000200,SCREW 5.5X50MM,"1,235.00"
2780000200,SCREW 5.5X55MM POLYAX PEDCL TI ZENIUS REDUCN,"1,092.50"
2780000200,SCREW 50MM 6.5MM NO PRFL TI CANC STRL,387.60
2780000200,SCREW 6.0MM OPEN TULIP LOCK RELINE,95.00
