Lakeland Community Hospital,,
Standard Charges,,
,,
SVCCD,Description,Price
240274,IMP FOOT/ANKLE JOINT,"$2,191.50 "
240275,IMP FOOT/ANKLE JOINT,"$2,465.00 "
240278,IMP MIDDLE EAR G01,$274.00 
240279,IMP MIDDLE EAR G02,$547.50 
240280,IMP MIDDLE EAR G03,$821.50 
240281,IMP MIDDLE EAR G04,"$1,095.50 "
240282,IMP MIDDLE EAR G05,"$1,369.50 "
240283,IMP MIDDLE EAR G06,"$1,643.50 "
240284,IMP MIDDLE EAR G07,"$1,917.50 "
240285,IMP MIDDLE EAR G08,"$2,191.50 "
240286,IMP MIDDLE EAR G09,"$2,465.00 "
240287,IMP PHALANGES G01,$274.00 
240288,IMP PHALANGES G02,$547.50 
240289,IMP PHALANGES G03,$821.50 
240290,IMP PHALANGES G04,"$1,095.50 "
240291,IMP PHALANGES G05,"$1,369.50 "
240292,IMP PHALANGES G06,"$1,643.50 "
240293,IMP PHALANGES G07,"$1,917.50 "
240294,IMP PHALANGES G08,"$2,191.50 "
240295,IMP PHALANGES G09,"$2,465.00 "
240298,IMP SHLD JOINT G01,$274.00 
240299,IMP SHLD JOINT G02,$547.50 
240300,IMP SHLD JOINT G03,$821.50 
240301,IMP SHLD JOINT G04,"$1,095.50 "
240302,IMP SHLD JOINT G05,"$1,369.50 "
240303,IMP SHLD JOINT G06,"$1,643.50 "
240304,IMP SHLD JOINT G07,"$1,917.50 "
240305,IMP SHLD JOINT G08,"$2,191.50 "
240306,IMP SHLD JOINT G09,"$2,465.00 "
240307,IMP BREAST G01,"$1,643.50 "
240308,IMP BREAST G02,"$1,917.50 "
240309,IMP BREAST G03,"$2,191.50 "
240310,IMP BREAST G04,"$2,465.00 "
240311,IMP BREAST G05,"$2,739.50 "
240312,IMP BREAST G06,"$3,013.50 "
240313,IMP BREAST G07,"$3,287.50 "
240314,IMP BREAST G08,"$3,561.00 "
240315,IMP BREAST G09,"$3,835.00 "
240318,IMP PENILE INFLAT G0,$274.00 
240319,IMP PENILE INFLAT G0,$547.50 
240320,IMP PENILE INFLAT G0,$821.50 
240321,IMP PENILE INFLAT G0,"$1,095.50 "
240322,IMP PENILE INFLAT G0,"$1,369.50 "
240323,IMP PENILE INFLAT G0,"$1,643.50 "
240324,IMP PENILE INFLAT G0,"$1,917.50 "
240325,IMP PENILE INFLAT G0,"$2,191.50 "
240326,IMP PENILE INFLAT G0,"$2,465.00 "
240330,IMP BN ART/AUG G01,$274.00 
240331,IMP BN ART/AUG G02,$547.50 
240332,IMP BN ART/AUG G03,$821.50 
240333,IMP BN ART/AUG G04,"$1,095.50 "
240334,IMP BN ART/AUG G05,"$1,369.50 "
240335,IMP BN ART/AUG G06,"$1,643.50 "
240336,IMP BN ART/AUG G07,"$1,917.50 "
240337,IMP BN ART/AUG G08,"$2,191.50 "
240338,IMP BN ART/AUG G09,"$2,465.00 "
240344,CATH TA NONLAS G03,$391.50 
240346,ST CT/COV W/DEL G01,$137.00 
240347,CATH TA NONLAS G01,$130.50 
240349,CATH TA NONLAS G02,$261.00 
240353,INTR/SHEATH FXD PEEL,$65.00 
240354,PORT INDWELLING G01,$274.00 
240355,CATH INFUS PICC/MID,"$1,043.50 "
240356,CATH HEMO/PERI STM G,$130.50 
240358,CATH THROMB EMBO G01,$130.50 
240359,CATH THROMB EMBO G02,$261.00 
240360,CATH TA NONLAS G04,$522.00 
240372,MORCELLATOR,"$1,937.50 "
240373,ST NON-CT/COV W/O D,$137.00 
240374,ST NON-CT/COV W/O D,$274.00 
240375,ST NON-CT/COV W/O D,$411.00 
240376,ST NON-CT/COV W/O D,$547.50 
240377,ST NON-CT/COV W/O DL,$821.50 
240378,ST NON-CT/COV W/DEL,"$1,095.50 "
240379,ST NON-CT/COV W/O D,"$1,917.50 "
240380,ST NON-CT/COV W/O D,"$1,095.50 "
240381,ST NON-CT/COV W/O D,"$1,369.50 "
240382,ST NON-CT/COV W/DEL,"$1,369.50 "
240383,ST NON-CT/COV W/DEL,"$1,643.50 "
240384,ST NON-CT/COV W/DEL,"$1,917.50 "
240385,ST CT/COV W/DEL G02,$274.00 
240386,ST NON-CT/COV W/O DL,"$1,643.50 "
240387,ST NON-CT/COV W/DEL,"$2,465.00 "
240388,ST NON-CT/COV W/DEL,"$2,739.50 "
240389,ST NON-CT/COV W/DEL,"$4,109.00 "
240390,ST NON-CT/COV W/DEL,"$5,478.50 "
240391,ST NON-CT/COV W/DEL,"$8,218.50 "
240395,ST NON-CT/COV W/DEL,"$6,848.00 "
240396,ST NON-CT/COV W/DEL,$547.50 
240403,ST CT/COV W/O DEL G0,$137.00 
240408,ST CT/COV W/DEL G03,$411.00 
240409,ST NON-CT/COV W/DEL,"$9,587.50 "
240411,ST CT/COV W/DEL G04,$547.50 
240413,ST NON-CT/COV W/DEL,$821.50 
240414,ST NON-CT/COV W/DEL,"$2,191.50 "
240415,ST CT/COV W/DEL G05,$821.50 
240417,NDL BRACHYTHERAPY G0,$65.00 
240420,UR INCONT DEV SL GFT,$274.00 
240421,UR INCONT DEV WO SLG,"$5,459.00 "
240477,FILTER VENA CAVA,"$6,633.50 "
240478,IMP PUMP INFUSION G0,"$16,435.50 "
240479,IMP ELBOW JNT G01,"$5,752.50 "
240480,IMP ELBOW JNT G02,"$6,026.50 "
240481,IMP ELBOW JNT G03,"$6,300.00 "
240482,IMP ELBOW JNT G04,"$6,574.00 "
240483,IMP ELBOW JNT G05,"$6,848.00 "
240484,IMP ELBOW JNT G06,"$7,122.00 "
240485,IMP ELBOW JNT G07,"$7,395.50 "
240486,IMP ELBOW JNT G08,"$7,669.50 "
240487,IMP ELBOW JNT G09,"$7,944.00 "
240496,IMP IOL G05,"$1,095.50 "
240497,IMP IOL G06,"$1,232.50 "
240498,IMP PLATE G16,"$2,739.50 "
240499,IMP PLATE G17,"$3,013.50 "
240500,IMP PLATE G18,"$3,287.50 "
240501,IMP PLATE G19,"$3,561.00 "
240502,IMP PLATE G20,"$3,835.00 "
240503,IMP PLATE G21,"$4,109.00 "
240504,IMP PLATE G22,"$4,382.50 "
240505,IMP PLATE G23,"$4,657.00 "
240506,IMP PLATE G24,"$4,931.00 "
240507,IMP BREAST G10,"$4,109.00 "
240508,IMP BREAST G11,"$4,382.50 "
240509,IMP BREAST G12,"$4,657.00 "
240510,IMP BREAST G13,"$4,931.00 "
240511,IMP NAILS G07,"$1,917.50 "
240512,IMP NAILS G08,"$2,191.50 "
240513,IMP NAILS G09,"$2,465.00 "
240514,IMP NAILS G10,"$2,739.50 "
240515,IMP NAILS G11,"$3,013.50 "
240516,IMP NAILS G12,"$3,287.50 "
240517,IMP NAILS G13,"$3,561.00 "
240518,IMP NAILS G14,"$3,835.00 "
240519,IMP NAILS G15,"$4,109.00 "
240520,IMP NAILS G16,"$4,382.50 "
240521,IMP RODS G10,"$2,465.00 "
240522,IMP RODS G11,"$2,739.50 "
240523,IMP RODS G12,"$3,013.50 "
240524,IMP RODS G13,"$3,287.50 "
240525,IMP RODS G14,"$3,561.00 "
240526,IMP RODS G15,"$3,835.00 "
240527,IMP RODS G16,"$4,109.00 "
240528,IMP RODS G17,"$4,382.50 "
240529,IMP RODS G18,"$4,657.00 "
240530,IMP MESH G07,$959.00 
240531,IMP MESH G08,"$1,095.50 "
240532,IMP MESH G09,"$1,232.50 "
240533,IMP MESH G10,"$1,369.50 "
240534,IMP MESH G11,"$1,507.00 "
240535,IMP MESH G12,"$1,643.50 "
240536,IMP MESH G13,"$1,781.00 "
240537,IMP MESH G14,"$1,917.50 "
240538,IMP MESH G15,"$2,054.50 "
240539,IMP MESH G16,"$2,191.50 "
240540,IMP MESH G17,"$2,328.50 "
240541,IMP MESH G18,"$2,465.00 "
240542,IMP MESH G19,"$2,603.00 "
240543,IMP MESH G20,"$2,739.50 "
240544,IMP MESH G21,"$3,013.50 "
240545,IMP MESH G22,"$3,287.50 "
240546,IMP MESH G23,"$3,561.00 "
240547,IMP MESH G24,"$3,835.00 "
240548,IMP MESH G25,"$4,109.00 "
240549,IMP KNEE JOINT G10,"$2,739.50 "
240550,IMP KNEE JOINT G11,"$3,013.50 "
240551,IMP KNEE JOINT G12,"$3,287.50 "
240552,IMP KNEE JOINT G13,"$3,561.00 "
240553,IMP KNEE JOINT G14,"$3,835.00 "
240554,IMP KNEE JOINT G15,"$4,109.00 "
240555,IMP KNEE JOINT G16,"$4,382.50 "
240556,IMP KNEE JOINT G17,"$4,657.00 "
240557,IMP KNEE JOINT G18,"$4,931.00 "
240558,IMP KNEE JOINT G19,"$5,205.00 "
240559,IMP KNEE JOINT G20,"$5,478.50 "
240560,IMP KNEE JOINT G21,"$5,752.50 "
240561,IMP KNEE JOINT G22,"$6,026.50 "
240562,IMP KNEE JOINT G23,"$6,300.00 "
240563,IMP KNEE JOINT G24,"$6,574.00 "
240564,IMP KNEE JOINT G25,"$6,848.00 "
240565,IMP KNEE JOINT G26,"$7,122.00 "
240566,IMP KNEE JOINT G27,"$7,395.50 "
240567,IMP KNEE JOINT G28,"$7,669.50 "
240568,IMP KNEE JOINT G29,"$7,944.00 "
240569,IMP KNEE JOINT G30,"$8,218.50 "
240570,IMP KNEE JOINT G31,"$8,492.00 "
240571,IMP KNEE JOINT G32,"$8,766.00 "
240572,IMP KNEE JOINT G33,"$9,040.00 "
240573,IMP KNEE JOINT G34,"$9,313.50 "
240574,IMP KNEE JOINT G35,"$9,587.50 "
240575,IMP KNEE JOINT G36,"$9,861.50 "
240576,IMP KNEE JOINT G37,"$10,135.00 "
240577,IMP KNEE JOINT G38,"$10,409.00 "
240578,IMP KNEE JOINT G39,"$10,683.00 "
240579,IMP KNEE JOINT G40,"$10,957.50 "
240580,IMP KNEE JOINT G41,"$11,231.00 "
240581,IMP KNEE JOINT G42,"$11,505.00 "
240582,IMP KNEE JOINT G43,"$11,779.00 "
240583,IMP KNEE JOINT G44,"$12,052.50 "
240584,IMP KNEE JOINT G45,"$12,326.50 "
240585,IMP KNEE JOINT G46,"$12,600.50 "
240586,IMP KNEE JOINT G47,"$12,874.50 "
240587,IMP KNEE JOINT G48,"$13,148.00 "
240588,IMP KNEE JOINT G49,"$13,422.00 "
240589,IMP KNEE JOINT G50,"$13,696.50 "
240590,IMP KNEE JOINT G51,"$13,971.00 "
240591,IMP KNEE JOINT G52,"$14,244.50 "
240592,IMP HIP JOINT G23,"$6,300.00 "
240593,IMP HIP JOINT G36,"$9,861.50 "
240594,IMP HIP JOINT G43,"$11,779.00 "
240595,IMP HIP JOINT G47,"$12,874.50 "
240596,IMP HIP JOINT G51,"$14,244.50 "
240597,IMP HIP JOINT G55,"$15,340.00 "
240598,IMP PINS/WIRES G10,"$1,643.50 "
240599,IMP SCREW G11,"$1,507.00 "
240600,IMP KNEE JOINT G53,"$14,518.50 "
240601,IMP KNEE JOINT G54,"$14,792.50 "
240602,IMP KNEE JOINT G55,"$15,066.00 "
240603,BONE FILLER,"$3,894.00 "
240604,IMP ANCH/STPLS G05,$685.00 
240605,CATH EP DX/ABL G02,$261.00 
240606,IMP SHLD JOINT G10,"$2,739.50 "
240607,IMP SHLD JOINT G11,"$4,109.00 "
240608,IMP SHLD JOINT G12,"$5,478.50 "
240609,IMP SHLD JOINT G13,"$6,848.00 "
240610,IMP SHLD JOINT G14,"$8,218.50 "
240611,IMP SHLD JOINT G15,"$9,587.50 "
240612,IMP SHLD JOINT G16,"$10,957.50 "
240613,IMP SHLD JOINT G17,"$12,326.50 "
240614,IMP SHLD JOINT G18,"$13,696.50 "
240615,IMP SHLD JOINT G19,"$16,435.50 "
240616,IMP SHLD JOINT G20,"$19,175.00 "
240617,IMP SHLD JOINT G21,"$21,914.00 "
240618,IMP SHLD JOINT G22,"$24,653.50 "
240619,IMP SHLD JOINT G23,"$27,392.50 "
240620,IMP SHLD JOINT G24,"$30,132.50 "
240621,IMP SHLD JOINT G25,"$32,871.50 "
240622,IMP SHLD JOINT G26,"$35,611.00 "
240623,IMP SHLD JOINT G27,"$38,349.50 "
240624,IMP SHLD JOINT G28,"$41,089.00 "
240625,IMP SHLD JOINT G29,"$43,828.00 "
240626,IMP FOOT/ANKLE JOINT,"$2,739.50 "
240627,IMP FOOT/ANKLE JOINT,"$3,013.50 "
240628,IMP FOOT/ANKLE JOINT,"$3,561.00 "
240629,IMP FOOT/ANKLE JOINT,"$3,835.00 "
240630,IMP FOOT/ANKLE JOINT,"$4,109.00 "
240631,IMP FOOT/ANKLE JOINT,"$4,382.50 "
240632,IMP FOOT/ANKLE JOINT,"$4,657.00 "
240633,IMP FOOT/ANKLE JOINT,"$4,931.00 "
240634,IMP FOOT/ANKLE JOINT,"$5,205.00 "
240635,IMP FOOT/ANKLE JOINT,"$5,478.50 "
240636,IMP FOOT/ANKLE JOINT,"$5,752.50 "
240637,IMP FOOT/ANKLE JOINT,"$6,026.50 "
240638,IMP FOOT/ANKLE JOINT,"$6,300.00 "
240639,IMP FOOT/ANKLE JOINT,"$6,574.00 "
240640,IMP FOOT/ANKLE JOINT,"$6,848.00 "
240641,IMP FOOT/ANKLE JOINT,"$7,122.00 "
240642,IMP FOOT/ANKLE JOINT,"$7,395.50 "
240643,IMP FOOT/ANKLE JOINT,"$7,669.50 "
240644,IMP FOOT/ANKLE JOINT,"$7,944.00 "
240645,IMP FOOT/ANKLE JOINT,"$8,218.50 "
240646,IMP HIP JOINT G10,"$2,739.50 "
240647,IMP HIP JOINT G11,"$3,013.50 "
240648,IMP HIP JOINT G12,"$3,287.50 "
240649,IMP HIP JOINT G13,"$3,561.00 "
240650,IMP HIP JOINT G14,"$3,835.00 "
240651,IMP HIP JOINT G15,"$4,109.00 "
240652,IMP HIP JOINT G16,"$4,382.50 "
240653,IMP HIP JOINT G17,"$4,657.00 "
240654,IMP HIP JOINT G18,"$4,931.00 "
240655,IMP HIP JOINT G19,"$5,205.00 "
240656,IMP HIP JOINT G20,"$5,478.50 "
240657,IMP HIP JOINT G21,"$5,752.50 "
240658,IMP HIP JOINT G22,"$6,026.50 "
240659,IMP HIP JOINT G24,"$6,574.00 "
240660,IMP HIP JOINT G25,"$6,848.00 "
240661,IMP HIP JOINT G26,"$7,122.00 "
240662,IMP HIP JOINT G27,"$7,395.50 "
240663,IMP HIP JOINT G28,"$7,669.50 "
240664,IMP HIP JOINT G29,"$7,944.00 "
240665,IMP HIP JOINT G30,"$8,218.50 "
240666,IMP HIP JOINT G31,"$8,492.00 "
240667,IMP HIP JOINT G32,"$8,766.00 "
240668,IMP HIP JOINT G33,"$9,040.00 "
240669,IMP HIP JOINT G34,"$9,313.50 "
240670,IMP HIP JOINT G35,"$9,587.50 "
240671,IMP HIP JOINT G37,"$10,135.00 "
240672,IMP HIP JOINT G38,"$10,409.00 "
240673,IMP HIP JOINT G39,"$10,683.00 "
240674,IMP HIP JOINT G40,"$10,957.50 "
240675,IMP HIP JOINT G41,"$11,231.00 "
240676,IMP HIP JOINT G42,"$11,505.00 "
240677,IMP HIP JOINT G44,"$12,052.50 "
240678,IMP HIP JOINT G45,"$12,326.50 "
240679,IMP HIP JOINT G46,"$12,600.50 "
240680,IMP HIP JOINT G48,"$13,148.00 "
240681,IMP HIP JOINT G49,"$13,422.00 "
240682,IMP HIP JOINT G50,"$13,696.50 "
240683,IMP HIP JOINT G52,"$14,518.50 "
240684,IMP HIP JOINT G53,"$14,792.50 "
240685,IMP HIP JOINT G54,"$15,066.00 "
240686,IMP PENILE INFLAT G1,"$2,739.50 "
240687,IMP PENILE INFLAT G1,"$3,013.50 "
240688,IMP PENILE INFLAT G1,"$3,287.50 "
240689,IMP PENILE INFLAT G1,"$3,561.00 "
240690,IMP PENILE INFLAT G1,"$3,835.00 "
240691,IMP PENILE INFLAT G1,"$4,109.00 "
240692,IMP PENILE INFLAT G1,"$4,382.50 "
240693,IMP PENILE INFLAT G1,"$4,657.00 "
240694,IMP PENILE INFLAT G1,"$4,931.00 "
240695,IMP PENILE INFLAT G1,"$5,205.00 "
240696,IMP PENILE INFLAT G2,"$5,478.50 "
240697,IMP PENILE INFLAT G2,"$5,752.50 "
240698,IMP PENILE INFLAT G2,"$6,026.50 "
240699,IMP PENILE INFLAT G2,"$6,300.00 "
240700,IMP PENILE INFLAT G2,"$6,574.00 "
240701,IMP PENILE INFLAT G2,"$6,848.00 "
240702,IMP PENILE INFLAT G2,"$7,122.00 "
240703,IMP PENILE INFLAT G2,"$7,395.50 "
240704,IMP PENILE INFLAT G2,"$7,669.50 "
240705,IMP PENILE INFLAT G2,"$7,944.00 "
240706,IMP PENILE INFLAT G3,"$8,218.50 "
240707,IMP PENILE INFLAT G3,"$8,492.00 "
240708,IMP PENILE INFLAT G3,"$8,766.00 "
240709,IMP PENILE INFLAT G3,"$9,040.00 "
240710,IMP PENILE INFLAT G3,"$9,313.50 "
240711,IMP PENILE INFLAT G3,"$9,587.50 "
240712,IMP PENILE INFLAT G3,"$9,861.50 "
240713,IMP PENILE INFLAT G3,"$10,135.00 "
240714,IMP PENILE INFLAT G3,"$10,409.00 "
240715,IMP PENILE INFLAT G3,"$10,683.00 "
240716,IMP PENILE INFLAT G4,"$10,957.50 "
240717,IMP PENILE INFLAT G4,"$11,231.00 "
240718,IMP PENILE INFLAT G4,"$11,505.00 "
240719,IMP PENILE INFLAT G4,"$11,779.00 "
240720,IMP PENILE INFLAT G4,"$12,052.50 "
240721,IMP PENILE INFLAT G4,"$12,326.50 "
240722,IMP PENILE INFLAT G4,"$12,600.50 "
240723,IMP PENILE INFLAT G4,"$12,874.50 "
240724,IMP PENILE INFLAT G4,"$13,148.00 "
240725,IMP PENILE INFLAT G4,"$13,422.00 "
240726,IMP PENILE INFLAT G5,"$13,696.50 "
240727,IMP PENILE INFLAT G5,"$13,971.00 "
240728,IMP PENILE INFLAT G5,"$14,244.50 "
240729,IMP PENILE INFLAT G5,"$14,518.50 "
240730,IMP PENILE INFLAT G5,"$14,792.50 "
240731,IMP PENILE INFLAT G5,"$15,066.00 "
240732,IMP PENILE INFLAT G5,"$15,340.00 "
240733,IMP PENILE INFLAT G5,"$15,614.00 "
240734,IMP PENILE INFLAT G5,"$15,887.50 "
240735,IMP PENILE INFLAT G5,"$16,161.50 "
240736,IMP TISSUE HUMAN G02,"$2,739.50 "
240737,IMP PENILE INFLAT G6,"$16,435.50 "
240738,IMP MESH G26,"$4,382.50 "
240739,CATH EP DX/ABL G01,$130.50 
240743,IMP LOOP RECORDER,"$14,068.00 "
240745,IMP SPINE CAGES G69,"$34,240.50 "
240746,IMP SPINE CAGES G70,"$35,611.00 "
240760,IMP IOL G07,"$1,369.50 "
240761,IMP IOL G08,"$1,507.00 "
240762,IMP IOL G09,"$1,643.50 "
240763,IMP IOL G10,"$1,781.00 "
240764,IMP IOL G11,"$1,917.50 "
240765,IMP IOL G12,"$2,054.50 "
240766,IMP IOL G13,"$2,191.50 "
240767,IMP IOL G14,"$2,328.50 "
240768,IMP IOL G15,"$2,465.00 "
240769,IMP HOOKS G03,"$1,369.50 "
240770,IMP HOOKS G04,"$1,643.50 "
240771,IMP HOOKS G05,"$1,917.50 "
240772,IMP HOOKS G06,"$2,191.50 "
240773,IMP HOOKS G07,"$2,465.00 "
240774,IMP HOOKS G08,"$2,739.50 "
240775,IMP HOOKS G09,"$3,013.50 "
240776,IMP HOOKS G10,"$3,287.50 "
240777,IMP HOOKS G11,"$3,561.00 "
240778,IMP HOOKS G12,"$3,835.00 "
240779,IMP SCREW G12,"$1,643.50 "
240780,IMP SCREW G13,"$1,781.00 "
240781,IMP SCREW G14,"$1,917.50 "
240782,IMP SCREW G15,"$2,054.50 "
240783,IMP SCREW G16,"$2,191.50 "
240784,IMP SCREW G17,"$2,328.50 "
240785,IMP SCREW G18,"$2,465.00 "
240786,IMP SCREW G19,"$2,603.00 "
240787,IMP SCREW G20,"$2,739.50 "
240788,IMP SCREW G21,"$2,877.00 "
240789,IMP SCREW G22,"$3,013.50 "
240790,IMP SCREW G23,"$3,150.50 "
240791,IMP SCREW G24,"$3,287.50 "
240792,IMP SCREW G25,"$3,424.50 "
240793,IMP SCREW G26,"$3,561.00 "
240794,IMP SCREW G27,"$3,698.50 "
240795,IMP SCREW G28,"$3,835.00 "
240796,IMP SCREW G29,"$3,972.00 "
240797,IMP SCREW G30,"$4,109.00 "
240798,IMP SCREW G31,"$4,246.00 "
240799,IMP SCREW G32,"$4,382.50 "
240800,IMP SCREW G33,"$4,520.50 "
240801,IMP SCREW G34,"$4,657.00 "
240802,IMP SCREW G35,"$4,794.50 "
240803,IMP SCREW G36,"$4,931.00 "
240804,IMP ANCH/STPLS G06,$821.50 
240805,IMP ANCH/STPLS G07,$959.00 
240806,IMP ANCH/STPLS G08,"$1,095.50 "
240807,IMP ANCH/STPLS G09,"$1,232.50 "
240808,IMP ANCH/STPLS G10,"$1,369.50 "
240809,IMP ANCH/STPLS G11,"$1,507.00 "
240810,IMP ANCH/STPLS G12,"$1,643.50 "
240811,IMP ANCH/STPLS G13,"$1,781.00 "
240812,IMP ANCH/STPLS G14,"$1,917.50 "
240813,IMP ANCH/STPLS G15,"$2,054.50 "
240814,IMP ANCH/STPLS G16,"$2,191.50 "
240815,IMP ANCH/STPLS G17,"$2,328.50 "
240816,IMP ANCH/STPLS G18,"$2,465.00 "
240817,IMP ANCH/STPLS G19,"$2,603.00 "
240818,IMP ANCH/STPLS G20,"$2,739.50 "
240819,IMP ANCH/STPLS G21,"$2,877.00 "
240820,IMP ANCH/STPLS G22,"$3,013.50 "
240821,IMP ANCH/STPLS G23,"$3,150.50 "
240822,IMP ANCH/STPLS G24,"$3,287.50 "
240823,IMP ANCH/STPLS G25,"$3,424.50 "
240824,IMP ANCH/STPLS G26,"$3,561.00 "
240825,IMP ANCH/STPLS G27,"$3,698.50 "
240826,IMP PINS/WIRES G09,"$1,369.50 "
240827,IMP PLATE G25,"$5,205.00 "
240828,IMP PLATE G26,"$5,478.50 "
240829,IMP PLATE G27,"$5,752.50 "
240830,IMP PLATE G28,"$6,026.50 "
240831,IMP PLATE G29,"$6,300.00 "
240832,IMP PLATE G30,"$6,574.00 "
240833,IMP PLATE G31,"$6,848.00 "
240834,IMP PLATE G32,"$7,122.00 "
240835,IMP PLATE G33,"$7,395.50 "
240836,IMP PLATE G34,"$7,669.50 "
240837,IMP PLATE G35,"$7,944.00 "
240838,IMP PLATE G36,"$8,218.50 "
240839,IMP PLATE G37,"$8,492.00 "
240840,IMP PLATE G38,"$8,766.00 "
240841,IMP PLATE G39,"$9,040.00 "
240842,IMP PLATE G40,"$9,313.50 "
240843,IMP PLATE G41,"$9,587.50 "
240844,IMP PLATE G42,"$9,861.50 "
240845,IMP PLATE G43,"$10,135.00 "
240846,IMP PLATE G44,"$10,409.00 "
240847,IMP PLATE G45,"$10,683.00 "
240848,IMP PLATE G46,"$10,957.50 "
240849,IMP ELBOW JOINT G10,"$8,218.50 "
240850,IMP ELBOW JOINT G11,"$8,492.00 "
240851,IMP ELBOW JNT G12,"$8,766.00 "
240852,IMP ELBOW JNT G13,"$9,040.00 "
240853,IMP ELBOW JNT G14,"$9,313.50 "
240854,IMP ELBOW JNT G15,"$9,587.50 "
240855,IMP ELBOW JNT G16,"$9,861.50 "
240856,IMP ELBOW JNT G17,"$10,135.00 "
240857,IMP ELBOW JNT G18,"$10,409.00 "
240858,IMP ELBOW JNT G19,"$10,683.00 "
240859,IMP ELBOW JNT G20,"$10,957.50 "
240860,IMP ELBOW JNT G21,"$11,231.00 "
240861,IMP ELBOW JNT G22,"$11,505.00 "
240862,IMP WSHR/NUTS/CAP G0,$547.50 
240863,IMP HIP JOINT G56,"$15,614.00 "
240864,IMP HIP JOINT G57,"$15,887.50 "
240865,IMP HIP JOINT G58,"$16,161.50 "
240866,IMP HIP JOINT G59,"$16,435.50 "
240867,IMP HIP JOINT G60,"$16,709.50 "
240868,IMP HIP JOINT G61,"$16,983.00 "
240869,IMP HIP JOINT G62,"$17,257.50 "
240870,IMP HIP JOINT G63,"$17,531.50 "
240871,IMP HIP JOINT G64,"$17,805.00 "
240872,IMP HIP JOINT G65,"$18,079.00 "
240873,IMP HIP JOINT G66,"$18,353.00 "
240874,IMP HIP JOINT G67,"$18,627.00 "
240875,IMP HIP JOINT G68,"$18,900.50 "
240876,IMP HIP JOINT G69,"$19,175.00 "
240877,IMP HIP JOINT G70,"$19,449.00 "
240878,IMP HIP JOINT G71,"$19,723.00 "
240879,IMP HIP JOINT G72,"$19,996.50 "
240880,IMP HIP JOINT G73,"$20,271.00 "
240881,IMP HIP JOINT G74,"$20,545.00 "
240882,IMP HIP JOINT G75,"$20,818.50 "
240883,IMP HIP JOINT G76,"$21,092.50 "
240884,IMP HIP JOINT G77,"$21,366.50 "
240885,IMP SHLD JOINT G30,"$46,568.00 "
240886,IMP SHLD JOINT G31,"$49,307.00 "
240887,IMP SHLD JOINT G32,"$52,046.50 "
240888,IMP SHLD JOINT G33,"$54,785.50 "
240889,IMP SHLD JOINT G34,"$57,525.00 "
240890,IMP SHLD JOINT G35,"$60,263.50 "
240891,IMP SHLD JOINT G36,"$63,003.00 "
240892,IMP SHLD JOINT G37,"$65,742.50 "
240893,IMP SHLD JOINT G38,"$68,482.00 "
240894,IMP MESH G27,"$4,657.00 "
240895,IMP MESH G28,"$4,931.00 "
240896,IMP MESH G29,"$5,205.00 "
240897,IMP MESH G30,"$5,478.50 "
240898,IMP MESH G31,"$5,752.50 "
240899,IMP MESH G32,"$6,026.50 "
240900,IMP MESH G33,"$6,300.00 "
240901,IMP MESH G34,"$6,261.00 "
240902,IMP MESH G35,"$6,848.00 "
240903,IMP MESH G36,"$7,122.00 "
240904,IMP MESH G37,"$7,395.50 "
240905,IMP MESH G38,"$7,669.50 "
240906,IMP MESH G39,"$7,944.00 "
240907,IMP MESH G40,"$8,218.50 "
240908,IMP MESH G41,"$8,492.00 "
240909,IMP MESH G42,"$8,766.00 "
240910,IMP MESH G43,"$9,040.00 "
240911,IMP MESH G44,"$9,313.50 "
240912,IMP MESH G45,"$9,587.50 "
240913,IMP MESH G46,"$9,861.50 "
240914,IMP MESH G47,"$10,135.00 "
240915,IMP MESH G48,"$10,409.00 "
240916,IMP NAILS G17,"$4,657.00 "
240917,IMP BN ART/AUG G10,"$2,739.50 "
240918,IMP BN ART/AUG G11,"$3,013.50 "
240919,IMP BN ART/AUG G12,"$3,287.50 "
240920,IMP BN ART/AUG G13,"$3,561.00 "
240922,IMP VASCULAR G14,"$5,478.50 "
240923,IMP VASCULAR G15,"$6,848.00 "
240924,IMP VASCULAR G16,"$8,218.50 "
240925,IMP VASCULAR G17,"$9,587.50 "
240926,IMP VASCULAR G18,"$10,957.50 "
240927,IMP VASCULAR G19,"$12,326.50 "
240928,IMP VASCULAR G20,"$13,696.50 "
240929,IMP VASCULAR G21,"$16,435.50 "
240930,IMP VASCULAR G22,"$19,175.00 "
240931,IMP VASCULAR G23,"$21,914.00 "
240932,IMP VASCULAR G24,"$24,653.50 "
240933,IMP VASCULAR G25,"$27,392.50 "
240988,IMP EXFIX G10,"$1,369.50 "
240989,IMP EXFIX G11,"$1,507.00 "
240990,IMP EXFIX G12,"$1,643.50 "
240991,IMP EXFIX G13,"$1,781.00 "
240992,IMP EXFIX G14,"$1,917.50 "
240993,IMP EXFIX G15,"$2,054.50 "
240994,IMP EXFIX G16,"$2,191.50 "
240995,IMP EXFIX G17,"$2,328.50 "
240996,IMP EXFIX G18,"$2,465.00 "
240997,IMP EXFIX G19,"$2,603.00 "
240998,IMP EXFIX G20,"$2,739.50 "
240999,IMP EXFIX G21,"$4,109.00 "
241018,CERV NONADJ FOAM,$113.50 
241023,CERVSEMRIG ADJ COLLR,$113.00 
241028,CX SEMRIG 2P/THR EXT,$148.00 
