Lakeland Community Hospital,,
Standard Charges,,
,,
SVCCD,Description,Price
640041,EEG AWAKE AND ASLEEP,$713.50 
640042,ALL NIGHT EEG,"$3,486.00 "
640043,NEURO BEHAVIOR EXAM-,$447.50 
640044,NEUROPSYCHOLOGICAL T,$447.50 
640046,CPR,$951.50 
640047,PULMONARY FUNCTION T,$445.50 
640048,COMPLETE PFT,$238.50 
640051,VITAL CAPACITY,$281.50 
640052,MAX VOLUNTRY VENTILA,$281.50 
640057,FLOW VOLUME LOOP,$445.50 
640058,AEROSOL SUBQ,$150.50 
640059,CRP TENT CONT 1ST HR,$62.00 
640060,HAND HELD NEB SUBQ,$114.50 
640061,IPPB SUBQ,$72.00 
640062,MDI SUBQ,$50.50 
640063,NEBULIZR CONT 1ST HR,$159.00 
640065,VENTILATOR 1ST DAY,"$1,350.00 "
640066,VENTILATOR SUBSQ DAY,"$1,350.00 "
640067,BIPAP VENT INIT & MG,$835.00 
640068,CPAP VENT INIT & MGM,$835.00 
640069,AEROSOL DEMONSTR\EVA,$380.00 
640071,HAND HELD NEB DEMO\E,$380.00 
640072,IPPB DEMONSTRATE\EVA,$380.00 
640073,MDI DEMONSTRATE\EVAL,$380.00 
640074,CHEST PHYSIO INITIAL,$70.50 
640079,DLCO,$257.50 
640081,PULMONARY COMPLIANCE,$281.50 
640082,PULSE OXIMETRY CHECK,$41.50 
640084,PULSE OXIMETRY CONTI,$134.50 
640091,OXYGEN PER DAY,$275.00 
640096,SPUTUM COLLECTION,$318.48 
640099,NEBULIZER DEMONSTR\E,$380.00 
640104,OXYGEN SUBSEQUENT HO,$21.50 
640116,VENTILATOR 1ST DAY O,"$1,350.00 "
640118,AEROSOL SUBSQ ADDL H,$447.00 
650021,MULTIPLE SLEEP LATEN,"$3,486.00 "
650023,SLEEP STUDY UNATTEND,$799.00 
650026,SLEEP STUDY ATTENDED,"$3,486.00 "
650029,POLYSOMNOGRAPHY,"$3,486.00 "
650032,POLYSOMNOGRM CPAP SP,"$3,486.00 "
650034,POLYSOMNOGRAM W/CPAP,"$3,486.00 "
650037,EEG 0-60 MINUTES,$799.00 
650038,EEG AWAKE AND DROWSY,$713.50 
700656,SPEECH EVALUATION,$467.50 
700657,SPEECH THERAPY,$262.00 
700658,TRAIN VOICE PROSTHES,$163.50 
700659,SPEECH THERAPY GROUP,$78.00 
700660,AURAL REHAB IMPLT PR,$163.50 
700664,SWALLOW TREATMENT,$289.50 
700667,EVAL PROS/AUGMENT DE,$288.00 
700670,PROGRM ALT COMMUN DE,$163.50 
700674,SWALLOW EVALUATION,$236.50 
700675,RADIOPAQUE SWALLOW S,$339.00 
700678,APHASIA ASSESSMENT 1,$359.00 
700681,NEUROBEHAVIOR EXAM-H,$611.00 
700682,ELEC STIM UNATTENDED,$53.00 
700683,THERAPEUTIC EXERCISE,$122.04 
700685,COGNITIVE SKILLS DEV,$90.50 
700686,SENS INTEGRATIVE TEC,$110.84 
710036,OT EVALUATION,$161.50 
711012,CATH EP DX/ABL G04,$821.50 
711014,CATH EP DX/ABL G05,"$1,095.50 "
711016,CATH EP DX/ABL G06,"$1,369.50 "
711017,CATH EP DX/ABL G07,"$1,643.50 "
711018,CATH EP DX/ABL G08,"$1,917.50 "
711019,CATH EP DX/ABL G09,"$2,191.50 "
711020,CONNECTOR REPLACEMEN,$41.00 
711022,IMP KNEE JOINT G72,"$20,818.50 "
711023,IMP KNEE JOINT G73,"$21,092.50 "
711024,IMP KNEE JOINT G74,"$21,366.50 "
711025,IMP KNEE JOINT G75,"$21,640.00 "
711026,IMP KNEE JOINT G76,"$21,914.00 "
711027,CATH EP DX/ABL G10,"$2,465.00 "
711028,CATH EP DX/ABL G11,"$2,739.50 "
711029,CATH EP DX/ABL G12,"$4,109.00 "
711030,IMP IOL RSA G01,$261.00 
711031,IMP IOL RSA G02,$547.50 
711032,IMP IOL RSA G03,$821.50 
711033,IMP IOL RSA G04,"$1,095.50 "
711034,IMP IOL RSA G05,"$1,369.50 "
711035,IMP IOL RSA G06,"$1,643.50 "
711036,IMP IOL RSA G07,"$1,917.50 "
711037,IMP IOL RSA G08,"$2,191.50 "
711038,IMP IOL RSA G09,"$2,465.00 "
711039,IMP IOL RSA G10,"$2,739.50 "
711040,IMP CHIN MANDIBLE G0,$274.00 
711041,IMP CHIN MANDIBLE G0,$547.50 
711042,IMP CHIN MANDIBLE G0,$821.50 
711043,IMP CHIN MANDIBLE G0,"$1,095.50 "
711044,IMP CHIN MANDIBLE G0,"$1,369.50 "
711045,IMP CHIN MANDIBLE G0,"$1,643.50 "
711046,IMP CHIN MANDIBLE G0,"$1,917.50 "
711047,IMP CHIN MANDIBLE G0,"$2,191.50 "
711048,IMP CHIN MANDIBLE G0,"$2,465.00 "
711049,IMP CHIN MANDIBLE G1,"$2,739.50 "
711050,IMP CHIN MANDIBLE G1,"$4,109.00 "
711051,IMP CHIN MANDIBLE G1,"$5,478.50 "
711053,ST CT/COV W/DEL G21,"$16,435.50 "
711054,ST CT/COV W/DEL G22,"$17,805.00 "
711055,ST CT/COV W/DEL G23,"$19,175.00 "
711056,ST CT/COV W/DEL G24,"$20,545.00 "
711057,ST CT/COV W/DEL G25,"$21,914.00 "
711058,ST CT/COV W/DEL G26,"$23,284.00 "
711059,ST CT/COV W/DEL G27,"$24,653.50 "
711060,LEAD DUAL COIL G01,$274.00 
711061,LEAD DUAL COIL G02,$547.50 
711062,LEAD DUAL COIL G03,$821.50 
711063,LEAD DUAL COIL G04,"$1,095.50 "
711064,LEAD DUAL COIL G05,"$1,369.50 "
711065,LEAD DUAL COIL G06,"$1,643.50 "
711066,LEAD DUAL COIL G07,"$1,917.50 "
711067,LEAD DUAL COIL G08,"$2,191.50 "
711068,LEAD DUAL COIL G09,"$2,465.00 "
711069,LEAD DUAL COIL G10,"$2,739.50 "
711070,LEAD DUAL COIL G11,"$4,109.00 "
711072,LEAD DUAL COIL G12,"$5,478.50 "
711073,LEAD DUAL COIL G13,"$6,848.00 "
711074,LEAD DUAL COIL G14,"$8,218.50 "
711075,LEAD DUAL COIL G15,"$9,587.50 "
711076,LEAD DUAL COIL G16,"$10,957.50 "
711077,LEAD DUAL COIL G17,"$12,326.50 "
711078,LEAD DUAL COIL G18,"$13,696.50 "
711079,LEAD DUAL COIL G19,"$16,435.50 "
711080,LEAD DUAL COIL G20,"$19,175.00 "
711081,LEAD DUAL COIL G21,"$21,914.00 "
711082,CATH EP DX/ABL G13,"$5,478.50 "
711083,CATH EP DX/ABL G14,"$6,848.00 "
711084,CATH OCCLUSION G06,$821.50 
711085,CATH OCCLUSION G07,"$1,095.50 "
711086,CATH OCCLUSION G08,"$1,369.50 "
711087,CATH OCCLUSION G09,"$1,643.50 "
711088,IMP EAR TUBES G09,$821.50 
711089,IMP EAR TUBES G10,"$1,095.50 "
711090,IMP EAR TUBES G11,"$1,369.50 "
711091,CATH EP SPCG QPLR G0,$137.00 
711092,CATH EP SPCG QPLR G0,$274.00 
711093,CATH EP SPCG QPLR G0,$411.00 
711094,CATH EP SPCG QPLR G0,$547.50 
711095,CATH EP SPCG QPLR G0,$821.50 
711096,CATH EP SPCG QPLR G0,"$1,095.50 "
711097,CATH EP SPCG QPLR G0,"$1,369.50 "
711098,CATH EP SPCG QPLR G0,"$1,643.50 "
711099,CATH EP SPCG QPLR G0,"$1,917.50 "
711103,CATH EP SPCG QPLR G1,"$2,191.50 "
711105,CATH EP SPCG QPLR G1,"$2,465.00 "
711106,CATH EP SPCG QPLR G1,"$2,739.50 "
711107,CATH EP/DX ABL G01,$137.00 
711108,CATH EP/DX ABL G02,$274.00 
711109,CATH EP DX/ABL G03,$547.50 
711112,CATH EP/DX ABL G04,$821.50 
711114,CATH EP/DX ABL G05,"$1,095.50 "
711115,CATH EP/DX ABL G06,"$1,369.50 "
711116,CATH EP/DX ABL G07,"$1,643.50 "
711117,CATH EP/DX ABL G08,"$1,917.50 "
711118,CATH EP/DX ABL G09,"$2,191.50 "
711119,CATH EP/DX ABL G10,"$2,465.00 "
711120,CATH EP/DX ABL G11,"$2,739.50 "
711121,CATH EP/DX ABL G12,"$4,109.00 "
711125,CATH EP/DX ABL G13,"$5,478.50 "
711126,CATH EP/DX ABL G14,"$6,848.00 "
711127,DISC SPINAL ART G01,$274.00 
711128,DISC SPINAL ART G02,$547.50 
711129,DISC SPINAL ART G03,$821.50 
711130,DISC SPINAL ART G04,"$1,095.50 "
711131,DISC SPINAL ART G05,"$1,369.50 "
711132,DISC SPINAL ART G06,"$1,643.50 "
711133,DISC SPINAL ART G07,"$1,917.50 "
711134,DISC SPINAL ART G08,"$2,191.50 "
711135,DISC SPINAL ART G09,"$2,465.00 "
711136,DISC SPINAL ART G10,"$2,739.50 "
711137,IMP SCREW G37,"$5,205.00 "
711139,IMP SCREW G38,"$5,478.50 "
711140,IMP SCREW G39,"$6,848.00 "
711141,CATH PERFUSION G01,$69.00 
711142,CATH PERFUSION G02,$137.00 
711143,CATH PERFUSION G03,$206.00 
711144,CATH PERFUSION G04,$274.00 
711145,GUIDE NERVE G01,$137.00 
711146,GUIDE NERVE G02,$274.00 
711147,GUIDE NERVE G03,$411.00 
711148,GUIDE NERVE G04,$547.50 
711149,GUIDE NERVE G05,$821.50 
711151,GUIDE NERVE G06,"$1,095.50 "
711152,GUIDE NERVE G07,"$1,643.50 "
711155,GUIDE NERVE G09,"$1,917.50 "
711156,GUIDE NERVE G10,"$2,191.50 "
711158,GUIDE NERVE G11,"$2,465.00 "
711159,GUIDE NERVE G12,"$2,739.50 "
711160,GUIDE NERVE G13,"$4,109.00 "
717207,IMP ELBOW JNT G26,"$12,600.50 "
717208,IMP ELBOW JNT G27,"$12,874.50 "
717209,IMP ELBOW JNT G28,"$13,148.00 "
717210,IMP ELBOW JNT G29,"$13,422.00 "
717244,IMP HIP JOINT G85,"$24,653.50 "
717245,IMP HIP JOINT G86,"$26,023.00 "
717246,IMP HIP JOINT G87,"$27,392.50 "
717247,IMP HIP JOINT G88,"$28,762.00 "
717248,IMP SPINE CAGES G57,"$16,435.50 "
717249,IMP SPINE CAGES G58,"$17,805.00 "
717251,IMP SPINE CAGES G59,"$19,175.00 "
717252,IMP SPINE CAGES G60,"$20,545.00 "
717253,IMP SPINE CAGES G61,"$21,914.00 "
717254,IMP SPINE CAGES G62,"$23,284.00 "
717255,IMP SPINE CAGES G63,"$24,653.50 "
717257,IMP SPINE CAGES G64,"$26,023.00 "
717258,IMP SPINE CAGES G65,"$27,392.50 "
717260,IMP PENILE INFLAT G7,"$21,914.00 "
717261,IMP PENILE INFLAT G7,"$23,284.00 "
717262,GUIDEWIRE G03,$196.00 
717263,GUIDEWIRE G04,$261.00 
717264,GUIDEWIRE G05,$522.00 
717265,GUIDEWIRE G06,$783.00 
717266,GUIDEWIRE G07,"$1,043.50 "
717267,GUIDEWIRE G08,"$1,304.50 "
717268,GUIDEWIRE G09,"$1,565.50 "
717269,GUIDEWIRE G10,"$1,826.00 "
717270,GUIDEWIRE G11,"$2,087.00 "
717271,GUIDEWIRE G12,"$2,348.00 "
717272,GUIDEWIRE G13,"$2,608.50 "
717273,GUIDEWIRE G14,"$3,913.50 "
717274,GUIDEWIRE G15,"$5,217.50 "
717275,TROCAR G01,$65.00 
717276,TROCAR G02,$130.50 
717277,TROCAR G03,$196.00 
717278,TROCAR G04,$261.00 
717279,TROCAR G05,$522.00 
717280,TROCAR G06,$783.00 
717281,TROCAR G07,"$1,043.50 "
717282,TROCAR G08,"$1,304.50 "
717283,TROCAR G09,"$1,565.50 "
717284,TROCAR G10,"$1,826.00 "
717285,TROCAR G11,"$2,087.00 "
717286,TROCAR G12,"$2,348.00 "
717287,TROCAR G13,"$2,608.50 "
717288,IMP BARS G02,$274.00 
717289,IMP BARS G03,$411.00 
717290,IMP BARS G04,$547.50 
717291,IMP BARS G05,$821.50 
717292,IMP BARS G06,"$1,095.50 "
717293,IMP BARS G07,"$1,369.50 "
717294,IMP BARS G08,"$1,643.50 "
717295,IMP BARS G09,"$1,917.50 "
717296,ST CT/COV W/DEL G07,"$1,369.50 "
717297,ST CT/COV W/DEL G08,"$1,643.50 "
717298,ST CT/COV W/DEL G09,"$1,917.50 "
717299,ST CT/COV W/DEL G10,"$2,191.50 "
717300,ST CT/COV W/DEL G11,"$2,465.00 "
717301,ST CT/COV W/DEL G12,"$2,739.50 "
717302,ST CT/COV W/DEL G13,"$4,109.00 "
717303,ST CT/COV W/DEL G14,"$5,478.50 "
717304,ST CT/COV W/DEL G15,"$6,848.00 "
717305,ST CT/COV W/DEL G16,"$8,218.50 "
717306,ST CT/COV W/O DEL G0,$274.00 
717307,ST CT/COV W/O DEL G0,$411.00 
717308,ST CT/COV W/O DEL G0,$547.50 
717309,ST CT/COV W/O DEL G0,$821.50 
717310,ST CT/COV W/O DEL G0,"$1,095.50 "
717311,ST CT/COV W/O DEL G0,"$1,369.50 "
717312,ST CT/COV W/O DEL G0,"$1,643.50 "
717313,ST CT/COV W/O DEL G0,"$1,917.50 "
717314,ST CT/COV W/O DEL G1,"$2,191.50 "
717315,ST CT/COV W/O DEL G1,"$2,465.00 "
717316,ST CT/COV W/O DEL G1,"$2,739.50 "
717317,ST NON-CT/COV W/O DL,"$2,191.50 "
717318,ST NON-CT/COV W/O D,"$2,465.00 "
717319,ST NON-CT/COV W/O D,"$2,739.50 "
717320,ST NON-CT/COV W/O D,"$4,109.00 "
717321,ST NON-CT/COV W/O D,"$5,478.50 "
717322,ST NON-CT/COV W/O DL,"$6,848.00 "
717323,CEMENT BONE G06,"$1,095.50 "
717324,CEMENT BONE G07,"$1,369.50 "
717325,CEMENT BONE G08,"$1,643.50 "
717326,CEMENT BONE G09,"$1,917.50 "
717327,CEMENT BONE G10,"$2,191.50 "
717328,CEMENT BONE G11,"$2,465.00 "
717329,CEMENT BONE G12,"$2,739.50 "
717330,CEMENT BONE G13,"$4,109.00 "
717331,CEMENT BONE G14,"$5,478.50 "
717332,CEMENT BONE G15,"$6,848.00 "
717334,CEMENT BONE G16,"$8,218.50 "
717335,CEMENT BONE G17,"$9,587.50 "
717336,PIN SKULL G01,$65.00 
717337,PIN SKULL G02,$130.50 
717338,PIN SKULL G03,$196.00 
717339,PIN SKULL G04,$261.00 
717340,PIN SKULL G05,$522.00 
717341,PIN SKULL G06,$783.00 
717342,PIN SKULL G07,"$1,043.50 "
717343,PIN SKULL G08,"$1,304.50 "
717344,CATH INFUS PICC/MID,"$1,304.50 "
717345,CATH INFUS PICC/MID,"$1,565.50 "
717346,CATH HEMO/PERI STM G,$196.00 
717347,CATH HEMO/PERI STM G,$261.00 
717348,CATH HEMO/PERI STM G,$522.00 
717349,CATH HEMO/PERI STM G,$783.00 
717350,CATH HEMO/PERI STM G,"$1,043.50 "
717351,CATH HEMO/PERI STM G,"$1,304.50 "
717352,IMP TISSUE NON-HUMAN,"$27,392.50 "
717353,IMP TISSUE NON-HUMAN,"$30,132.50 "
717354,IMP TISSUE NON-HUMAN,"$32,871.50 "
717355,IMP TISSUE NON-HUMAN,"$35,611.00 "
717356,IMP BN ART/AUG G34,"$13,696.50 "
717357,IMP BN ART/AUG G35,"$16,435.50 "
717360,CATHETER GUIDING G15,"$6,522.00 "
717361,CATHETER GUIDING G16,"$7,826.50 "
717362,CATHETER GUIDING G17,"$9,131.00 "
717365,PROBE DISCECTOMY PER,"$1,534.50 "
717366,IMP NEURO VALVE G09,"$2,465.00 "
717367,IMP NEURO VALVE G10,"$2,739.50 "
717368,IMP NEURO VALVE G11,"$4,109.00 "
717369,IMP NEURO VALVE G12,"$5,478.50 "
717370,IMP NEURO VALVE G13,"$6,848.00 "
717371,IMP KNEE JOINT G57,"$16,161.50 "
717372,CATH BLLN G14,"$5,217.50 "
717373,CATH BLLN G15,"$6,522.00 "
717374,CATH BLLN G16,"$7,826.50 "
717375,CATH DRAINAGE G05,$783.00 
717376,CATH DRAINAGE G06,"$1,043.50 "
717377,CATH DRAINAGE G07,"$1,304.50 "
717378,CATH DRAINAGE G08,"$1,565.50 "
717379,CATH BLLN DIL NONVAS,"$3,913.50 "
717380,CATH BLLN DIL NONVAS,"$5,217.50 "
717382,CATH EP SPCG QPLR G0,$261.00 
717383,CATH EP SPCG QPLR G0,$391.50 
717384,CATH EP SPCG QPLR G0,$522.00 
717385,CATH EP SPCG QPLR G0,$783.00 
717386,CATH EP SPCG QPLR G0,"$1,043.50 "
717387,CATH EP SPCG QPLR G0,"$1,304.50 "
717388,CATH EP SPCG QPLR G0,"$1,565.50 "
717389,CATH EP SPCG QPLR G0,"$1,826.00 "
717390,IMP PACEMAKER G12,"$24,653.50 "
717391,IMP PACEMAKER G13,"$26,023.00 "
717394,BAG RESUSCITATOR G01,$65.00 
717395,BAG RESUSCITATOR G02,$130.50 
717397,UR INCONT DEV SL GFT,$547.50 
717398,UR INCONT DEV SL GFT,$821.50 
717399,UR INCONT DEV SL GFT,"$1,095.50 "
717416,UR INCONT DEV SL GFT,"$1,369.50 "
717417,UR INCONT DEV SL GFT,"$1,643.50 "
717418,UR INCONT DEV SL GFT,"$1,917.50 "
717419,UR INCONT DEV SL GFT,"$2,191.50 "
717420,UR INCONT DEV SL GFT,"$2,465.00 "
717421,UR INCONT DEV SL GFT,"$2,739.50 "
717422,UR INCONT DEV SL GFT,"$4,109.00 "
717438,OSTEO INTRODUCER G02,$522.00 
717439,OSTEO INTRODUCER G03,$783.00 
717440,OSTEO INTRODUCER G04,"$1,043.50 "
717441,OSTEO INTRODUCER G05,"$1,304.50 "
717442,OSTEO INTRODUCER G06,"$1,565.50 "
717443,OSTEO INTRODUCER G07,"$1,826.00 "
717444,OSTEO INTRODUCER G08,"$2,087.00 "
717445,OSTEO INTRODUCER G09,"$2,348.00 "
717446,OSTEO INTRODUCER G10,"$2,608.50 "
717447,OSTEO INTRODUCER G11,"$2,869.50 "
717448,OSTEO INTRODUCER G12,"$3,130.50 "
717449,IMP HRT VALVE M G02,"$8,218.50 "
717450,IMP HRT VALVE M G01,"$5,478.50 "
717451,IMP TISSUE NON-HUMAN,"$38,349.50 "
717456,IMP TISSUE NON-HUMAN,"$41,089.00 "
717457,IMP TISSUE NON-HUMAN,"$43,828.00 "
717459,IMP TISSUE NON-HUMAN,"$46,568.00 "
717460,INJECTOR CONTRAST G0,$130.50 
717461,INJECTOR CONTRAST G0,$196.00 
717462,INJECTOR CONTRAST G0,$261.00 
717467,INJECTOR CONTRAST G0,$522.00 
717468,INJECTOR CONTRAST G0,$783.00 
717471,CATH THROMB EMBO G14,"$5,217.50 "
717472,CATH THROMB EMBO G15,"$6,522.00 "
717473,CATH THROMB EMBO G16,"$7,826.50 "
717481,IMP IOL NEW TECH G07,"$1,917.50 "
717482,IMP IOL NEW TECH G08,"$2,191.50 "
717483,IMP IOL NEW TECH G09,"$2,465.00 "
717484,IMP IOL NEW TECH G10,"$2,739.50 "
717485,ST NON-CT/COV W/DEL,"$10,957.50 "
717486,ST NON-CT/COV W/DEL,"$12,326.50 "
717487,ST NON-CT/COV W/DEL,"$13,696.50 "
717488,ST NON-CT/COV W/DEL,"$16,435.50 "
717489,ST NON-CT/COV W/DEL,"$19,175.00 "
717490,IMP EXFIX G27,"$12,326.50 "
717491,IMP EXFIX G28,"$13,696.50 "
717492,IMP EXFIX G29,"$16,435.50 "
717493,IMP EXFIX G30,"$19,175.00 "
717494,CATH OCCLUSION G01,$65.00 
717500,CATH OCCLUSION G02,$130.50 
730177,APP LONG ARM SPLNT,$86.50 
730178,APP FOREARM SPLNT ST,$86.50 
730179,APP FOREARM SPLNT DY,$86.50 
730214,APP FINGER SPLINT ST,$86.50 
730215,APP FINGER SPLINT DY,$86.50 
730216,STRAPPING THORAX,$86.50 
730217,STRAPPING SHOULDER,$86.50 
730219,STRAPPING ELBOW/WRIS,$86.50 
730221,STRAPPING HAND/FINGE,$86.50 
730224,APP LONG LEG SPLINT,$86.50 
730226,APP LOWER LEG SPLINT,$86.50 
730227,STRAPPING KNEE,$86.50 
730229,TENS SET UP,$34.28 
730230,APP UNNA BOOT,$123.00 
730231,TENS INITIAL APPLICA,$32.50 
730232,BIOFEEDBACK TRANING,$73.50 
730234,MUSCLE TEST EXTRM/TR,$96.00 
730235,MUSCLE TEST HAND,$90.50 
730236,MUSCLE TST BODY NO H,$129.00 
730237,MUSCLE TST BODY W/ H,$166.50 
730238,ROM TESTING EXT/TRUN,$62.00 
730239,ROM TESTING HAND,$54.50 
730241,PT EVALUATION,$257.50 
730243,PT RE-EVALUATION,$141.00 
730245,HOT/COLD PACK,$51.50 
730246,MECHANICAL TRACTION,$54.50 
730247,VASOPNEUMATIC DEVICE,$63.50 
730248,PARAFFIN BATH,$34.50 
730249,WHIRLPOOL SMALL,$104.00 
730250,WHIRLPOOL LARGE,$103.00 
730251,FLUIDOTHERAPY,$104.00 
730252,DIATHERMY,$22.50 
730253,ELEC STIM ATTENDED 1,$64.50 
730254,IONTOPHORESIS,$104.00 
730255,CONTRAST BATH,$60.00 
730256,ULTRASOUND,$60.00 
730257,PHONOPHORESIS,$43.50 
730259,THERAPEUTIC EXERCISE,$107.00 
730260,NEUROMUSCULAR RE-EDU,$112.00 
730261,AQUATIC THERAPY,$140.00 
730262,GAIT TRAINING,$96.00 
730263,MASSAGE,$99.20 
730265,JOINT MOBILIZATION,$113.20 
730266,MANUAL THERAPY,$101.00 
730267,SFT TIS MOB MYOFACIA,$113.20 
730269,GROUP THERAPY,$69.00 
730271,ORTHOTIC FIT/TRAIN M,$126.50 
730273,PROSTHETIC TRAINING,$111.00 
730274,THERAPEUTIC ACTIVITI,$116.50 
730276,COGNITIVE SKILLS DEV,$90.50 
730277,SENSORY INTEGRATVE T,$99.00 
730278,SELF CARE/HOME TRAIN,$116.50 
730279,COMM/WRK/REINTEGRATI,$102.00 
730280,WHEELCHAIR TRAINING,$104.00 
730281,WORK HARD/COND 1ST 2,$247.50 
730282,WORK HARD/COND ADDL,$125.00 
730283,DEBRIDE SELECT <=20,$84.50 
730284,DEBRIDEMENT NONSELEC,$57.00 
730285,CHCKOUT FOR PROS/ORT,$50.00 
730286,PHYSICAL PERFORM TES,$112.00 
730289,DRESSING CHANGE ONLY,$37.00 
730290,ESTIM WOUND STG III-,$72.00 
730291,ESTIM WOUND OTHER,$72.00 
730292,ESTIM NON WOUND CARE,$16.00 
730297,STRAPPING ANKLE/FOOT,$86.50 
730298,DEBRIDE SELECT >20 C,$181.00 
730307,ELECT STIM UNATTENDE,$53.00 
730311,APPLY CAST LONG ARM,$713.00 
740145,APP LONG ARM SPLNT,$200.00 
740146,APP FOREARM SPLNT ST,$132.00 
740147,APP FOREARM SPLNT DY,$165.00 
740148,APP FINGER SPLINT ST,$97.00 
740149,APP FINGER SPLINT DY,$115.50 
740158,TENS INITIAL APPLICA,$32.50 
740159,BIOFEEDBACK TRANING,$182.50 
740162,MUSCLE TEST HAND,$90.50 
740163,MUSCLE TST BODY NO H,$129.00 
740164,MUSCLE TST BODY W/ H,$166.50 
740166,ROM TESTING HAND,$54.50 
740167,NEUROBEHAVIOR EXAM-H,$210.50 
740168,OT EVALUATION,$285.50 
740169,OT RE-EVALUATION,$174.00 
740170,HOT/COLD PACK,$51.50 
740171,MECHANICAL TRACTION,$54.50 
740172,ELEC STIM UNATTENDED,$53.00 
740173,VASOPNEUMATIC DEVICE,$63.50 
740174,PARAFFIN BATH,$34.50 
740175,WHIRLPOOL SMALL,$104.00 
740177,FLUIDOTHERAPY,$104.00 
740178,DIATHERMY,$22.50 
740179,ELEC STIM ATTENDED 1,$64.50 
740181,IONTOPHORESIS,$104.00 
740182,CONTRAST BATH,$60.00 
740183,ULTRASOUND,$60.00 
740184,PHONOPHORESIS,$43.50 
740186,THERAPEUTIC EXERCISE,$107.00 
740187,NEUROMUSCULAR RE-EDU,$112.00 
740188,AQUATIC THERAPY,$140.00 
740189,GAIT TRAINING,$96.00 
740190,MASSAGE,$144.50 
740192,JOINT MOBILIZATION,$113.20 
740193,MANUAL THERAPY,$101.00 
740194,SFT TIS MOB MYOFACIA,$113.20 
740196,GROUP THERAPY,$69.00 
740197,ORTHOTIC FIT/TRAIN M,$118.00 
740198,ORTHOTIC FIT/TRAIN M,$126.50 
740203,PROSTHETIC TRAINING,$111.00 
740204,THERAPEUTIC ACTIVITI,$116.50 
740206,COGNITIVE SKILLS DEV,$90.50 
740207,SENSORY INTEGRATVE T,$99.00 
740210,SELF CARE/HOME TRAIN,$116.50 
740211,COMM/WRK/REINTEGRATI,$102.00 
740212,WHEELCHAIR TRAINING,$104.00 
740213,WORK HARD/COND 1ST 2,$343.50 
740214,WORK HARD/COND ADDL,$172.00 
740215,DEBRIDE SELECT <20 C,$108.50 
740216,DEBRIDEMENT NONSELEC,$84.50 
740217,CHCKOUT FOR PROS/ORT,$50.00 
740218,PHYSICAL PERFORM TES,$145.50 
740225,ESTIM NON WOUND CARE,$16.00 
740228,DEBRIDE SELECT >20 C,$181.00 
740258,OT EVALUATION W\PROC,$74.50 
741065,ROM TEST EXT/TRUNK,$50.00 
750044,SPECIALIZED PHYS BAS,$48.00 
750045,SPECIALIZED PHYS COM,$77.00 
750066,DRUGS OF ABUSE SCREE,$47.00 
760029,DEB SUBQ TISSUE 20CM,"$1,163.00 "
770381,EKG COMPLETE,$374.00 
800230,IMMUNIZATION ADMIN,$33.50 
800251,IM/SQ INJECTION,$45.00 
800302,INTRA-ARTERIAL INJEC,$66.50 
800321,IV PUSH INITIAL DRUG,$70.50 
800357,ESOPHAGEAL MOTILITY,$258.50 
800377,EKG,$329.50 
800379,WOUND DEBRIDE NONSEL,$258.50 
800381,ER VISIT LVL I,$198.50 
800383,ER VISIT LVL II,$332.00 
800386,ER VISIT LVL III,$464.00 
800387,ER VISIT LVL IV,$705.50 
800388,ER VISIT LEVEL V,"$1,021.50 "
800389,CRITICAL CARE,"$1,021.50 "
800391,INFLUENZA VACCINE AD,$33.50 
800392,PNEUMONIA VACCINE AD,$33.50 
800394,HEP B ADMIN VACC,$33.50 
800397,IV HYDRATION 1ST HR,$160.00 
800414,VENIPUNCTURE,$18.00 
800416,TRANSFUSION,$692.50 
800425,ER PROC LVL I,$258.50 
800427,ER PROC LVL II,$575.00 
800430,ER PROC LVL III,$625.00 
800431,ER PROC LVL IV,$709.00 
800432,ER PROC LVL V,$796.00 
800433,ER PROC LVL VI,"$1,109.00 "
800434,GASTRIC INTUBATION,$258.50 
800435,CPR,$946.50 
800436,TEMP TRANSCUTAN PACI,$994.50 
800441,IV THROMBOLYSIS CORO,$70.50 
800444,POC GLUCOSE,$261.00 
800450,CARDIOVERSION ELECTR,"$1,167.50 "
800452,IV HYDRATION ADDL HR,$35.50 
800461,I&D\ASPIRATION SIMPL,$219.00 
800466,SA ANOSCOPY,$298.00 
800477,DEB SUBQ TISSUE 20CM,$239.50 
800478,DEB SUBQ TISSUE 20CM,$239.50 
800504,INSERT PICC LINE,$816.00 
800548,ENDOTRACHEAL INTUBAT,$872.50 
800549,EKG RHYTHM STRIP,$171.00 
800554,COLLECT BLOOD VAD,$144.50 
800558,PEG\G-TUBE CHANGE,$628.00 
800635,LAYR CLOSE 2.6-7.5CM,$736.76 
800651,LAC REPAIR DERMABOND,$382.88 
800659,URINE PREGNANCY TEST,$196.00 
800661,INJ VACCINE EA ADDL,$33.50 
800698,CLSD TX DISTAL RADIU,$219.00 
800769,SPNT APPLY FINGER ST,$151.00 
800789,OBS DIRECT ADMIT,$110.00 
800793,CONS SEDATN <5 1ST 3,$349.50 
800794,CONS SEDATN >5 1ST 3,$349.50 
800795,CONS SEDATN ADDL 15,$107.00 
800797,INJ NERVE BLOCK,$294.00 
800833,REP WOUND F\E\N\L >3,$219.00 
800838,REP WND F\E\N\L 20.1,$219.00 
